Title,Description,Source,Fetched Date
Trade trumps geopolitics as Australia PM visits China,Anthony Albaneses visit comes as countries around the world navigate US President Trumps America First policies,BBC Business,2025-07-12T07:27:12.236880
Canadas Carney talked tough on Trump now some say hes backing down,Canada has made concessions to win goodwill with the White House Trump in return has threatened steeper tariffs,BBC Business,2025-07-12T07:27:12.236880
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2025-07-12T07:27:12.236880
Sour taste Jellycat pulls supply leaving UK independent shop owners confused,Jellycat has stopped supplying its plush toys to around 100 independent stores in the UK,BBC Business,2025-07-12T07:27:12.236880
UK chancellor disappointed after economy unexpectedly shrinks,The economy contracted in May for the second month in a row adding to pressure on the chancellor,BBC Business,2025-07-12T07:27:12.236880
More than 1000 people laid off at US State Department,The involuntary staff reductions are part of the Trump administrations efforts to reduce the federal workforce,BBC Business,2025-07-12T07:27:12.236880
Al Fayedowned London penthouse has leaky roofs and noisy lifts,An exclusive Park Lane address owned by the Fayed family is at the centre of an eightyear dispute,BBC Business,2025-07-12T07:27:12.236880
A bridge too far Prague railway project draws criticism,The 123yearold Vysehrad railway bridge is set to be replaced but conservationists say it should stay,BBC Business,2025-07-12T07:27:12.236880
I cant drink the water Life next to a US data centre,Residents in rural Georgia say the data centre next door has disrupted their water supply,BBC Business,2025-07-12T07:27:12.236880
How Trumps tariff chaos could reshape Asias businesses,The US presidents tough stance on global trade is shaking up the regions crucial supply chains,BBC Business,2025-07-12T07:27:12.236880
Markets betting tariffs resolve by fall 11 Jul 2025,Expert says markets are betting that Trump will not want to cause a recession before the US midterms,BBC Business,2025-07-12T07:27:12.236880
Autofocus spectacles promise sharp vision near or far,Startup firms and researchers are working on lenses that can change their focus,BBC Business,2025-07-12T07:27:12.236880
Trump threatens 35 tariffs on Canadian goods,Trump has threatened blanket levies of 15 or 20 on most trade partners and says he will soon announce new tariffs on the EU,BBC Business,2025-07-12T07:27:12.236880
Asia is reeling from Trumps tariff salvo is anyone winning,The US president has reset the tariffs clock again leaving Asias exportdriven economies in limbo,BBC Business,2025-07-12T07:27:12.236880
Why is Trump targeting Brazil and will it backfire for Bolsonaro,The US presidents threatened new tariffs are likely to have major political ramifications in the country,BBC Business,2025-07-12T07:27:12.236880
Original Birkin bag shatters record with 7m sale,The prototype of the most famous bag in fashion made for Jane Birkin in 1985 smashes auction records,BBC Business,2025-07-12T07:27:12.236880
When to book and where to stay Six ways to save money on your summer holiday,Package holidays from the UK to popular destinations are more expensive but there are ways to cut costs,BBC Business,2025-07-12T07:27:12.236880
US government to invest in rare earths production,The government is to become the biggest shareholder in the USs only operational rare earths mine,BBC Business,2025-07-12T07:27:12.236880
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2025-07-12T07:27:12.236880
