Title,Description,Source,Fetched Date
South Korea bans downloads of Chinas DeepSeek AI,App stores in South Korea have removed DeepSeek over concerns about how it manages users data,BBC Business,2025-02-17T07:23:53.152393
US government tries to rehire nuclear staff it fired days ago,It is having problems contacting people who were fired in Trumps blitz to shrink the federal workforce,BBC Business,2025-02-17T07:23:53.152393
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2025-02-17T07:23:53.152393
Gnarly battle over 1m farmhouse as offgrid group refuse to leave,The nonhierarchical group live communally and are dedicated to sustainable living,BBC Business,2025-02-17T07:23:53.152393
Scattered antiMusk protests target Tesla dealerships,Protesters organized small TeslaTakeover demonstrations on BlueSky the rival to Musks platform X,BBC Business,2025-02-17T07:23:53.152393
Trump steel tariffs negative for UK and US says Reynolds,President Donald Trump is set to impose 25 taxes on steel entering the US without exceptions,BBC Business,2025-02-17T07:23:53.152393
This battle is my 9 to 5 I wont stop until I have my 620m of Bitcoin back,James Howells claimed his exgirlfriend threw out the hard drive today worth 620m in 2013,BBC Business,2025-02-17T07:23:53.152393
What happens in the worlds deepest gypsum mine,The mine is 1000ft 305m below ground and its raw materials are used in the building industry,BBC Business,2025-02-17T07:23:53.152393
Mapping Chinas influence around the Panama Canal,A closeup look at Chinese projects that worry the White House,BBC Business,2025-02-17T07:23:53.152393
Why dont Europeans buy more American cars,Trump wants US vehicles to be more popular in Europe but its a difficult market for them to crack,BBC Business,2025-02-17T07:23:53.152393
NYSE Opening Bell,Watch the latest from BBCs new daily business programme coming from the heart of New Yorks financial district,BBC Business,2025-02-17T07:23:53.152393
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2025-02-17T07:23:53.152393
How one product made a multimillion dollar brand,Nell Diamond CEO of Hill House Home shares how her small business skyrocketed to global success with the launch of the Nap Dress in 2019,BBC Business,2025-02-17T07:23:53.152393
What it means when Elon Musk brings his children to work,Youll sometimes see one of his children on his shoulders as billionaire Elon Musk makes public appearances,BBC Business,2025-02-17T07:23:53.152393
Is Trump right when he says the US faces unfair trade,He wants to hit back at countries that place import taxes on American goods that he thinks are too high,BBC Business,2025-02-17T07:23:53.152393
Too quiet on set Hollywood pushes for more LA productions post wildfires,Januarys wildfires have exacerbated the decline of Hollywoods once booming film and television industry,BBC Business,2025-02-17T07:23:53.152393
Five key takeaways from ModiTrump talks,Modi and Trump rekindle ties amid a global trade war balancing tariffs trade deals and strategic interests,BBC Business,2025-02-17T07:23:53.152393
What weve learned about Rachel Reevess expenses and the Labour response,Senior figures defended the chancellor after we revealed her expenses were investigated before she was an MP,BBC Business,2025-02-17T07:23:53.152393
Why Muslims in India are opposing changes to a property law,Muslim groups say the changes are politically motivated but the government says it is responding to demands for reform,BBC Business,2025-02-17T07:23:53.152393
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2025-02-17T07:23:53.152393
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2025-02-17T07:23:53.152393
How industry leaders transformed their career,The BBCs Katty Kay has spoken to successful changemakers to ask what made them pivot in their career,BBC Business,2025-02-17T07:23:53.152393
Women were the original beer brewers what changed,Today the beer industry is maledominated but it wasnt always so,BBC Business,2025-02-17T07:23:53.152393
How waiting alters our perception of time,Expert advice on how to get through a waiting period,BBC Business,2025-02-17T07:23:53.152393
Do the superrich deserve their wealth,Should there be a cap on billionaires wealth and their inheritances,BBC Business,2025-02-17T07:23:53.152393
Four simple hacks to succeed in every conversation,A career coach a choreographer a chef and a dragon boat captain offer advice on giving critical feedback,BBC Business,2025-02-17T07:23:53.152393
Solo and hybrid work Navigating our future and new normal,Covid19 reshaped the way we live and work We rethink solo working and explore the future of worklife,BBC Business,2025-02-17T07:23:53.152393
Can supersonic flight ever be sustainable,How a new era of quiet net zero supersonic airliners could revolutionise the aviation industry,BBC Business,2025-02-17T07:23:53.152393
Commencement speech The surprising pitfall of your passions,Students are graduating in the US this week The commencement speeches might lead them into questionable choices,BBC Business,2025-02-17T07:23:53.152393
ASMR How whispering took over the internet,We meet the creators behind the current ASMR boom,BBC Business,2025-02-17T07:23:53.152393
A desk full of descriptions for your work colleagues,These are the long lost words youve been waiting for to describe your colleagues,BBC Business,2025-02-17T07:23:53.152393
Veterinarian suicide rates are very high Why,Veterinarian professionals are committing suicide at a higher rate than the general population,BBC Business,2025-02-17T07:23:53.152393
Uber and Bolt drivers strike on Valentines Day,Thousands of drivers are taking part in the strike action over pay and working conditions a union says,BBC Business,2025-02-17T07:23:53.152393
US politicians furious at UK demand for encrypted Apple data,They say the US should reevaluate its cybersecurity partnership with the UK unless the dangerous request is withdrawn,BBC Business,2025-02-17T07:23:53.152393
Trump tariff VAT threat raises fears of hit to UK,The surprise inclusion of VAT to calculate tariffs prompts questions over the possible impact on British businesses,BBC Business,2025-02-17T07:23:53.152393
TikTok returns to Apple and Google app stores in the US,TikTok is again available on app stores in the US after President Donald Trump delayed a ban on the app,BBC Business,2025-02-17T07:23:53.152393
More migrant workers claim UK farm exploitation,The UK government says it always takes decisive action where abusive practices are found on farms,BBC Business,2025-02-17T07:23:53.152393
Beyonc ticket sale runs smoothly to fans surprise,Tickets for Beyoncs latest UK dates go on general sale on Friday with prices reaching up to 950,BBC Business,2025-02-17T07:23:53.152393
Trump launches plan to target countries with new tariffs,The US president ordered his staff to develop a response to countries with trade policies he says are unfair,BBC Business,2025-02-17T07:23:53.152393
UK signals it will seek US steel tariff exemption,Business secretary Jonathan Reynolds says the government has a strong case to avoid tariffs on UKmade steel entering the US,BBC Business,2025-02-17T07:23:53.152393
Jeff Bezos space firm Blue Origin to cut a tenth of jobs,The company is looking to trim manager ranks and focus on ramping up rocket launches,BBC Business,2025-02-17T07:23:53.152393
KPop Star Wonho on Touring Working Really Hard on a New Album and Whats Next For Him,The 31yearold singer has been busy in the five months since returning from his military enlistment with meeting fans in the US performing at Jingle Ball shows and releasing new music,Hollywood Reporter,2025-02-17T07:23:53.538203
Amazon CEO Incredibly Relieved After Employees Release From Being Held Hostage Since Oct 7 Attacks,Since we learned of Sasha Troufanov and his familys abduction weve had a dedicated team working behind the scenes with experts to support efforts to secure their release Andy Jassy said Saturday,Hollywood Reporter,2025-02-17T07:23:53.538203
Berlin According To Susan Wendt Managing Director Sales TrustNordisk,The veteran sales exec weighs in on how to stay warm where to take a stroll and how to ward off the festival flu it involves a bitters liquor,Hollywood Reporter,2025-02-17T07:23:53.538203
6 Ways to Get to Know Berlin Inside and Out,Never tackle Berlin without a plan A wellthoughtout day exploring the city means having an agenda of both indoor and outdoor options,Hollywood Reporter,2025-02-17T07:23:53.538203
Sheryl Crow Says So Long Tesla Donates Money to NPR Under Threat By President Musk,The Grammywinning singer sold her Elon Muskmanufactured Tesla because shes no longer willing to align herself with the billionaire following his move into the Trump administration,Hollywood Reporter,2025-02-17T07:23:53.538203
Murdoch Family Drama Details Emerge After Nevada Trial Ruling Over Fate of Empire,The Roy clan of HBOs Succession has nothin on the bitter and deep divides in the Murdoch family as is revealed this week in an Atlantic Magazine feature,Hollywood Reporter,2025-02-17T07:23:53.538203
Blink182 Reunite With Former Guitarist Matt Skiba at LA Fire Relief Concert,The band performed a soldout show at the Hollywood Palladium with proceeds benefiting those impacted by the recent Los Angeles wildfires,Hollywood Reporter,2025-02-17T07:23:53.538203
JayZ and Sean Diddy Combs Rape Lawsuit Dropped,Tony Buzbee a lawyer for the Jane Doe accuser whos filed several lawsuits on behalf of accusers advancing sexual assault allegations against Combs moved to voluntarily dismiss the lawsuit,Hollywood Reporter,2025-02-17T07:23:53.538203
Selena Gomez Says She Couldnt Have Accepted Her Relationship With Benny Blanco 10 Years Ago,The couples joint album Said I Love You First will drop on March 21,Hollywood Reporter,2025-02-17T07:23:53.538203
Ari Emanuel Explains Why He Believes Blake Lively Instead of Justin Baldoni,The Endeavor CEO on why hes ride or die for Lively and Ryan Reynolds in their legal battle with the It Ends With Us director,Hollywood Reporter,2025-02-17T07:23:53.538203
JonasCon Jonas Brothers Celebrate 20 Years With OneDay Fan Event,The trio of brothers are heading to their home state of New Jersey for a free fan experience with live performances QA panels DJ sets and more,Hollywood Reporter,2025-02-17T07:23:53.538203
Will Smith to Perform New Single First Love on Univision Awards Show Premio Lo Nuestro Exclusive,This will mark the Grammy winners first performance in the history of the show and the TV debut of the new track,Hollywood Reporter,2025-02-17T07:23:53.538203
Worst game ever seen NBA world loses it,The basketball world has all been left saying the same after the latest installment of the NBA All Star Game unfolded on Monday,News AU,2025-02-17T07:23:55.402338
Andrews and Neale to again lead Lions,Having won the AFL premiership last season the Brisbane Lions have predictably kept the same leadership structure in place,News AU,2025-02-17T07:23:55.402338
Socceroo set to miss qualifiers,The Socceroos seem likely to be without one of their brightest young talents for next months games against Indonesia and China,News AU,2025-02-17T07:23:55.402338
Cheat Aus Open stained as bombshell drops,There have been calls for Jannik Sinner to be stripped of his Australian Open title over one detail in his doping ban settlement,News AU,2025-02-17T07:23:55.402338
Need to be stronger Where Vics need to lift,Victoria batter Peter Handscomb says the Vics must be stronger in the highpressure moments to secure a Sheffield Shield final berth,News AU,2025-02-17T07:23:55.402338
Cricket Australia has failed Aussie star,A former Test bowler has put the onus on Cricket Australia after Matt Kuhnemann was cited for a suspect action in Sri Lanka,News AU,2025-02-17T07:23:55.402338
Damning clip emerges as Sinner violates ban,Banned tennis star Jannik Sinner may find himself in even more hot water after recent footage appeared to show him in violation of his doping ban,News AU,2025-02-17T07:23:55.402338
Seamless transition Dogs fill key role,The Western Bulldogs boss has thrown his support behind a new appointment confident he can oversee the club through a period of prolonged success,News AU,2025-02-17T07:23:55.402338
WATCH PVLs personal NRL Vegas invitation to Trump,ARL Commission boss Peter Vlandys is going all out in a bid to host Donald Trump at the NRLs Las Vegas extravaganza issuing a public plea for the US president to attend the season opener SEE THE VIDEO,News AU,2025-02-17T07:23:55.402338
