Title,Description,Source,Fetched Date
Trump tariffs a major blow to world economy says EU as China vows retaliation,The US president announces a 10 tariff on all imports with further measures targeting countries the White House call the worst offenders,BBC Business,2025-04-03T07:25:39.828771
Musks X is suing India as Tesla and Starlink plan entry,X says a new government portal gives officials wideranging powers to issue blocking orders,BBC Business,2025-04-03T07:25:39.828771
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2025-04-03T07:25:39.828771
Not the act of a friend Australia angry over Trump tariffs,The Prime Minister has described Trumps decision as unwarranted and not the act of a friend,BBC Business,2025-04-03T07:25:39.828771
UK to keep pushing for deal after Trump imposes 10 tariff,No one wants a trade war but nothing is off the table UK business secretary says,BBC Business,2025-04-03T07:25:39.828771
Trumps tariffs on China EU and more at a glance,A 10 rate of import tax will apply globally with higher rates for a list of Trumps worst offenders,BBC Business,2025-04-03T07:25:39.828771
Trump to charge high tariffs on worst offenders globally,The president says the US has been pillaged raped and plundered for years by international trade partners,BBC Business,2025-04-03T07:25:39.828771
No additional US tariffs for Canada but no relief either,One business leader says the world is now waking up to a reality that Canada has been living with for months,BBC Business,2025-04-03T07:25:39.828771
The Finnish defence firms on steroids,Helsinki has become one of the top five cities in Europe for investment in defence and security technologies,BBC Business,2025-04-03T07:25:39.828771
The Swedish city fined for missing an environmental target,Gothenburg has to pay a financial penalty if it misses certain annual sustainability goals,BBC Business,2025-04-03T07:25:39.828771
NYSE Opening Bell,Watch the latest from BBCs new daily business programme coming from the heart of New Yorks financial district,BBC Business,2025-04-03T07:25:39.828771
The exGoogle exec who wants to simplify your life,Marissa Mayer a former Google and Yahoo executive believes AI should simplify our lives,BBC Business,2025-04-03T07:25:39.828771
Six things that could get more expensive for Americans under Trump tariffs,Economists say the presidents import taxes could result in higher prices for a range of products in the US,BBC Business,2025-04-03T07:25:39.828771
Tesla sales plunge after Elon Musk backlash,The car makers sales slide has been attributed to competition and controversy around its boss,BBC Business,2025-04-03T07:25:39.828771
Trump announces tariffs on NI and Irish goods,NI goods entering the US will face a 10 tariff while those from the Republic will be hit with 20,BBC Business,2025-04-03T07:25:39.828771
Trade war should not be UKs first response to tariffs PM,Sir Keir Starmer says he will rule nothing out as the government braces itself for new US tariffs,BBC Business,2025-04-03T07:25:39.828771
Heathrow warned by airlines about power supply days before shutdown,MPs hear the airport was warned about power supply resilience days before the disruptive closure,BBC Business,2025-04-03T07:25:39.828771
Tariffs will drastically impact global pharmaceutical supply,US President Donald Trump is expected to announce a new round of tariffs later on Wednesday,BBC Business,2025-04-03T07:25:39.828771
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2025-04-03T07:25:39.828771
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2025-04-03T07:25:39.828771
How industry leaders transformed their career,The BBCs Katty Kay has spoken to successful changemakers to ask what made them pivot in their career,BBC Business,2025-04-03T07:25:39.828771
Women were the original beer brewers what changed,Today the beer industry is maledominated but it wasnt always so,BBC Business,2025-04-03T07:25:39.828771
How waiting alters our perception of time,Expert advice on how to get through a waiting period,BBC Business,2025-04-03T07:25:39.828771
Do the superrich deserve their wealth,Should there be a cap on billionaires wealth and their inheritances,BBC Business,2025-04-03T07:25:39.828771
Four simple hacks to succeed in every conversation,A career coach a choreographer a chef and a dragon boat captain offer advice on giving critical feedback,BBC Business,2025-04-03T07:25:39.828771
Solo and hybrid work Navigating our future and new normal,Covid19 reshaped the way we live and work We rethink solo working and explore the future of worklife,BBC Business,2025-04-03T07:25:39.828771
Can supersonic flight ever be sustainable,How a new era of quiet net zero supersonic airliners could revolutionise the aviation industry,BBC Business,2025-04-03T07:25:39.828771
Commencement speech The surprising pitfall of your passions,Students are graduating in the US this week The commencement speeches might lead them into questionable choices,BBC Business,2025-04-03T07:25:39.828771
ASMR How whispering took over the internet,We meet the creators behind the current ASMR boom,BBC Business,2025-04-03T07:25:39.828771
A desk full of descriptions for your work colleagues,These are the long lost words youve been waiting for to describe your colleagues,BBC Business,2025-04-03T07:25:39.828771
Veterinarian suicide rates are very high Why,Veterinarian professionals are committing suicide at a higher rate than the general population,BBC Business,2025-04-03T07:25:39.828771
ExShell boss tasked with cleaning up Nigerias oil sector,President Tinubu restructures the NNPC a company which has long struggled with corruption allegations,BBC Business,2025-04-03T07:25:39.828771
Trumpendorsed news channel sees shares surge 2200,Conservative US cable TV channel Newsmax started trading on the New York Stock Exchange on Monday,BBC Business,2025-04-03T07:25:39.828771
Massive layoffs begin at top US health agency,Health Secretary Robert F Kennedy Jr announced last week that the health agency would cut 20000 employees,BBC Business,2025-04-03T07:25:39.828771
Harry charity engulfed by cash fears insiders claim,Financial worries and fundraising rows inflamed boardroom battle that engulfed Sentebale insiders claim,BBC Business,2025-04-03T07:25:39.828771
Analysis Jitters uncertainty and hope as UK awaits Trump tariff decision,Talks are continuing between London and Washington at quite an intensity our political editor writes,BBC Business,2025-04-03T07:25:39.828771
