Title,Description,Source,Fetched Date
Canadian government moves to end weekslong postal strike,Around 55000 postal workers began striking on 15 November over pay and working conditions,BBC Business,2024-12-14T07:23:38.802641
UK doesnt have enough builders for Labours 15m homes,Builders and developers say reforms are needed to recruit more tradespeople to build the homes being promised,BBC Business,2024-12-14T07:23:38.802641
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2024-12-14T07:23:38.802641
UK economy shrinks for second month in a row,The economy had been expected to return to growth but it contracted by 01,BBC Business,2024-12-14T07:23:38.802641
Why digital twins could speed up drug discovery,AI can create digital humans and digital organs that can be used in clinical trials,BBC Business,2024-12-14T07:23:38.802641
Milei Musk and Maga Is Argentina influencing the US,As Argentinas libertarian President Javier Milei marks one year in office his policies are keenly observed in the US,BBC Business,2024-12-14T07:23:38.802641
Influencers brand faces backlash over bullying claims,Fans are outraged by allegations of bodyshaming and a toxic workplace at fashion company Djerf Avenue,BBC Business,2024-12-14T07:23:38.802641
N Korea made millions from remote work scheme US says,Fourteen North Koreans have been charged with fraud in the US over the longrunning conspiracy,BBC Business,2024-12-14T07:23:38.802641
Trump rings bell on record stock market but will it last,The US presidentelect comes into office with a strong economy but investors hope for more and current highs may be difficult to sustain,BBC Business,2024-12-14T07:23:38.802641
India Is the fastestgrowing big economy losing steam,Indias economy slumped to 54 below the central banks 7 forecast Whats going on,BBC Business,2024-12-14T07:23:38.802641
Nasdaq rally expected to continue in 2025 13 Dec 2024,Wealth consultancy expert Jimmy Lee predicts the stock market rally will continue throughout next year,BBC Business,2024-12-14T07:23:38.802641
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2024-12-14T07:23:38.802641
How one product made a multimillion dollar brand,Nell Diamond CEO of Hill House Home shares how her small business skyrocketed to global success with the launch of the Nap Dress in 2019,BBC Business,2024-12-14T07:23:38.802641
Some businesses suspend NI sales due to new trade rules,Rules come into force that will make it harder for some GB firms to sell goods to NI and the EU,BBC Business,2024-12-14T07:23:38.802641
The YouTuber who swapped airtraffic control for videos with Mbapp,John Nellis has won millions of subscribers and a TikTok award for his online football videos,BBC Business,2024-12-14T07:23:38.802641
Star luxury property brokers charged with sex trafficking in US,The Alexander brothers are accused of drugging assaulting and raping dozens of women over more than a decade,BBC Business,2024-12-14T07:23:38.802641
British trader found guilty of 1bn fraud,He was sentenced to 12 years in prison the heaviest penalty ever for a Danish fraud case,BBC Business,2024-12-14T07:23:38.802641
UK unveils new powers to approve large wind farms,The change is part of the governments new action plan for meeting its 2030 clean power target,BBC Business,2024-12-14T07:23:38.802641
Mark Zuckerbergs Meta donates 1m to Trump fund,It appears to be the latest attempt by the Meta boss to build a closer relationship with the incoming president,BBC Business,2024-12-14T07:23:38.802641
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2024-12-14T07:23:38.802641
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2024-12-14T07:23:38.802641
How industry leaders transformed their career,The BBCs Katty Kay has spoken to successful changemakers to ask what made them pivot in their career,BBC Business,2024-12-14T07:23:38.802641
Women were the original beer brewers what changed,Today the beer industry is maledominated but it wasnt always so,BBC Business,2024-12-14T07:23:38.802641
How waiting alters our perception of time,Expert advice on how to get through a waiting period,BBC Business,2024-12-14T07:23:38.802641
Do the superrich deserve their wealth,Should there be a cap on billionaires wealth and their inheritances,BBC Business,2024-12-14T07:23:38.802641
Four simple hacks to succeed in every conversation,A career coach a choreographer a chef and a dragon boat captain offer advice on giving critical feedback,BBC Business,2024-12-14T07:23:38.802641
