Title,Description,Source,Fetched Date,Combined Text,Score,Sentiment
Three reasons Trump tariffs arent Chinas only problem,Chinas economy has hit the governments 5 growth target for 2024 in the face of multiple challenges,BBC Business,2025-01-17T07:22:02.920844,three reason trump tariff arent china problem . china economy hit government 5 growth target 2024 face multiple challenge,0.6319,Positive
Toyota unit to settle emissions scandal for 16bn,The truck company will also be banned from importing its diesel engines into the US for five years,BBC Business,2025-01-17T07:22:02.920844,toyota unit settle emission scandal 16bn . truck company also banned importing diesel engine u five year,-0.7096,Negative
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2025-01-17T07:22:02.920844,world business . gain leading edge global insight boardroom beyond inbox every wednesday,0.5267,Positive
Mark Carney runs for leader of Canadas Liberal Party,The former central banker for the UK and Canada pitched himself as a someone who can help a country navigate economic challenges,BBC Business,2025-01-17T07:22:02.920844,mark carney run leader canada liberal party . former central banker uk canada pitched someone help country navigate economic challenge,0.6908,Positive
Trump will put measures in place to stop TikTok ban top adviser says,Incoming National Security Adviser Mike Waltz says the law allows a 90day grace period for the apps Chinese owner,BBC Business,2025-01-17T07:22:02.920844,trump put measure place stop tiktok ban top adviser say . incoming national security adviser mike waltz say law allows 90day grace period apps chinese owner,0.0516,Neutral
Apple halts AI news alerts after errors,The tech giant was facing pressure to pull the feature after it made repeated mistakes,BBC Business,2025-01-17T07:22:02.920844,apple halt ai news alert error . tech giant facing pressure pull feature made repeated mistake,-0.6249,Negative
US FDA officially authorises Zyn nicotine pouches for sale,The pouches are used by less than 2 of US teens the FDA said in granting the application allowing them to continue to be sold,BBC Business,2025-01-17T07:22:02.920844,u fda officially authorises zyn nicotine pouch sale . pouch used less 2 u teen fda said granting application allowing continue sold,0.3182,Positive
Global growth forecast to flatline as tariffs add to strains,The World Bank predicts global economic growth of 27 this year amid concerns living standards will struggle to improve,BBC Business,2025-01-17T07:22:02.920844,global growth forecast flatline tariff add strain . world bank predicts global economic growth 27 year amid concern living standard struggle improve,0.6808,Positive
Whats the secret to Denmarks happy worklife balance,The Nordic nation doesnt require staff to work long hours and has a generous welfare system,BBC Business,2025-01-17T07:22:02.920844,whats secret denmark happy worklife balance . nordic nation doesnt require staff work long hour generous welfare system,0.7906,Positive
Fatbergs turned into perfume inside Britains bizarre new industrial revolution,The UK led the way in this field of science until recently but now other countries have overtaken So how can that lead be recovered,BBC Business,2025-01-17T07:22:02.920844,fatbergs turned perfume inside britain bizarre new industrial revolution . uk led way field science recently country overtaken lead recovered,-0.3182,Negative
Bank performance signals boost to US economy 16 Jan 2025,Jason Betz from Ameriprise Financial says that there is untapped resilience in the American economy,BBC Business,2025-01-17T07:22:02.920844,bank performance signal boost u economy 16 jan 2025. jason betz ameriprise financial say untapped resilience american economy,0.4019,Positive
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2025-01-17T07:22:02.920844,good bad billionaire . simon jack zing tsjeng find world billionaire made money judge good bad another billionaire listen season two new episode released monday,-0.296,Negative
How one product made a multimillion dollar brand,Nell Diamond CEO of Hill House Home shares how her small business skyrocketed to global success with the launch of the Nap Dress in 2019,BBC Business,2025-01-17T07:22:02.920844,one product made multimillion dollar brand . nell diamond ceo hill house home share small business skyrocketed global success launch nap dress 2019,0.8074,Positive
United Health boss defends firm in first earnings results since CEO killing,Sir Andrew Witty says there is heightened energy to address customers frustrations,BBC Business,2025-01-17T07:22:02.920844,united health bos defends firm first earnings result since ceo killing . sir andrew witty say heightened energy address customer frustration,-0.5574,Negative
Jeff Bezos blasts into commercial space race with rocket launch,The Amazon bosss space company is vying to challenge the dominance of Elon Musks SpaceX,BBC Business,2025-01-17T07:22:02.920844,jeff bezos blast commercial space race rocket launch . amazon boss space company vying challenge dominance elon musk spacex,0.4215,Positive
US firm that accused Adani Group of fraud shuts down,Nate Anderson the founder of Hindenburg Research has announced his decision to disband the company,BBC Business,2025-01-17T07:22:02.920844,u firm accused adani group fraud shuts . nate anderson founder hindenburg research announced decision disband company,-0.7184,Negative
Pakistan Airlines ad shows plane flying at Eiffel Tower,The ad has drawn widespread criticism and Pakistani PM Shehbaz Sharif has ordered an investigation,BBC Business,2025-01-17T07:22:02.920844,pakistan airline ad show plane flying eiffel tower . ad drawn widespread criticism pakistani pm shehbaz sharif ordered investigation,-0.4404,Negative
Nothing off the table in Canadas response to US tariff threat,Canada will have a robust response if Donald Trump imposes tariffs on its goods but Canadian leaders are split over energy as a bargaining chip,BBC Business,2025-01-17T07:22:02.920844,nothing table canada response u tariff threat . canada robust response donald trump imposes tariff good canadian leader split energy bargaining chip,0.3818,Positive
What happens if TikTok is banned,Could there be ways to bypass the ban and could presidentelect Donald Trump find a way to stop the law,BBC Business,2025-01-17T07:22:02.920844,happens tiktok banned . could way bypass ban could presidentelect donald trump find way stop law,-0.8316,Negative
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2025-01-17T07:22:02.920844,playing fire quit work retire 30 . personal finance strategy popular among millennials helping quit job retire decade early,0.5267,Positive
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2025-01-17T07:22:02.920844,boomerang ceo ever succeed . five year ousted wework adam neumann want rebuy nowbankrupt business,0.5423,Positive
How industry leaders transformed their career,The BBCs Katty Kay has spoken to successful changemakers to ask what made them pivot in their career,BBC Business,2025-01-17T07:22:02.920844,industry leader transformed career . bbcs katty kay spoken successful changemakers ask made pivot career,0.5859,Positive
Women were the original beer brewers what changed,Today the beer industry is maledominated but it wasnt always so,BBC Business,2025-01-17T07:22:02.920844,woman original beer brewer changed . today beer industry maledominated wasnt always,0.3182,Positive
How waiting alters our perception of time,Expert advice on how to get through a waiting period,BBC Business,2025-01-17T07:22:02.920844,waiting alters perception time . expert advice get waiting period,0.0,Neutral
Do the superrich deserve their wealth,Should there be a cap on billionaires wealth and their inheritances,BBC Business,2025-01-17T07:22:02.920844,superrich deserve wealth . cap billionaire wealth inheritance,0.7506,Positive
Four simple hacks to succeed in every conversation,A career coach a choreographer a chef and a dragon boat captain offer advice on giving critical feedback,BBC Business,2025-01-17T07:22:02.920844,four simple hack succeed every conversation . career coach choreographer chef dragon boat captain offer advice giving critical feedback,0.5106,Positive
Solo and hybrid work Navigating our future and new normal,Covid19 reshaped the way we live and work We rethink solo working and explore the future of worklife,BBC Business,2025-01-17T07:22:02.920844,solo hybrid work navigating future new normal . covid19 reshaped way live work rethink solo working explore future worklife,0.0,Neutral
Can supersonic flight ever be sustainable,How a new era of quiet net zero supersonic airliners could revolutionise the aviation industry,BBC Business,2025-01-17T07:22:02.920844,supersonic flight ever sustainable . new era quiet net zero supersonic airliner could revolutionise aviation industry,0.0,Neutral
Commencement speech The surprising pitfall of your passions,Students are graduating in the US this week The commencement speeches might lead them into questionable choices,BBC Business,2025-01-17T07:22:02.920844,commencement speech surprising pitfall passion . student graduating u week commencement speech might lead questionable choice,0.4404,Positive
ASMR How whispering took over the internet,We meet the creators behind the current ASMR boom,BBC Business,2025-01-17T07:22:02.920844,asmr whispering took internet . meet creator behind current asmr boom,0.0,Neutral
A desk full of descriptions for your work colleagues,These are the long lost words youve been waiting for to describe your colleagues,BBC Business,2025-01-17T07:22:02.920844,desk full description work colleague . long lost word youve waiting describe colleague,-0.3182,Negative
Veterinarian suicide rates are very high Why,Veterinarian professionals are committing suicide at a higher rate than the general population,BBC Business,2025-01-17T07:22:02.920844,veterinarian suicide rate high . veterinarian professional committing suicide higher rate general population,-0.8658,Negative
UK must rejoin EU customs union says Lib Dem Davey,Sir Ed also called for Donald Trump to be offered a state visit to the UK but only if he delivered support for Ukraine,BBC Business,2025-01-17T07:22:02.920844,uk must rejoin eu custom union say lib dem davey . sir ed also called donald trump offered state visit uk delivered support ukraine,0.4019,Positive
US bans red dye 3 from some frosting sweets and medicine,The FDA says food manufacturers have until January 2027 to remove the cherryred dye from their products,BBC Business,2025-01-17T07:22:02.920844,u ban red dye 3 frosting sweet medicine . fda say food manufacturer january 2027 remove cherryred dye product,-0.1531,Neutral
Borrowing costs for UK government fall after inflation surprise,Investors are now betting on an interest rate cut next month from the Bank of England,BBC Business,2025-01-17T07:22:02.920844,borrowing cost uk government fall inflation surprise . investor betting interest rate cut next month bank england,0.4588,Positive
Egg prices surge as US inflation picks up,Overall prices in the US rose 29 compared with a year earlier official figures show,BBC Business,2025-01-17T07:22:02.920844,egg price surge u inflation pick . overall price u rose 29 compared year earlier official figure show,0.0,Neutral
Rate cut hopes boosted by unexpected fall in UK inflation,Inflation falls for the first time in three months sparking expectations rates may be cut to 45 in February,BBC Business,2025-01-17T07:22:02.920844,rate cut hope boosted unexpected fall uk inflation . inflation fall first time three month sparking expectation rate may cut 45 february,0.296,Positive
US markets watchdog sues Musk over Twitter stake disclosure,The complaint filed to a US federal court alleges Musk saved 150m at the expense of Twitter shareholders,BBC Business,2025-01-17T07:22:02.920844,u market watchdog sue musk twitter stake disclosure . complaint filed u federal court alleges musk saved 150m expense twitter shareholder,0.1531,Neutral
Meta cuts 5 of jobs to lose lowest performers,The company will shed roughly 3600 roles but plans to backfill the roles later in the year,BBC Business,2025-01-17T07:22:02.920844,meta cut 5 job lose lowest performer . company shed roughly 3600 role plan backfill role later year,-0.7506,Negative
UK minister resigns after pressure over anticorruption probe in Bangladesh,It comes after growing pressure over anticorruption investigations in Bangladesh,BBC Business,2025-01-17T07:22:02.920844,uk minister resigns pressure anticorruption probe bangladesh . come growing pressure anticorruption investigation bangladesh,-0.6124,Negative
Should you be able to sit in a cafe without buying anything,As Starbucks changes rules for cafe goers in North America BBC Wales asks shoppers what they think,BBC Business,2025-01-17T07:22:02.920844,able sit cafe without buying anything . starbucks change rule cafe goer north america bbc wale asks shopper think,0.0,Neutral
Streaming Ratings The Traitors Scores Series High With Season 3 Premiere,The competition show draws the best ever unscripted premiere on Peacock,Hollywood Reporter,2025-01-17T07:22:03.114922,streaming rating traitor score series high season 3 premiere . competition show draw best ever unscripted premiere peacock,0.6369,Positive
Filmmakers Offer Old Location Photos to Help Fire Victims And Prove Insurance Claims,An effort is underway to connect people who lost property in the Los Angeles wildfires with production images to help them assess the damage,Hollywood Reporter,2025-01-17T07:22:03.114922,filmmaker offer old location photo help fire victim prove insurance claim . effort underway connect people lost property los angeles wildfire production image help assess damage,-0.5574,Negative
Billie Eilish Lady Gaga Jelly Roll Lil Baby to Perform at FireAid Benefit Concert for LA Wildfire Victims,Tate McRae Gwen Stefani and Katy Perry are also set to take the stage for the benefit show as will John Mayer and Dave Matthews performing together for the first time,Hollywood Reporter,2025-01-17T07:22:03.114922,billie eilish lady gaga jelly roll lil baby perform fireaid benefit concert la wildfire victim . tate mcrae gwen stefani katy perry also set take stage benefit show john mayer dave matthew performing together first time,0.5994,Positive
