Title,Description,Source,Fetched Date,Combined Text,Score,Sentiment
Gary Gensler to leave role as SEC chairman,Donald Trump revealed plans to sack Mr Gensler on day one of his new administration,BBC Business,2024-11-22T07:23:58.495230,gary gensler leave role sec chairman . donald trump revealed plan sack mr gensler day one new administration,-0.0516,Neutral
Temu owners shares slump as China slowdown hits sales,USlisted shares of the ecommerce giant fell nearly 11 on Thursday following the announcement,BBC Business,2024-11-22T07:23:58.495230,temu owner share slump china slowdown hit sale . uslisted share ecommerce giant fell nearly 11 thursday following announcement,0.5267,Positive
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2024-11-22T07:23:58.495230,world business . gain leading edge global insight boardroom beyond inbox every wednesday,0.5267,Positive
Sell Chrome to end search monopoly Google told,The tech giant is resisting fiercely calling the proposal wildly overbroad and claiming it will hurt consumers,BBC Business,2024-11-22T07:23:58.495230,sell chrome end search monopoly google told . tech giant resisting fiercely calling proposal wildly overbroad claiming hurt consumer,-0.5267,Negative
Thousands of PayPal customers report brief outage,The online payment company says a brief technical issue has now been resolved,BBC Business,2024-11-22T07:23:58.495230,thousand paypal customer report brief outage . online payment company say brief technical issue resolved,0.1779,Neutral
How Adanis US fraud charges impact Indias economy and politics,The charges could jeopardise the ambitions of one of the worlds richest men both at home and abroad,BBC Business,2024-11-22T07:23:58.495230,adanis u fraud charge impact india economy politics . charge could jeopardise ambition one world richest men home abroad,-0.1027,Neutral
Fraud probe launched into defence firm Thales,Thales UK which has its headquarters in Berkshire employs more than 7000 staff across the country,BBC Business,2024-11-22T07:23:58.495230,fraud probe launched defence firm thales . thales uk headquarters berkshire employ 7000 staff across country,-0.4404,Negative
Trudeau plays Santa with seasonal tax break,The opposition calls Trudeaus tax measures a trick aimed at deflecting attention from rising costs,BBC Business,2024-11-22T07:23:58.495230,trudeau play santa seasonal tax break . opposition call trudeaus tax measure trick aimed deflecting attention rising cost,0.296,Positive
Inside South Africas ruthless gangcontrolled gold mines,Illegal miners live dangerously but make roaring profits selling gold on the black market,BBC Business,2024-11-22T07:23:58.495230,inside south africa ruthless gangcontrolled gold mine . illegal miner live dangerously make roaring profit selling gold black market,-0.5719,Negative
Is nuclear power gaining new energy,Countries around the world are building new nuclear power stations,BBC Business,2024-11-22T07:23:58.495230,nuclear power gaining new energy . country around world building new nuclear power station,0.5994,Positive
Labour data suggest no rate cut next month 21 Nov 2024,Analyst says Fed is unlikely to cut rates in December as the US weekly jobless claims hit a sevenmonth low,BBC Business,2024-11-22T07:23:58.495230,labour data suggest rate cut next month 21 nov 2024. analyst say fed unlikely cut rate december u weekly jobless claim hit sevenmonth low,-0.6486,Negative
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2024-11-22T07:23:58.495230,good bad billionaire . simon jack zing tsjeng find world billionaire made money judge good bad another billionaire listen season two new episode released monday,-0.296,Negative
The business of transforming mental health at work,Cherie Clonan CEO of The Digital Picnic explains how free dinners burnoutpreventing days off and even ADHD assessments have boosted employee wellbeing and her bottom line,BBC Business,2024-11-22T07:23:58.495230,business transforming mental health work . cherie clonan ceo digital picnic explains free dinner burnoutpreventing day even adhd assessment boosted employee wellbeing bottom line,0.7003,Positive
US charges Indian billionaire Gautam Adani with fraud,The Adani Group has denied the allegations of bribery and fraud calling them baseless,BBC Business,2024-11-22T07:23:58.495230,u charge indian billionaire gautam adani fraud . adani group denied allegation bribery fraud calling baseless,-0.8885,Negative
Bluesky chief doesnt know age limit for platform,Jay Graber wrongly said you needed to be 18 to use Bluesky when the actual age limit is 13,BBC Business,2024-11-22T07:23:58.495230,bluesky chief doesnt know age limit platform . jay graber wrongly said needed 18 use bluesky actual age limit 13,0.0,Neutral
Archegos boss sentenced to prison over massive fraud,Hwang was found guilty of fraud in a case that cost Wall Street banks billions of dollars in losses,BBC Business,2024-11-22T07:23:58.495230,archegos bos sentenced prison massive fraud . hwang found guilty fraud case cost wall street bank billion dollar loss,-0.9442,Negative
Are Kpop stars workers South Korea says no,In a dispute involving band NewJeans the government said celebrities were not entitled to the same rights as workers,BBC Business,2024-11-22T07:23:58.495230,kpop star worker south korea say . dispute involving band newjeans government said celebrity entitled right worker,-0.1531,Neutral
Uncertainty after Australia foreign students bill hits opposition,Universities had already begun making changes as the controversial bill was expected to easily pass,BBC Business,2024-11-22T07:23:58.495230,uncertainty australia foreign student bill hit opposition . university already begun making change controversial bill expected easily pas,-0.2023,Neutral
Ford cuts 800 jobs claiming weak demand for electric cars,The move is part of a wider restructuring programme which will see 4000 posts closed across Europe,BBC Business,2024-11-22T07:23:58.495230,ford cut 800 job claiming weak demand electric car . move part wider restructuring programme see 4000 post closed across europe,-0.6705,Negative
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2024-11-22T07:23:58.495230,playing fire quit work retire 30 . personal finance strategy popular among millennials helping quit job retire decade early,0.5267,Positive
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2024-11-22T07:23:58.495230,boomerang ceo ever succeed . five year ousted wework adam neumann want rebuy nowbankrupt business,0.5423,Positive
How industry leaders transformed their career,The BBCs Katty Kay has spoken to successful changemakers to ask what made them pivot in their career,BBC Business,2024-11-22T07:23:58.495230,industry leader transformed career . bbcs katty kay spoken successful changemakers ask made pivot career,0.5859,Positive
Women were the original beer brewers what changed,Today the beer industry is maledominated but it wasnt always so,BBC Business,2024-11-22T07:23:58.495230,woman original beer brewer changed . today beer industry maledominated wasnt always,0.3182,Positive
How waiting alters our perception of time,Expert advice on how to get through a waiting period,BBC Business,2024-11-22T07:23:58.495230,waiting alters perception time . expert advice get waiting period,0.0,Neutral
Do the superrich deserve their wealth,Should there be a cap on billionaires wealth and their inheritances,BBC Business,2024-11-22T07:23:58.495230,superrich deserve wealth . cap billionaire wealth inheritance,0.7506,Positive
Four simple hacks to succeed in every conversation,A career coach a choreographer a chef and a dragon boat captain offer advice on giving critical feedback,BBC Business,2024-11-22T07:23:58.495230,four simple hack succeed every conversation . career coach choreographer chef dragon boat captain offer advice giving critical feedback,0.5106,Positive
Solo and hybrid work Navigating our future and new normal,Covid19 reshaped the way we live and work We rethink solo working and explore the future of worklife,BBC Business,2024-11-22T07:23:58.495230,solo hybrid work navigating future new normal . covid19 reshaped way live work rethink solo working explore future worklife,0.0,Neutral
Can supersonic flight ever be sustainable,How a new era of quiet net zero supersonic airliners could revolutionise the aviation industry,BBC Business,2024-11-22T07:23:58.495230,supersonic flight ever sustainable . new era quiet net zero supersonic airliner could revolutionise aviation industry,0.0,Neutral
Commencement speech The surprising pitfall of your passions,Students are graduating in the US this week The commencement speeches might lead them into questionable choices,BBC Business,2024-11-22T07:23:58.495230,commencement speech surprising pitfall passion . student graduating u week commencement speech might lead questionable choice,0.4404,Positive
ASMR How whispering took over the internet,We meet the creators behind the current ASMR boom,BBC Business,2024-11-22T07:23:58.495230,asmr whispering took internet . meet creator behind current asmr boom,0.0,Neutral
A desk full of descriptions for your work colleagues,These are the long lost words youve been waiting for to describe your colleagues,BBC Business,2024-11-22T07:23:58.495230,desk full description work colleague . long lost word youve waiting describe colleague,-0.3182,Negative
Veterinarian suicide rates are very high Why,Veterinarian professionals are committing suicide at a higher rate than the general population,BBC Business,2024-11-22T07:23:58.495230,veterinarian suicide rate high . veterinarian professional committing suicide higher rate general population,-0.8658,Negative
Logan Paul accused of misleading fans over crypto investments,New evidence suggests the YouTuber promoted investments without revealing his financial interest in them,BBC Business,2024-11-22T07:23:58.495230,logan paul accused misleading fan crypto investment . new evidence suggests youtuber promoted investment without revealing financial interest,-0.3138,Negative
Palestinian olive harvest under threat from Israeli attacks and restrictions,Harvesting olives is an economic necessity for many Palestinians but it is increasingly precarious,BBC Business,2024-11-22T07:23:58.495230,palestinian olive harvest threat israeli attack restriction . harvesting olive economic necessity many palestinian increasingly precarious,-0.8225,Negative
Al Fayed abuse could be on scale of Savile says survivors advocate,Speaking about her new role Dame Jasvinder Sanghera says Al Fayeds tentacles went far and wide,BBC Business,2024-11-22T07:23:58.495230,al fayed abuse could scale savile say survivor advocate . speaking new role dame jasvinder sanghera say al fayeds tentacle went far wide,-0.4019,Negative
Trump selects financier Howard Lutnick as commerce secretary,Trump said Lutnick would lead the administrations tariff and trade agenda,BBC Business,2024-11-22T07:23:58.495230,trump selects financier howard lutnick commerce secretary . trump said lutnick would lead administration tariff trade agenda,0.0,Neutral
TV networks MSNBC and CNBC to be spun off by Comcast,Channels including USA Oxygen E and Syfy will also be moved to the new media company,BBC Business,2024-11-22T07:23:58.495230,tv network msnbc cnbc spun comcast . channel including usa oxygen e syfy also moved new medium company,0.0,Neutral
Women plan UK legal action over talc cancer claims,Hundreds of women in the UK are taking legal action against Johnson and Johnson,BBC Business,2024-11-22T07:23:58.495230,woman plan uk legal action talc cancer claim . hundred woman uk taking legal action johnson johnson,-0.5267,Negative
Jaguar unveils new logo ahead of electric relaunch,The luxury car manufacturer will launch three new electric cars in 2026 as part of its rebrand,BBC Business,2024-11-22T07:23:58.495230,jaguar unveils new logo ahead electric relaunch . luxury car manufacturer launch three new electric car 2026 part rebrand,0.0,Neutral
What UK farmers protest tells us about their argument with the government,Why has the inheritance tax for farmers argument got so noisy so quickly,BBC Business,2024-11-22T07:23:58.495230,uk farmer protest tell u argument government . inheritance tax farmer argument got noisy quickly,-0.7717,Negative
Thousands of postal workers in Canada strike over wages,The work stoppage has halted mail and parcel services across the country ahead of the busy holiday season,BBC Business,2024-11-22T07:23:58.495230,thousand postal worker canada strike wage . work stoppage halted mail parcel service across country ahead busy holiday season,0.296,Positive
FCC Chair Jessica Rosenworcel to Step Down Next Year,Rosenworcel will be succeeded atop the Commission by Brendan Carr,Hollywood Reporter,2024-11-22T07:23:58.849860,fcc chair jessica rosenworcel step next year . rosenworcel succeeded atop commission brendan carr,0.4215,Positive
BAFTA Breakthrough 2024 Mawaan Rizwan Nava Mau Among 43 MustWatch Young Creatives,The latest cohort of upandcoming talent also includes an editor on BAFTAwinning Top Boy and a costume designer on the Glen Powellled Netflix movie Hit Man,Hollywood Reporter,2024-11-22T07:23:58.849860,bafta breakthrough 2024 mawaan rizwan nava mau among 43 mustwatch young creatives . latest cohort upandcoming talent also includes editor baftawinning top boy costume designer glen powellled netflix movie hit man,0.5574,Positive
Meet the New Trump Resistance Europes Filmmakers,Progressive continental auteurs arent ready to give up on America just yet But their governments are less inclined to pick a fight with the Presidentelect,Hollywood Reporter,2024-11-22T07:23:58.849860,meet new trump resistance europe filmmaker . progressive continental auteur arent ready give america yet government less inclined pick fight presidentelect,-0.534,Negative
Chris Stapleton Jelly Roll Brooks Dunn Shine at 2024 CMA Awards Morgan Wallen Wins Top Honor,Wallen didnt attend but finally won entertainer of the year while Stapleton took home single song and male vocalist of the year,Hollywood Reporter,2024-11-22T07:23:58.849860,chris stapleton jelly roll brook dunn shine 2024 cma award morgan wallen win top honor . wallen didnt attend finally entertainer year stapleton took home single song male vocalist year,0.8783,Positive
Billy Ray Cyrus Was Surprised by Beyoncs CMA Awards Snub Her Album Was Brilliant,The Texas Hold Em singer received zero nominations despite her Cowboy Carter being a charttopping album,Hollywood Reporter,2024-11-22T07:23:58.849860,billy ray cyrus surprised beyoncs cma award snub album brilliant . texas hold em singer received zero nomination despite cowboy carter charttopping album,0.7506,Positive
Lady Gaga Green Day Travis Scott Post Malone Set for 2025 Coachella Lineup,Missy Elliott Charli XCX Megan Thee Stallion more are also on the lineup,Hollywood Reporter,2024-11-22T07:23:58.849860,lady gaga green day travis scott post malone set 2025 coachella lineup . missy elliott charli xcx megan thee stallion also lineup,0.0,Neutral
Why Jelly Roll Was At a Loss For Words When Meeting Taylor Swift,The musicians met at the 2024 Grammys,Hollywood Reporter,2024-11-22T07:23:58.849860,jelly roll loss word meeting taylor swift . musician met 2024 grammys,-0.128,Neutral
Cowboy Carter Collaborator Willie Jones Signs to Gravel Road Records Exclusive,The 30yearold singer is featured on Beyoncs Just for Fun and blends country with hiphop and soul,Hollywood Reporter,2024-11-22T07:23:58.849860,cowboy carter collaborator willie jones sign gravel road record exclusive . 30yearold singer featured beyoncs fun blend country hiphop soul,0.5106,Positive
Why Isnt Your Agent Calling You Back Hes Playing Pickleball,Plus how to get married in the Brady Bunch house and why stars are getting pummeled for their presidential vote,Hollywood Reporter,2024-11-22T07:23:58.849860,isnt agent calling back he playing pickleball . plus get married brady bunch house star getting pummeled presidential vote,0.2023,Neutral
Miley Cyrus Defends Chappell Roan Amid Transition to Fame Call for Boundaries I Wish People Would Not Give Her a Hard Time,Roan has praised Cyrus as being an artist she admires and has been a fan of,Hollywood Reporter,2024-11-22T07:23:58.849860,miley cyrus defends chappell roan amid transition fame call boundary wish people would give hard time . roan praised cyrus artist admires fan,0.9042,Positive
Next Gen Talent 2024 The 10 Hottest Young Stars in Hollywood,From NetflixturnedBroadway sensation Kit Connor to DC newcomer Aaron Pierre meet the young stars climbing everyones call sheet,Hollywood Reporter,2024-11-22T07:23:58.849860,next gen talent 2024 10 hottest young star hollywood . netflixturnedbroadway sensation kit connor dc newcomer aaron pierre meet young star climbing everyones call sheet,0.4215,Positive
Former One Direction Members Among Mourners at Liam Paynes Private Funeral,The service was attended by Harry Styles Niall Horan Zayn Malik and Louis Tomlinson on Wednesday after Payne died on Oct 16 from a hotel balcony fall in Buenos Aires Argentina,Hollywood Reporter,2024-11-22T07:23:58.849860,former one direction member among mourner liam paynes private funeral . service attended harry style niall horan zayn malik louis tomlinson wednesday payne died oct 16 hotel balcony fall buenos aire argentina,-0.8271,Negative
Watch Giants go viral as Speed takes on AFL stars,The Giants had a surprise guest at training today with viral YouTube streamer iShowSpeed showing up test himself against the clubs best Watch how it all unfolded,News AU,2024-11-22T07:24:00.006337,watch giant go viral speed take afl star . giant surprise guest training today viral youtube streamer ishowspeed showing test club best watch unfolded,0.743,Positive
Controversy erupts as Indian star fumes,An Indian star couldnt quite believe his eyes after he was sent packing following a questionable umpiring decision on day one,News AU,2024-11-22T07:24:00.006337,controversy erupts indian star fume . indian star couldnt quite believe eye sent packing following questionable umpiring decision day one,-0.5267,Negative
All lies Wayne Careys ex drops a bomb,Wayne Careys expartner has spoken publicly about the insulting claims made by the footballer 17 years later,News AU,2024-11-22T07:24:00.006337,lie wayne careys ex drop bomb . wayne careys expartner spoken publicly insulting claim made footballer 17 year later,-0.8176,Negative
India crumble amidst controversial DRS call Marsh on a roll,Marnus Labuschagne has pulled off an extraordinary rebound catch as Indian wickets tumble at Perth Stadium Follow the action live inside,News AU,2024-11-22T07:24:00.006337,india crumble amidst controversial drs call marsh roll . marnus labuschagne pulled extraordinary rebound catch indian wicket tumble perth stadium follow action live inside,-0.2023,Neutral
Blank canvas Coachs plans for newlook Eels,Jason Ryles swatted away the flies and handled his first major press conference with ease as the new Eels coach discussed all the key issues facing his club,News AU,2024-11-22T07:24:00.006337,blank canvas coach plan newlook eel . jason ryles swatted away fly handled first major press conference ease new eel coach discussed key issue facing club,0.3612,Positive
NRL Market Watch Young star extends stay at Tigers,The Wests Tigers have landed another signing coup while former Rugby Sevens star Nathan Lawson is feverishly learning the Dragons playbook after his NRL conversion,News AU,2024-11-22T07:24:00.006337,nrl market watch young star extends stay tiger . west tiger landed another signing coup former rugby seven star nathan lawson feverishly learning dragon playbook nrl conversion,0.128,Neutral
Massive Belief behind stunning Aussie win,Australia is just one win away from a third straight Davis Cup final and a surprise choice from captain Lleyton Hewitt led to the emotional win,News AU,2024-11-22T07:24:00.006337,massive belief behind stunning aussie win . australia one win away third straight davis cup final surprise choice captain lleyton hewitt led emotional win,0.9559,Positive
Oh my god Australia in Davis Cup insanity,Australia has progressed to the semifinals of the Davis Cup after wild scenes that dropped jaws around the tennis world,News AU,2024-11-22T07:24:00.006337,oh god australia davis cup insanity . australia progressed semifinal davis cup wild scene dropped jaw around tennis world,-0.3818,Negative
Primed Scary prediction for Test whitewash,Cricket legends are tipping Australia to dominate the Test summer as one players answer revealed the flaw in Indias team,News AU,2024-11-22T07:24:00.006337,primed scary prediction test whitewash . cricket legend tipping australia dominate test summer one player answer revealed flaw india team,-0.5574,Negative
Calls for Piastri change after No 2 furore,There is growing scrutiny on the dynamic between McLarens Oscar Piastri and Lando heading into this weekends Las Vegas Grand Prix,News AU,2024-11-22T07:24:00.006337,call piastri change 2 furore . growing scrutiny dynamic mclarens oscar piastri lando heading weekend la vega grand prix,0.743,Positive
Aussie champs broken up as star defects,Australias dominant SailGP team is being broken up with a key member of their championship threepeat leaving on the eve of the new season,News AU,2024-11-22T07:24:00.006337,aussie champ broken star defect . australia dominant sailgp team broken key member championship threepeat leaving eve new season,-0.3818,Negative
Daniel Ricciardo is living his best life,Following his unceremonious exit from the F1 grid Daniel Ricciardo has been keeping busy including a wild day in Buffalo,News AU,2024-11-22T07:24:00.006337,daniel ricciardo living best life . following unceremonious exit f1 grid daniel ricciardo keeping busy including wild day buffalo,0.6369,Positive
Ring girl reveals big names in her DMs,Viral ring girl Sydney Thomas has revealed her newfound fame has seen her inbox become overran with big names hitting her up,News AU,2024-11-22T07:24:00.006337,ring girl reveals big name dm . viral ring girl sydney thomas revealed newfound fame seen inbox become overran big name hitting,0.4404,Positive
Surprising twist in violent pickleball scandal,The man who got kicked in the face in a moment of unthinkable violence has had a stunning response to his opponents behaviour,News AU,2024-11-22T07:24:00.006337,surprising twist violent pickleball scandal . man got kicked face moment unthinkable violence stunning response opponent behaviour,-0.802,Negative
The stunning stat behind NFLs new Super Bowl favourite,Theres one standout stat behind the NFLs new Super Bowl favourite will they continue to dominate heading into Week 12,News AU,2024-11-22T07:24:00.006337,stunning stat behind nfls new super bowl favourite . there one standout stat behind nfls new super bowl favourite continue dominate heading week 12,0.872,Positive
No notes Aussies nickname takes over NBA,Aussie youngster Dyson Daniels is taking over the NBA after he was bestowed arguably the greatest nickname ever,News AU,2024-11-22T07:24:00.006337,note aussie nickname take nba . aussie youngster dyson daniel taking nba bestowed arguably greatest nickname ever,0.4939,Positive
Sydney still to decide on Costa,The Sydney derby looms as the highlight of the ALeagues Unite Round but whether Sky Blues star Douglas Costa is involved remains unknown,News AU,2024-11-22T07:24:00.006337,sydney still decide costa . sydney derby loom highlight aleagues unite round whether sky blue star douglas costa involved remains unknown,0.128,Neutral
Winless ALeague clubs improving claim,Three successive losses to start the season has Brisbane Roar determined to make amends against Adelaide United,News AU,2024-11-22T07:24:00.006337,winless aleague club improving claim . three successive loss start season brisbane roar determined make amends adelaide united,0.7783,Positive
Tyson Paul in 50m bombshell lawsuit,The hits keep coming for Jake Paul and Mike Tyson with 50 million dollars showing what the world really thinks,News AU,2024-11-22T07:24:00.006337,tyson paul 50m bombshell lawsuit . hit keep coming jake paul mike tyson 50 million dollar showing world really think,-0.2263,Neutral
Play abandoned at Australian PGA,Royal Queensland has been left flooded due to the heavy rain that has hit Brisbane this week,News AU,2024-11-22T07:24:00.006337,play abandoned australian pga . royal queensland left flooded due heavy rain hit brisbane week,-0.1531,Neutral
Inappropriate grabbing Charges flow after spectator brawl,Big penalties loom for two NBL imports after being charged for grabbing at fans during an eyepopping incident in Melbourne last weekend,News AU,2024-11-22T07:24:00.006337,inappropriate grabbing charge flow spectator brawl . big penalty loom two nbl import charged grabbing fan eyepopping incident melbourne last weekend,-0.5267,Negative
One that got away Wallabies stumbling block,The Wallabies are a man down in their quest to create a 40year first with a former Junior Wallabies star now standing in their way,News AU,2024-11-22T07:24:00.006337,one got away wallaby stumbling block . wallaby man quest create 40year first former junior wallaby star standing way,-0.2023,Neutral
World class already Scots blown away by codehopper,The rugby world is buzzing about codehopper JosephAukuso Suaalii s Wallabies arrival but the real reason for two massive wins in the UK lies elsewhere,News AU,2024-11-22T07:24:00.006337,world class already scot blown away codehopper . rugby world buzzing codehopper josephaukuso suaalii wallaby arrival real reason two massive win uk lie elsewhere,0.5859,Positive
Brown targets feature double at Cranbourne,Jockey Ethan Brown is a big chance of claiming The MeteoriteCranbourne Cup double with the second favourite in both races,News AU,2024-11-22T07:24:00.006337,brown target feature double cranbourne . jockey ethan brown big chance claiming meteoritecranbourne cup double second favourite race,0.25,Positive
Sixtime world champion dead at 65,A sixtime world champion has died suddenly in hospital as tributes came pouring in from the cycling community,News AU,2024-11-22T07:24:00.006337,sixtime world champion dead 65. sixtime world champion died suddenly hospital tribute came pouring cycling community,-0.0258,Neutral
