Title,Description,Source,Fetched Date
Fears loom over Indias Hong Kong project on a remote island,Experts say the multibillion project would be a death sentence for the Shompen people,BBC Business,2024-12-09T07:28:15.942788
Hit by blackouts Cubas tourism industry now braces for Trump,Cubas hotels already hit by power cuts worry that Trump may increase the USs economic blockade,BBC Business,2024-12-09T07:28:15.942788
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2024-12-09T07:28:15.942788
Its an old persons drink Is Britains love for tea cooling off,Experts say tea has been in decline for years as younger people in the UK prefer alternatives,BBC Business,2024-12-09T07:28:15.942788
Dorothys ruby slippers sell for 28m at auction,The shoes worn by Judy Garland in the classic 1939 movie went for 25m more than the auctioneers estimate,BBC Business,2024-12-09T07:28:15.942788
Closer UK and EU ties will boost growth says Reeves,Labour has ruled out rejoining the European Union but wants to break down barriers to trade,BBC Business,2024-12-09T07:28:15.942788
A 62m banana a crypto empire and Trumps potential conflicts,Trumps expanding business ventures have made it easier than ever for those hoping to influence US policy to steer money his way,BBC Business,2024-12-09T07:28:15.942788
How Jaguar lost its way long before that controversial advert,What is really happening behind the scenes at the car brand,BBC Business,2024-12-09T07:28:15.942788
How a uranium mine became a pawn in the row between Niger and France,Frances nuclear giant has lost control of its uranium mining operations in the West African state,BBC Business,2024-12-09T07:28:15.942788
Why is vintage audio equipment booming,Music lovers are buying up old cassette CD and record players and getting them fixed,BBC Business,2024-12-09T07:28:15.942788
US Fed uncertain over interest rate cuts 6 Dec 2024,Could the November rebound in the US jobs figures deter the Federal Reserve from cutting interest rates,BBC Business,2024-12-09T07:28:15.942788
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2024-12-09T07:28:15.942788
How one product made a multimillion dollar brand,Nell Diamond CEO of Hill House Home shares how her small business skyrocketed to global success with the launch of the Nap Dress in 2019,BBC Business,2024-12-09T07:28:15.942788
Europes biggest EV charging centre plan revealed,The centre would have the largest charging park for electric vehicles in Europe say Trafford Centre bosses,BBC Business,2024-12-09T07:28:15.942788
