Title,Description,Source,Fetched Date,Combined Text,Score,Sentiment
Musks Tesla raises concern over Trump tariffs,The electric carmakers warning about tariffs comes despite its bosss key position in the Trump administration,BBC Business,2025-03-15T07:23:13.642661,musk tesla raise concern trump tariff . electric carmaker warning tariff come despite boss key position trump administration,-0.34,Negative
Germany is back says Merz after historic spending deal,Germanys conservative leader clinches an major financial agreement ahead of a crunch vote in parliament,BBC Business,2025-03-15T07:23:13.642661,germany back say merz historic spending deal . germany conservative leader clinch major financial agreement ahead crunch vote parliament,0.4939,Positive
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2025-03-15T07:23:13.642661,world business . gain leading edge global insight boardroom beyond inbox every wednesday,0.5267,Positive
The unexpected knockon effect of Trumps minerals deal of the century,The president once derided attempts to develop new green technology as a green new scam but his deal could help boost the USs potential in the sector,BBC Business,2025-03-15T07:23:13.642661,unexpected knockon effect trump mineral deal century . president derided attempt develop new green technology green new scam deal could help boost us potential sector,-0.0258,Neutral
Apple encrypted data row hearing begins in secret,The BBC along with civil liberties groups and some US politicians argue the case should be heard in public,BBC Business,2025-03-15T07:23:13.642661,apple encrypted data row hearing begin secret . bbc along civil liberty group u politician argue case heard public,0.25,Positive
How Britains former top banker became Canadas prime minister,The former banker may not have been elected to office before but his experience managing global economic crises will help,BBC Business,2025-03-15T07:23:13.642661,britain former top banker became canada prime minister . former banker may elected office experience managing global economic crisis help,-0.1531,Neutral
Top Democrat Schumer backs Republican spending bill to avert shutdown,The Senate minority leader reverses his position but other Democrats look set to keep up their opposition,BBC Business,2025-03-15T07:23:13.642661,top democrat schumer back republican spending bill avert shutdown . senate minority leader revers position democrat look set keep opposition,0.0258,Neutral
Does cutting UK benefits work,The government is to set out details of how it will save billions of pounds from the working welfare bill,BBC Business,2025-03-15T07:23:13.642661,cutting uk benefit work . government set detail save billion pound working welfare bill,0.6908,Positive
Car sharing switches to electric to boost appeal,Car sharing has not taken off but will electric cars boost its appeal,BBC Business,2025-03-15T07:23:13.642661,car sharing switch electric boost appeal . car sharing taken electric car boost appeal,0.875,Positive
The bluntspeaking Canadian taking his fight with Trump to Washington,Doug Ford meets Trumps top trade adviser as relations between the two countries hits a new low,BBC Business,2025-03-15T07:23:13.642661,bluntspeaking canadian taking fight trump washington . doug ford meet trump top trade adviser relation two country hit new low,-0.4404,Negative
NYSE Opening Bell,Watch the latest from BBCs new daily business programme coming from the heart of New Yorks financial district,BBC Business,2025-03-15T07:23:13.642661,nyse opening bell . watch latest bbcs new daily business programme coming heart new york financial district,0.0,Neutral
The exGoogle exec who wants to simplify your life,Marissa Mayer a former Google and Yahoo executive believes AI should simplify our lives,BBC Business,2025-03-15T07:23:13.642661,exgoogle exec want simplify life . marissa mayer former google yahoo executive belief ai simplify life,0.0772,Neutral
Gold price hits 3000 as trade tensions mount,Demand for the precious metal has surged amid economic uncertainty over the impact of the global trade war,BBC Business,2025-03-15T07:23:13.642661,gold price hit 3000 trade tension mount . demand precious metal surged amid economic uncertainty impact global trade war,-0.6597,Negative
UK economy shrank unexpectedly in January,A slowdown in manufacturing was one of the main reasons for the dip the Office for National Statistics says,BBC Business,2025-03-15T07:23:13.642661,uk economy shrank unexpectedly january . slowdown manufacturing one main reason dip office national statistic say,0.0,Neutral
Every McDonalds in UK warned over staff sexual abuse,The warning from the UKs equality watchdog comes after the extremely serious allegations uncovered by the BBC,BBC Business,2025-03-15T07:23:13.642661,every mcdonalds uk warned staff sexual abuse . warning uk equality watchdog come extremely serious allegation uncovered bbc,-0.8516,Negative
Two judges order Trump administration to give fired workers their jobs back,The workers were laid off as part of the presidents plan to scale back the size of the US government,BBC Business,2025-03-15T07:23:13.642661,two judge order trump administration give fired worker job back . worker laid part president plan scale back size u government,-0.5574,Negative
Trump threatens 200 tariff on alcohol from EU,Wine and spirits will be taxed Trump says if the EU does not remove tariffs on US whiskey,BBC Business,2025-03-15T07:23:13.642661,trump threatens 200 tariff alcohol eu . wine spirit taxed trump say eu remove tariff u whiskey,-0.2263,Neutral
Huawei lobbyists held in Belgium raids over EU corruption,The prosecutors office said it raided 21 addresses in Belgium according to local media,BBC Business,2025-03-15T07:23:13.642661,huawei lobbyist held belgium raid eu corruption . prosecutor office said raided 21 address belgium according local medium,0.0,Neutral
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2025-03-15T07:23:13.642661,playing fire quit work retire 30 . personal finance strategy popular among millennials helping quit job retire decade early,0.5267,Positive
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2025-03-15T07:23:13.642661,boomerang ceo ever succeed . five year ousted wework adam neumann want rebuy nowbankrupt business,0.5423,Positive
How industry leaders transformed their career,The BBCs Katty Kay has spoken to successful changemakers to ask what made them pivot in their career,BBC Business,2025-03-15T07:23:13.642661,industry leader transformed career . bbcs katty kay spoken successful changemakers ask made pivot career,0.5859,Positive
Women were the original beer brewers what changed,Today the beer industry is maledominated but it wasnt always so,BBC Business,2025-03-15T07:23:13.642661,woman original beer brewer changed . today beer industry maledominated wasnt always,0.3182,Positive
How waiting alters our perception of time,Expert advice on how to get through a waiting period,BBC Business,2025-03-15T07:23:13.642661,waiting alters perception time . expert advice get waiting period,0.0,Neutral
Do the superrich deserve their wealth,Should there be a cap on billionaires wealth and their inheritances,BBC Business,2025-03-15T07:23:13.642661,superrich deserve wealth . cap billionaire wealth inheritance,0.7506,Positive
Four simple hacks to succeed in every conversation,A career coach a choreographer a chef and a dragon boat captain offer advice on giving critical feedback,BBC Business,2025-03-15T07:23:13.642661,four simple hack succeed every conversation . career coach choreographer chef dragon boat captain offer advice giving critical feedback,0.5106,Positive
Solo and hybrid work Navigating our future and new normal,Covid19 reshaped the way we live and work We rethink solo working and explore the future of worklife,BBC Business,2025-03-15T07:23:13.642661,solo hybrid work navigating future new normal . covid19 reshaped way live work rethink solo working explore future worklife,0.0,Neutral
Can supersonic flight ever be sustainable,How a new era of quiet net zero supersonic airliners could revolutionise the aviation industry,BBC Business,2025-03-15T07:23:13.642661,supersonic flight ever sustainable . new era quiet net zero supersonic airliner could revolutionise aviation industry,0.0,Neutral
Commencement speech The surprising pitfall of your passions,Students are graduating in the US this week The commencement speeches might lead them into questionable choices,BBC Business,2025-03-15T07:23:13.642661,commencement speech surprising pitfall passion . student graduating u week commencement speech might lead questionable choice,0.4404,Positive
ASMR How whispering took over the internet,We meet the creators behind the current ASMR boom,BBC Business,2025-03-15T07:23:13.642661,asmr whispering took internet . meet creator behind current asmr boom,0.0,Neutral
A desk full of descriptions for your work colleagues,These are the long lost words youve been waiting for to describe your colleagues,BBC Business,2025-03-15T07:23:13.642661,desk full description work colleague . long lost word youve waiting describe colleague,-0.3182,Negative
Veterinarian suicide rates are very high Why,Veterinarian professionals are committing suicide at a higher rate than the general population,BBC Business,2025-03-15T07:23:13.642661,veterinarian suicide rate high . veterinarian professional committing suicide higher rate general population,-0.8658,Negative
Donatella steps down as Versace creative director,Versace is facing a creative shift as Prada looks to potentially buy the Italian fashion house,BBC Business,2025-03-15T07:23:13.642661,donatella step versace creative director . versace facing creative shift prada look potentially buy italian fashion house,0.7003,Positive
Abercombie Fitch must pay for exCEOs criminal sex trafficking defence,Judge rules allegations against Mike Jeffries are tied to his former role at the fashion brand,BBC Business,2025-03-15T07:23:13.642661,abercombie fitch must pay exceos criminal sex trafficking defence . judge rule allegation mike jeffries tied former role fashion brand,-0.5267,Negative
