Title,Description,Source,Fetched Date
Tesla is not interested in producing cars in India minister,This is the first time India has publicly admitted that it has not been able to lure investment dollars from Musk,BBC Business,2025-06-03T07:28:45.301729
Disney makes hundreds more layoffs as it cuts costs,The media giant has been under pressure as viewers move away from cable TV to streaming platforms,BBC Business,2025-06-03T07:28:45.301729
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2025-06-03T07:28:45.301729
Tulsa plans 105m in reparations for Americas hidden massacre,A century ago a white mob burned down part of the Oklahoma city known as Black Wall Street killing hundreds,BBC Business,2025-06-03T07:28:45.301729
Bill Gates to give most of his 200bn fortune to Africa,The Microsoft founder urges young innovators to use Artificial Intelligence to improve health services,BBC Business,2025-06-03T07:28:45.301729
UK threatens to sue Abramovich over Chelsea sale,The proceeds have been frozen since the UK government forced the clubs sale following Russias invasion of Ukraine,BBC Business,2025-06-03T07:28:45.301729
TikTok Shop food listings putting people at risk,The BBC finds food listed on TikTok shop without ingredient and allergen information,BBC Business,2025-06-03T07:28:45.301729
The British jet engine that failed in the Valley of Death,Workers at Reaction Engines felt they were close to completing a revolutionary jet engine,BBC Business,2025-06-03T07:28:45.301729
Winemakers finding Trumps tariffs hard to swallow,Wine producers in both France and the US are unhappy at the US presidents trade actions,BBC Business,2025-06-03T07:28:45.301729
Cyber criminals contact BBC to claim hack on Coop MS,Hackers reached out to the BBCs Joe Tidy on Telegram frustrated that their ransom demands werent being met,BBC Business,2025-06-03T07:28:45.301729
Trump tax bill can have good and bad effects 22 May 2025,Investment Strategist Guy LeBas says the tax bill passed by the House has good and bad impacts on growth,BBC Business,2025-06-03T07:28:45.301729
US green energy firms brace for federal funding cuts,Billions of dollars of US federal funding for green energy projects hangs in the balance,BBC Business,2025-06-03T07:28:45.301729
China says US has severely violated tariffs truce,The comments come after Trump said on Friday that China had totally violated its agreement with us,BBC Business,2025-06-03T07:28:45.301729
Quicker flights to UK and fewer delays promised in flight path redesign,Ministers say the plans could allow planes to climb more quickly during take off and descend more smoothly,BBC Business,2025-06-03T07:28:45.301729
MS bosss pay hit 7m before cyber attack chaos,Stuart Machins money is not affected by the IT disruption but it will be considered for next years pay,BBC Business,2025-06-03T07:28:45.301729
The fallout from Trumps war on Harvard will long outlast his presidency,The US presidents rampedup threats are seen by many as an attempt to reshape a stronghold of the left Could he succeed,BBC Business,2025-06-03T07:28:45.301729
Trumps tariffs not going away as deadline for deals looms top adviser says,US and Chinese counterparts may speak this week about trade Trump administration officials say,BBC Business,2025-06-03T07:28:45.301729
Defence review to send message to Moscow says Healey,At least six new factories will be built and up to 7000 UKbuilt longrange weapons will be procured,BBC Business,2025-06-03T07:28:45.301729
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2025-06-03T07:28:45.301729
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2025-06-03T07:28:45.301729
How industry leaders transformed their career,The BBCs Katty Kay has spoken to successful changemakers to ask what made them pivot in their career,BBC Business,2025-06-03T07:28:45.301729
Women were the original beer brewers what changed,Today the beer industry is maledominated but it wasnt always so,BBC Business,2025-06-03T07:28:45.301729
How waiting alters our perception of time,Expert advice on how to get through a waiting period,BBC Business,2025-06-03T07:28:45.301729
Do the superrich deserve their wealth,Should there be a cap on billionaires wealth and their inheritances,BBC Business,2025-06-03T07:28:45.301729
Four simple hacks to succeed in every conversation,A career coach a choreographer a chef and a dragon boat captain offer advice on giving critical feedback,BBC Business,2025-06-03T07:28:45.301729
Solo and hybrid work Navigating our future and new normal,Covid19 reshaped the way we live and work We rethink solo working and explore the future of worklife,BBC Business,2025-06-03T07:28:45.301729
Can supersonic flight ever be sustainable,How a new era of quiet net zero supersonic airliners could revolutionise the aviation industry,BBC Business,2025-06-03T07:28:45.301729
Commencement speech The surprising pitfall of your passions,Students are graduating in the US this week The commencement speeches might lead them into questionable choices,BBC Business,2025-06-03T07:28:45.301729
A desk full of descriptions for your work colleagues,These are the long lost words youve been waiting for to describe your colleagues,BBC Business,2025-06-03T07:28:45.301729
Veterinarian suicide rates are very high Why,Veterinarian professionals are committing suicide at a higher rate than the general population,BBC Business,2025-06-03T07:28:45.301729
ASMR How whispering took over the internet,We meet the creators behind the current ASMR boom,BBC Business,2025-06-03T07:28:45.301729
Trump tariffs get to stay in place for now What happens next,It came a day after a previous ruling temporarily blocked many of the administrations sweeping trade tariffs,BBC Business,2025-06-03T07:28:45.301729
EU strongly regrets US plan to double steel tariffs,The 27member bloc says Donald Trumps move undermines efforts to reach a deal warning of countermeasures,BBC Business,2025-06-03T07:28:45.301729
Football and other premium TV being pirated at industrial scale,New research singles out the Amazon Fire Stick as the most popular means of accessing illegal streams,BBC Business,2025-06-03T07:28:45.301729
US to double tariffs on steel and aluminium imports to 50 Trump says,President Donald Trump says the increase in tariffs will protect Americas steel industry along with an expected partnership with Japan,BBC Business,2025-06-03T07:28:45.301729
UK steelmakers call Trump doubling tariffs another body blow,Donald Trump says he will double tariffs on steel and aluminium imports to 50 from Wednesday,BBC Business,2025-06-03T07:28:45.301729
China hits back after Trump claims it is violating tariff truce,The remarks from both sides raise concerns that a trade war could erupt again between the two largest economies,BBC Business,2025-06-03T07:28:45.301729
UK taxpayers no longer own NatWest but 17 years on are banks safer from collapse,The last shares have been sold from the RBS bailout during the financial crisis But with banks facing fresh risks today has enough changed,BBC Business,2025-06-03T07:28:45.301729
Ryanair boss on target for bonus worth more than 100m,Michael OLeary is set to earn a bonus worth more than 100m 84m after clearing a key performance target,BBC Business,2025-06-03T07:28:45.301729
India GDP grows faster than expected latest figures show,Full year growth for financial year 202425 is pegged at 65 the slowest in four years,BBC Business,2025-06-03T07:28:45.301729
Pusha T Says Def Jam Tried to Censor Kendrick Lamar Verse On Upcoming Clipse Album Due To Drake Beef,They wanted me to ask Kendrick to censor his verse which of course I was never doing Pusha T said in an interview GQ adding that he and Clipse left the label over the disagreement,Hollywood Reporter,2025-06-03T07:28:46.113395
Harvey Weinstein Will Not Testify In New York Retrial,He wants to testify and we respect that But the courtroom isnt just about truth its also strategy a spokesperson for the former Hollywood mogul said,Hollywood Reporter,2025-06-03T07:28:46.113395
Sean Diddy Combs ExAide Says She Was Brainwashed When She Sent Loving Texts Years After Rape,The former assistant known as Mia testified for a third day in the disgraced moguls sextrafficking trial,Hollywood Reporter,2025-06-03T07:28:46.113395
Are Music and Other Celebrity Films Killing the Documentary,Platforms are doubling down on authorized celebrity content leading documentarians to question what the future of the doc looks like,Hollywood Reporter,2025-06-03T07:28:46.113395
Devin Harjes Boardwalk Empire Daredevil and Gotham Actor Dies at 41,Harjes was known for his credits in several TV shows also including Orange Is the New Black Blue Bloods and FBI,Hollywood Reporter,2025-06-03T07:28:46.113395
Sherry Robb Literary Agent Talent Manager and Producer Dies at 81,She was instrumental in the writing careers of Betty White Mary Wilson Ronald D Moore and Robert Graysmith whose book led to David Finchers Zodiac,Hollywood Reporter,2025-06-03T07:28:46.113395
Joe Rogan Schooled by Bono Over Elon Musk Support DOGE Cuts Pure Evil,The singer and humanitarian schooled the podcaster on the real world impact of his billionaire friends DOGE cuts while Musk fires back on social media,Hollywood Reporter,2025-06-03T07:28:46.113395
Florence Pugh Stars as a Healthcare Professional in Yungbluds Latest Music Video for Zombie,The English artists new album Idols arrives June 20,Hollywood Reporter,2025-06-03T07:28:46.113395
