Title,Description,Source,Fetched Date
This is so hard The Chinese small businesses brought to a standstill by Trumps tariffs,Stock is piling up in warehouses as exporters grapple with new levies that total up to 145 reports the BBCs China correspondent Laura Bicker,BBC Business,2025-04-16T07:26:05.044385
The perils of Trumps chips strategy The US will struggle to take on Asia,America is trying to create a chip industry through isolation and protectionism when what allowed it to emerge in Asia is the opposite collaboration,BBC Business,2025-04-16T07:26:05.044385
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2025-04-16T07:26:05.044385
A UKUS deal sounds good but it is all about the detail,British exports have been hit with tariffs by US despite having no trade deficit but the UK may have some leverage,BBC Business,2025-04-16T07:26:05.044385
Nigerians fear savings lost as investment app freezes them out,People share videos of themselves crying saying that they cannot withdraw their money on CBEX,BBC Business,2025-04-16T07:26:05.044385
Nvidia expects 55bn hit as US tightens chip export rules to China,The chip manufacturing giant which has been at the heart of the AI boom will require licences to export its H20 AI chip to China,BBC Business,2025-04-16T07:26:05.044385
A number of businesses in limbo in China after US tariffs on imports,BBC China correspondent Laura Bicker has been speaking to companies at the worlds longest running importexport fair,BBC Business,2025-04-16T07:26:05.044385
Zuckerberg defends Instagram purchase in Meta monopoly trial,The FTC is trying to prove that Meta unfairly dominated the market through its acquisitions of Instagram and WhatsApp,BBC Business,2025-04-16T07:26:05.044385
Finlands bid to win Europes startup crown,Helsinki wants to become a top European startup hub but can it challenge London and Stockholm,BBC Business,2025-04-16T07:26:05.044385
Week in Markets 11 Apr 2025,A weekly summary of the big stories from financial markets around the world,BBC Business,2025-04-16T07:26:05.044385
NYSE Opening Bell,Watch the latest from BBCs new daily business programme coming from the heart of New Yorks financial district,BBC Business,2025-04-16T07:26:05.044385
The exGoogle exec who wants to simplify your life,Marissa Mayer a former Google and Yahoo executive believes AI should simplify our lives,BBC Business,2025-04-16T07:26:05.044385
Chinas Xi urges Vietnam to oppose bullying as Trump mulls more tariffs,Trump called Xis meeting with Vietnamese leaders a ploy to figure out how to screw the US,BBC Business,2025-04-16T07:26:05.044385
Good cops bad cops how Trumps shifting tariff team kept world guessing,Competing voices from the White House fuelled uncertainty before the president announced a sweeping pause experts say,BBC Business,2025-04-16T07:26:05.044385
How much vital UK infrastructure does China own,BBC Verify looks at what we know about the extent of Chinese investment in the UK economy,BBC Business,2025-04-16T07:26:05.044385
Trump threatens new tariffs on smartphones days after exempting them,President Trump says Chinesemade electronics are simply moving to a different levy bucket,BBC Business,2025-04-16T07:26:05.044385
US stock markets rise on Trump tariff rollback,The US president exempts some Chinese goods such as smartphones from levies but says it is temporary,BBC Business,2025-04-16T07:26:05.044385
The curious case of why a billionaire wants to buy Royal Mail,From the end of April the 500yearold Royal Mail will be controlled by Czech billionaire Daniel Kretinsky who coowns a football club but why does he want it,BBC Business,2025-04-16T07:26:05.044385
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2025-04-16T07:26:05.044385
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2025-04-16T07:26:05.044385
How industry leaders transformed their career,The BBCs Katty Kay has spoken to successful changemakers to ask what made them pivot in their career,BBC Business,2025-04-16T07:26:05.044385
Women were the original beer brewers what changed,Today the beer industry is maledominated but it wasnt always so,BBC Business,2025-04-16T07:26:05.044385
How waiting alters our perception of time,Expert advice on how to get through a waiting period,BBC Business,2025-04-16T07:26:05.044385
Do the superrich deserve their wealth,Should there be a cap on billionaires wealth and their inheritances,BBC Business,2025-04-16T07:26:05.044385
Four simple hacks to succeed in every conversation,A career coach a choreographer a chef and a dragon boat captain offer advice on giving critical feedback,BBC Business,2025-04-16T07:26:05.044385
Solo and hybrid work Navigating our future and new normal,Covid19 reshaped the way we live and work We rethink solo working and explore the future of worklife,BBC Business,2025-04-16T07:26:05.044385
Can supersonic flight ever be sustainable,How a new era of quiet net zero supersonic airliners could revolutionise the aviation industry,BBC Business,2025-04-16T07:26:05.044385
Commencement speech The surprising pitfall of your passions,Students are graduating in the US this week The commencement speeches might lead them into questionable choices,BBC Business,2025-04-16T07:26:05.044385
A desk full of descriptions for your work colleagues,These are the long lost words youve been waiting for to describe your colleagues,BBC Business,2025-04-16T07:26:05.044385
Veterinarian suicide rates are very high Why,Veterinarian professionals are committing suicide at a higher rate than the general population,BBC Business,2025-04-16T07:26:05.044385
ASMR How whispering took over the internet,We meet the creators behind the current ASMR boom,BBC Business,2025-04-16T07:26:05.044385
A stab in the back car workers in Canada hit out at US over tariffs,The car industry in Windsor Ontario has employed generations of Canadians but now the future is uncertain,BBC Business,2025-04-16T07:26:05.044385
Was China the reason Guyana faced higher Trump tariff,A Guyanese political commentator says Washington objects to Beijings very strong foothold in the country,BBC Business,2025-04-16T07:26:05.044385
No 10 confident British Steel furnaces will stay on,Vital materials stored nearby to the Scunthorpe plant will arrive in the coming days Downing Street says,BBC Business,2025-04-16T07:26:05.044385
Analysis Trumps iPhone olive branch is a significant trade war retreat,Exempting electronics from US tariffs is a stunning aboutturn by the Trump administration after 10 days of chaos,BBC Business,2025-04-16T07:26:05.044385
I cant keep up Trumps changing tariffs leave shoppers feeling paralysed,The rapid change of Trumps tariff policy has shoppers wondering if they should stock up or just wait this out,BBC Business,2025-04-16T07:26:05.044385
UK takes control of British Steel under emergency powers,Business Secretary Jonathan Reynolds says nationalisation is likely next step as Parliament rushes law through,BBC Business,2025-04-16T07:26:05.044385
Chris Mason British Steel law rushed through Parliament but it is just a stop gap,For all of Saturdays drama the governments intervention so far is just a stop gap writes our political editor,BBC Business,2025-04-16T07:26:05.044385
Universal theme park is coming to the UK so what could it look like,Imagination should have no limit when drawing up new resorts rollercoaster and theme park experts say,BBC Business,2025-04-16T07:26:05.044385
Trump exempts smartphones and computers from new tariffs,It follows concerns that tech prices could skyrocket as many gadgets are made in China with the US president saying he will give more detail on Monday,BBC Business,2025-04-16T07:26:05.044385
Jeffrey Runnings Founder Bassist and Vocalist of For Against Dies at 61,His band started out in Nebraska in the mid1980s and was known for its dream pop sound,Hollywood Reporter,2025-04-16T07:26:05.817246
Interscope Taps Robert Knotts Jake Gear to Lead Revived Lost Highway Records,The famed country record label has worked with artists including Willie Nelson Ryan Adams Lucinda Williams Elvis Costello and Kacey Musgraves,Hollywood Reporter,2025-04-16T07:26:05.817246
ATEEZ Returning to US With In Your Fantasy Tour Heres How to Get Tickets,The eightmember boy group is returning to LAs BMO stadium for two nights this August along with stops in New York Atlanta Orlando and more,Hollywood Reporter,2025-04-16T07:26:05.817246
Who Won Coachella Lady Gaga Charli XCX Post Malone Top the Best of 2025 List,With the first weekend of the festival now in the history books clear winners have emerged among the dozens of acts who performed including historymaking headliners and smallfont breakthroughs,Hollywood Reporter,2025-04-16T07:26:05.817246
Meet the Women Booking the Biggest Concerts in Los Angeles,The leading ladies of Kia Forum The Rose Bowl SoFi Stadium and more talk representation their favorite bookings and securing shows in one of the most competitive markets in the country,Hollywood Reporter,2025-04-16T07:26:05.817246
Sean Diddy Combs Defense Team Wants to Ask Potential Jurors About Aversion to Sex and Violence,It seems that the notorious freak off footage may be shown to jurors in the rap moguls New York trial,Hollywood Reporter,2025-04-16T07:26:05.817246
The Hollywood Reporter Elevates Liz Culley Names Debra Fink VP Entertainment and Special Projects,Their key roles focus on digital growth brand strategy and entertainment initiatives,Hollywood Reporter,2025-04-16T07:26:05.817246
Katy Perry Lauren Snchez Gayle King Blast Into Space and Back on Blue Origin Flight,Jeff Bezos spacecraft also carried film producer Kerianne Flynn and scientists Aisha Bowe and Amanda Nguyen for a 10minute allfemale flight before returning to Earth in Texas,Hollywood Reporter,2025-04-16T07:26:05.817246
Mario Vargas Llosa Peruvian Author and Nobel Literature Laureate Dies at 89,He was author of such celebrated novels as The Time of the Hero La Ciudad y los Perros and Feast of the Goat,Hollywood Reporter,2025-04-16T07:26:05.817246
KPop Group Treasure on Latest Album Pleasure First US Tour and Hopes for the Future,The 10member boy group are about to close out their first US tour with a stop in Los Angeles,Hollywood Reporter,2025-04-16T07:26:05.817246
Green Day Blaze Through Headline Set Charli XCX Brings Star Power at Coachella Day 2,Day two was also marked by unconventional sets as Yo Gabba Gabba and the LA Philharmonic played starstudded performances Saturday,Hollywood Reporter,2025-04-16T07:26:05.817246
Bernie Sanders Blasts Trump and Musk During Surprise Coachella Appearance,In an unannounced cameo before a massive crowd the Vermont senator urged young people to take action against the administration The future of what happens in America is dependent on your generation,Hollywood Reporter,2025-04-16T07:26:05.817246
Cleary revelation puts NRL prodigy to shame,An NRL great says the Tigers may have to consider making a tough backflip on Lachie Galvin as the saga reveals a truth about the sport,News AU,2025-04-16T07:26:07.029776
Kangas receive muchneeded boost for Good Friday blockbuster,The pressure is back on at North Melbourne after three disappointing losses but help is officially on the way ahead of their clash with Carlton See more in AFL Now,News AU,2025-04-16T07:26:07.029776
So invested Tigers back premiership pair,Richmond is confident a pair of premiership players will see out the rest of their careers as Tigers despite looming free agency,News AU,2025-04-16T07:26:07.029776
