Title,Description,Source,Fetched Date
Vance says good chance of UKUS trade deal as Trump moves closer to pharma and chip tariffs,The US vice president suggests a USUK trade deal may be easier than an USEU deal due to a much more reciprocal relationship,BBC Business,2025-04-15T07:27:48.096863
Good cops bad cops how Trumps shifting tariff team kept world guessing,Competing voices from the White House fuelled uncertainty before the president announced a sweeping pause experts say,BBC Business,2025-04-15T07:27:48.096863
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2025-04-15T07:27:48.096863
US stock markets rise on Trump tariff rollback,The US president exempts some Chinese goods such as smartphones from levies but says it is temporary,BBC Business,2025-04-15T07:27:48.096863
The curious case of why a billionaire wants to buy Royal Mail,From the end of April the 500yearold Royal Mail will be controlled by Czech billionaire Daniel Kretinsky who coowns a football club but why does he want it,BBC Business,2025-04-15T07:27:48.096863
Good chance of USUK trade deal says Vance,The Trump administrations trade policy shakeup has caused global economic turmoil,BBC Business,2025-04-15T07:27:48.096863
Mark Zuckerberg defends Meta in social media monopoly trial,The US government is seeking to break up Meta by forcing a spinoff of Instagram or WhatsApp,BBC Business,2025-04-15T07:27:48.096863
Trump threatens new tariffs on smartphones days after exempting them,President Trump says Chinesemade electronics are simply moving to a different levy bucket,BBC Business,2025-04-15T07:27:48.096863
Finlands bid to win Europes startup crown,Helsinki wants to become a top European startup hub but can it challenge London and Stockholm,BBC Business,2025-04-15T07:27:48.096863
Week in Markets 11 Apr 2025,A weekly summary of the big stories from financial markets around the world,BBC Business,2025-04-15T07:27:48.096863
NYSE Opening Bell,Watch the latest from BBCs new daily business programme coming from the heart of New Yorks financial district,BBC Business,2025-04-15T07:27:48.096863
The exGoogle exec who wants to simplify your life,Marissa Mayer a former Google and Yahoo executive believes AI should simplify our lives,BBC Business,2025-04-15T07:27:48.096863
A stab in the back car workers in Canada hit out at US over tariffs,The car industry in Windsor Ontario has employed generations of Canadians but now the future is uncertain,BBC Business,2025-04-15T07:27:48.096863
Was China the reason Guyana faced higher Trump tariff,A Guyanese political commentator says Washington objects to Beijings very strong foothold in the country,BBC Business,2025-04-15T07:27:48.096863
No 10 confident British Steel furnaces will stay on,Vital materials stored nearby to the Scunthorpe plant will arrive in the coming days Downing Street says,BBC Business,2025-04-15T07:27:48.096863
Analysis Trumps iPhone olive branch is a significant trade war retreat,Exempting electronics from US tariffs is a stunning aboutturn by the Trump administration after 10 days of chaos,BBC Business,2025-04-15T07:27:48.096863
I cant keep up Trumps changing tariffs leave shoppers feeling paralysed,The rapid change of Trumps tariff policy has shoppers wondering if they should stock up or just wait this out,BBC Business,2025-04-15T07:27:48.096863
UK takes control of British Steel under emergency powers,Business Secretary Jonathan Reynolds says nationalisation is likely next step as Parliament rushes law through,BBC Business,2025-04-15T07:27:48.096863
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2025-04-15T07:27:48.096863
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2025-04-15T07:27:48.096863
How industry leaders transformed their career,The BBCs Katty Kay has spoken to successful changemakers to ask what made them pivot in their career,BBC Business,2025-04-15T07:27:48.096863
Women were the original beer brewers what changed,Today the beer industry is maledominated but it wasnt always so,BBC Business,2025-04-15T07:27:48.096863
How waiting alters our perception of time,Expert advice on how to get through a waiting period,BBC Business,2025-04-15T07:27:48.096863
Do the superrich deserve their wealth,Should there be a cap on billionaires wealth and their inheritances,BBC Business,2025-04-15T07:27:48.096863
Four simple hacks to succeed in every conversation,A career coach a choreographer a chef and a dragon boat captain offer advice on giving critical feedback,BBC Business,2025-04-15T07:27:48.096863
Solo and hybrid work Navigating our future and new normal,Covid19 reshaped the way we live and work We rethink solo working and explore the future of worklife,BBC Business,2025-04-15T07:27:48.096863
Can supersonic flight ever be sustainable,How a new era of quiet net zero supersonic airliners could revolutionise the aviation industry,BBC Business,2025-04-15T07:27:48.096863
Commencement speech The surprising pitfall of your passions,Students are graduating in the US this week The commencement speeches might lead them into questionable choices,BBC Business,2025-04-15T07:27:48.096863
A desk full of descriptions for your work colleagues,These are the long lost words youve been waiting for to describe your colleagues,BBC Business,2025-04-15T07:27:48.096863
Veterinarian suicide rates are very high Why,Veterinarian professionals are committing suicide at a higher rate than the general population,BBC Business,2025-04-15T07:27:48.096863
ASMR How whispering took over the internet,We meet the creators behind the current ASMR boom,BBC Business,2025-04-15T07:27:48.096863
Chris Mason British Steel law rushed through Parliament but it is just a stop gap,For all of Saturdays drama the governments intervention so far is just a stop gap writes our political editor,BBC Business,2025-04-15T07:27:48.096863
Universal theme park is coming to the UK so what could it look like,Imagination should have no limit when drawing up new resorts rollercoaster and theme park experts say,BBC Business,2025-04-15T07:27:48.096863
Trump exempts smartphones and computers from new tariffs,It follows concerns that tech prices could skyrocket as many gadgets are made in China with the US president saying he will give more detail on Monday,BBC Business,2025-04-15T07:27:48.096863
US coffee shops worried about bitter price hike after tariffs,Higher prices are worrying independent US coffee shops which import almost all their beans,BBC Business,2025-04-15T07:27:48.096863
Why Beijing is not backing down on tariffs,Amid a trade war with the US our China correspondent explains why Beijing doesnt need to change tactics,BBC Business,2025-04-15T07:27:48.096863
OpenAI sues Elon Musk claiming badfaith tactics,Claim follows Mr Musks own lawsuit earlier this year against OpenAIs Sam Altman,BBC Business,2025-04-15T07:27:48.096863
Australias looming election brings housing crisis into focus,Australias housing crisis has hit its worst point in decades becoming a key issue in the upcoming election,BBC Business,2025-04-15T07:27:48.096863
UK economy grew more than expected in February,Analysts warn the unexpected growth could prove shortlived due to the threat of US tariffs and business tax rises,BBC Business,2025-04-15T07:27:48.096863
Trump had five tariff goals has he achieved any of them,The president made a partial reversal this week heres a look at where it leaves five of his key ambitions,BBC Business,2025-04-15T07:27:48.096863
The Hollywood Reporter Elevates Liz Culley Names Debra Fink VP Entertainment and Special Projects,Their key roles focus on digital growth brand strategy and entertainment initiatives,Hollywood Reporter,2025-04-15T07:27:48.593912
Katy Perry Lauren Snchez Gayle King Blast Into Space and Back on Blue Origin Flight,Jeff Bezos spacecraft also carried film producer Kerianne Flynn and scientists Aisha Bowe and Amanda Nguyen for a 10minute allfemale flight before returning to Earth in Texas,Hollywood Reporter,2025-04-15T07:27:48.593912
Mario Vargas Llosa Peruvian Author and Nobel Literature Laureate Dies at 89,He was author of such celebrated novels as The Time of the Hero La Ciudad y los Perros and Feast of the Goat,Hollywood Reporter,2025-04-15T07:27:48.593912
KPop Group Treasure on Latest Album Pleasure First US Tour and Hopes for the Future,The 10member boy group are about to close out their first US tour with a stop in Los Angeles,Hollywood Reporter,2025-04-15T07:27:48.593912
Green Day Blaze Through Headline Set Charli XCX Brings Star Power at Coachella Day 2,Day two was also marked by unconventional sets as Yo Gabba Gabba and the LA Philharmonic played starstudded performances Saturday,Hollywood Reporter,2025-04-15T07:27:48.593912
Bernie Sanders Blasts Trump and Musk During Surprise Coachella Appearance,In an unannounced cameo before a massive crowd the Vermont senator urged young people to take action against the administration The future of what happens in America is dependent on your generation,Hollywood Reporter,2025-04-15T07:27:48.593912
