Title,Description,Source,Fetched Date
McDonalds Quarter Pounder back after E coli outbreak,The fast food giant said beef patty samples had tested negative for the bacteria,BBC Business,2024-10-28T07:23:59.830940
Tariffs hurt his business Hes voting for Trump anyway,Donald Trumps call for sweeping tariffs is resonating as protectionism gains steam in the US,BBC Business,2024-10-28T07:23:59.830940
The couple who took on Google and cost the tech giant 2bn,Shivaun Raff and her husband Adam describe their long court battle with technology giant Google,BBC Business,2024-10-28T07:23:59.830940
The hybrid workers seeking fulfilment in French fields,These parttime farmers say they want the best of both worlds splitting life between Paris and the country,BBC Business,2024-10-28T07:23:59.830940
I cant run a business like this Why the WordPress row matters,WordPresss tools are used by 40 of the worlds websites making this a spat with big consequences,BBC Business,2024-10-28T07:23:59.830940
Mexican economy a mixed bag for new president,Claudia Sheinbaum inherits a buoyant manufacturing sector but also a troubled stateowned oil firm,BBC Business,2024-10-28T07:23:59.830940
How my investigation led to sex trafficking charges against exAbercrombie boss,Rianna Croxford digs into a cryptic Instagram comment unravelling allegations of abuse and now the multimillionaire is in court,BBC Business,2024-10-28T07:23:59.830940
My 250 Child Trust Fund is now worth only 12,Max Prince was shocked to discover that surprise fees had left him with just 1239 in his trust fund,BBC Business,2024-10-28T07:23:59.830940
US markets open up after Tesla stock boom 25 Oct 2024,Expert says the firms stronger than expected profits give optimism to the markets,BBC Business,2024-10-28T07:23:59.830940
Its rough out here Why Trump and Harris should listen to this mum of seven,Inflation and high prices are primary concerns for Sin Citys voters ahead of the 5 November vote,BBC Business,2024-10-28T07:23:59.830940
Trump has the worlds richest man on his side What does Musk want,The SpaceX boss says only his fellow billionaire can save democracy but some question Musks motives,BBC Business,2024-10-28T07:23:59.830940
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2024-10-28T07:23:59.830940
How Duolingo became so addicting according to its CEO,Perhaps no app has mastered user loyalty quite like Duolingo the gamified languagelearning platform 34 million people a day cant put down,BBC Business,2024-10-28T07:23:59.830940
How the best railway station in UK earned its title,Staff in Maghull are basking in the afterglow of victory in the 2024 World Cup of Stations,BBC Business,2024-10-28T07:23:59.830940
Mining giants sign 30bn settlement for 2015 Brazil dam collapse,The dam collapse released toxic waste and mud which flooded nearby towns rivers and forests,BBC Business,2024-10-28T07:23:59.830940
Cubans endure days without power as energy crisis hits hard,People cook with firewood after days of blackouts and supply issues,BBC Business,2024-10-28T07:23:59.830940
ExAbercrombie CEO pleads not guilty to sex trafficking charges,Mike Jeffries and his partner are accused of using fraud and force to sexually abuse young men,BBC Business,2024-10-28T07:23:59.830940
