Title,Description,Source,Fetched Date
Boeing strikers to vote on 35 pay rise offer,About 33000 unionised workers mostly in Seattle will decide this coming week whether to accept the deal,BBC Business,2024-10-20T07:22:28.199531
Much of Cuba remains without power 24 hours after main power plant fails,Millions of people are still without power with food rotting in fridges and no water supply in many homes,BBC Business,2024-10-20T07:22:28.199531
Meet the TikTokers buying up Japans empty homes,Content creators are going viral for renovating abandoned Japanese homes for low prices but is all as it seems,BBC Business,2024-10-20T07:22:28.199531
Chinas economic slowdown deepens,Gross domestic product rose by 46 on a yearly basis below Beijings around 5 annual target,BBC Business,2024-10-20T07:22:28.199531
Tax threshold freeze not a pledgebreaker Labour sources,UK government sources insist the move would not constitute a breach of Labours manifesto tax pledge,BBC Business,2024-10-20T07:22:28.199531
Can UK fine dining weather the financial storm,After Purnells closes in Birmingham other top chefs describe how they are tackling tough times,BBC Business,2024-10-20T07:22:28.199531
Why is England building homes when so many are standing empty,Bringing empty homes back into use can be tricky but campaigners say a lot more could be done to help,BBC Business,2024-10-20T07:22:28.199531
US probing Elon Musks Tesla over selfdriving systems,The National Highway Traffic Safety Administrations evaluation is the first step toward a potential recall of 24 million Tesla vehicles,BBC Business,2024-10-20T07:22:28.199531
Pound falls as UK inflation declines 16 Oct 2024,The British currency fell greater than expected and came up against a very strong dollar,BBC Business,2024-10-20T07:22:28.199531
Would Donald Trumps taxes on trade hurt US consumers,What could happen if Donald Trump drastically increases tariffs as he has promised to do,BBC Business,2024-10-20T07:22:28.199531
Harris and Trump gamble 200m on biggest prize,The Keystone State is the lynchpin of the swingstate electoral firewalls for both campaigns,BBC Business,2024-10-20T07:22:28.199531
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2024-10-20T07:22:28.199531
How Duolingo became so addicting according to its CEO,Perhaps no app has mastered user loyalty quite like Duolingo the gamified languagelearning platform 34 million people a day cant put down,BBC Business,2024-10-20T07:22:28.199531
NHS consultant who lost 39k among 100 Revolut customers contacting BBC over scams,People say they have been poorly treated by the firm after being tricked out of cash while using app,BBC Business,2024-10-20T07:22:28.199531
Trump says Apple boss called him to complain about EU,The EU ordered Apple to pay Ireland billions in unpaid taxes in September,BBC Business,2024-10-20T07:22:28.199531
Is esports a viable career path for young Africans,With esports on the rise across the continent could more young Africans make a career as professional gamers,BBC Business,2024-10-20T07:22:28.199531
Boohoo considers breakup as sales slide,The online fashion firm is mulling whether to offload its brands as sales remain under pressure,BBC Business,2024-10-20T07:22:28.199531
Tobacco firms to pay 236bn in proposed Canada settlement,The deal includes up to C100000 in compensation for some smokers and would resolve a decadeslong legal fight with cigarettemakers,BBC Business,2024-10-20T07:22:28.199531
What to know about London Stansted Airports 1bn expansion,It is set to become the UKs secondbusiest airport behind Heathrow,BBC Business,2024-10-20T07:22:28.199531
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2024-10-20T07:22:28.199531
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2024-10-20T07:22:28.199531
How industry leaders transformed their career,The BBCs Katty Kay has spoken to successful changemakers to ask what made them pivot in their career,BBC Business,2024-10-20T07:22:28.199531
Women were the original beer brewers what changed,Today the beer industry is maledominated but it wasnt always so,BBC Business,2024-10-20T07:22:28.199531
How waiting alters our perception of time,Expert advice on how to get through a waiting period,BBC Business,2024-10-20T07:22:28.199531
Do the superrich deserve their wealth,Should there be a cap on billionaires wealth and their inheritances,BBC Business,2024-10-20T07:22:28.199531
Four simple hacks to succeed in every conversation,A career coach a choreographer a chef and a dragon boat captain offer advice on giving critical feedback,BBC Business,2024-10-20T07:22:28.199531
Solo and hybrid work Navigating our future and new normal,Covid19 reshaped the way we live and work We rethink solo working and explore the future of worklife,BBC Business,2024-10-20T07:22:28.199531
Can supersonic flight ever be sustainable,How a new era of quiet net zero supersonic airliners could revolutionise the aviation industry,BBC Business,2024-10-20T07:22:28.199531
Commencement speech The surprising pitfall of your passions,Students are graduating in the US this week The commencement speeches might lead them into questionable choices,BBC Business,2024-10-20T07:22:28.199531
ASMR How whispering took over the internet,We meet the creators behind the current ASMR boom,BBC Business,2024-10-20T07:22:28.199531
A desk full of descriptions for your work colleagues,These are the long lost words youve been waiting for to describe your colleagues,BBC Business,2024-10-20T07:22:28.199531
Veterinarian suicide rates are very high Why,Veterinarian professionals are committing suicide at a higher rate than the general population,BBC Business,2024-10-20T07:22:28.199531
