Title,Description,Source,Fetched Date,Combined Text,Score,Sentiment
ExAbercrombie bosss partner pleads not guilty to sex trafficking charges,Matthew Smith is one of three men charged in a sprawling sex trafficking case tipped off by the BBC,BBC Business,2024-12-04T07:26:49.525673,exabercrombie boss partner pleads guilty sex trafficking charge . matthew smith one three men charged sprawling sex trafficking case tipped bbc,-0.5574,Negative
Telegram Uturns and joins child safety scheme,It is the latest in a series of changes announced by the platform since its founder Pavel Durov was arrested,BBC Business,2024-12-04T07:26:49.525673,telegram uturns join child safety scheme . latest series change announced platform since founder pavel durov arrested,0.2263,Neutral
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2024-12-04T07:26:49.525673,world business . gain leading edge global insight boardroom beyond inbox every wednesday,0.5267,Positive
Bitcoin miner sues over 600m lost in tip,James Howells believes the hard drive is now worth about 600m since the recent Bitcoin surge,BBC Business,2024-12-04T07:26:49.525673,bitcoin miner sue 600m lost tip . james howells belief hard drive worth 600m since recent bitcoin surge,-0.2023,Neutral
Musks record 56bn pay deal rejected for second time,The judge upheld her previous decision saying board members who set the pay were too heavily influenced by Mr Musk,BBC Business,2024-12-04T07:26:49.525673,musk record 56bn pay deal rejected second time . judge upheld previous decision saying board member set pay heavily influenced mr musk,-0.6249,Negative
UK supermarkets putting profits above human rights MP says,Supermarkets that appear to be selling products linked to slave labour in China have been criticised following a BBC investigation,BBC Business,2024-12-04T07:26:49.525673,uk supermarket putting profit human right mp say . supermarket appear selling product linked slave labour china criticised following bbc investigation,0.0258,Neutral
Man in US charged with allegedly shipping weapons to N Korea,Federal authorities allege the man was paid millions to buy firearms and ammunition for North Korea,BBC Business,2024-12-04T07:26:49.525673,man u charged allegedly shipping weapon n korea . federal authority allege man paid million buy firearm ammunition north korea,-0.4019,Negative
Reactor installed at UKs newest nuclear power station,The nuclear power plant is the first to be built in the UK for 30 years,BBC Business,2024-12-04T07:26:49.525673,reactor installed uk newest nuclear power station . nuclear power plant first built uk 30 year,0.0,Neutral
Why is vintage audio equipment booming,Music lovers are buying up old cassette CD and record players and getting them fixed,BBC Business,2024-12-04T07:26:49.525673,vintage audio equipment booming . music lover buying old cassette cd record player getting fixed,0.5859,Positive
Specialty coffee wins over tea lovers in smalltown India,Once restricted to only big cities highend specialty coffee chains are finding new customers across India,BBC Business,2024-12-04T07:26:49.525673,specialty coffee win tea lover smalltown india . restricted big city highend specialty coffee chain finding new customer across india,0.7184,Positive
Fear of missile use behind US curbs on China 2 Dec 2024,Expert says the key motivator behind the new US curbs on semiconductor exports to China is risk of missile use,BBC Business,2024-12-04T07:26:49.525673,fear missile use behind u curb china 2 dec 2024. expert say key motivator behind new u curb semiconductor export china risk missile use,-0.6486,Negative
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2024-12-04T07:26:49.525673,good bad billionaire . simon jack zing tsjeng find world billionaire made money judge good bad another billionaire listen season two new episode released monday,-0.296,Negative
How one product made a multimillion dollar brand,Nell Diamond CEO of Hill House Home shares how her small business skyrocketed to global success with the launch of the Nap Dress in 2019,BBC Business,2024-12-04T07:26:49.525673,one product made multimillion dollar brand . nell diamond ceo hill house home share small business skyrocketed global success launch nap dress 2019,0.8074,Positive
Stunning or rubbish Jaguars new concept car divides opinion,The carmakers new look is praised as exciting but others say it should go back to the drawing board,BBC Business,2024-12-04T07:26:49.525673,stunning rubbish jaguar new concept car divide opinion . carmaker new look praised exciting others say go back drawing board,0.8402,Positive
Microsoft faces 1bn class action case in UK over software prices,It is alleged the tech giant overcharged companies for its Window Server software used in cloud computing,BBC Business,2024-12-04T07:26:49.525673,microsoft face 1bn class action case uk software price . alleged tech giant overcharged company window server software used cloud computing,0.0,Neutral
Can you spot the blunder on this hat,Retail giant Sports Direct has been called out for misspelling the Welsh word for Wales on its hats,BBC Business,2024-12-04T07:26:49.525673,spot blunder hat . retail giant sport direct called misspelling welsh word wale hat,0.0,Neutral
Vietnamese tycoon loses death row appeal over worlds biggest bank fraud,She is now in a race for her life if she can pay back 75 of what she took she could be spared,BBC Business,2024-12-04T07:26:49.525673,vietnamese tycoon loses death row appeal world biggest bank fraud . race life pay back 75 took could spared,-0.886,Negative
How Jaguars shifted gears with its concept car,The company has been at the centre of a media storm as a result of its radical revamp,BBC Business,2024-12-04T07:26:49.525673,jaguar shifted gear concept car . company centre medium storm result radical revamp,0.0,Neutral
Trump picks investment banker Warren Stephens as UK ambassador,The billionaire donated millions to Presidentelect Donald Trumps reelection campaign this year,BBC Business,2024-12-04T07:26:49.525673,trump pick investment banker warren stephen uk ambassador . billionaire donated million presidentelect donald trump reelection campaign year,0.0,Neutral
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2024-12-04T07:26:49.525673,playing fire quit work retire 30 . personal finance strategy popular among millennials helping quit job retire decade early,0.5267,Positive
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2024-12-04T07:26:49.525673,boomerang ceo ever succeed . five year ousted wework adam neumann want rebuy nowbankrupt business,0.5423,Positive
How industry leaders transformed their career,The BBCs Katty Kay has spoken to successful changemakers to ask what made them pivot in their career,BBC Business,2024-12-04T07:26:49.525673,industry leader transformed career . bbcs katty kay spoken successful changemakers ask made pivot career,0.5859,Positive
Women were the original beer brewers what changed,Today the beer industry is maledominated but it wasnt always so,BBC Business,2024-12-04T07:26:49.525673,woman original beer brewer changed . today beer industry maledominated wasnt always,0.3182,Positive
How waiting alters our perception of time,Expert advice on how to get through a waiting period,BBC Business,2024-12-04T07:26:49.525673,waiting alters perception time . expert advice get waiting period,0.0,Neutral
Do the superrich deserve their wealth,Should there be a cap on billionaires wealth and their inheritances,BBC Business,2024-12-04T07:26:49.525673,superrich deserve wealth . cap billionaire wealth inheritance,0.7506,Positive
Four simple hacks to succeed in every conversation,A career coach a choreographer a chef and a dragon boat captain offer advice on giving critical feedback,BBC Business,2024-12-04T07:26:49.525673,four simple hack succeed every conversation . career coach choreographer chef dragon boat captain offer advice giving critical feedback,0.5106,Positive
