Title,Description,Source,Fetched Date
US loses last perfect credit rating amid rising debt,Moodys said successive US administrations had failed to reverse ballooning deficits and interest costs,BBC Business,2025-05-17T07:24:00.256970
Five House Republicans stall Trumps big beautiful tax bill,Lawmakers from the presidents own party joined all Democrats to reject a key domestic bill demanding deeper budget cuts,BBC Business,2025-05-17T07:24:00.256970
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2025-05-17T07:24:00.256970
US proposes dropping Boeing criminal charge,Families criticised the move which would avoid a trial that is due to begin in June,BBC Business,2025-05-17T07:24:00.256970
Billionaires fall as King rises in latest Sunday Times Rich List,The Kings personal wealth is now equal to former prime minister Rishi Sunak and his wife at 640m,BBC Business,2025-05-17T07:24:00.256970
Four obstacles for Republican rebels in Trumps tax bill,Governmentfunded welfare programmes have become a major point of contention in Trumps tax bill,BBC Business,2025-05-17T07:24:00.256970
Why youth mobility and fishing are key issues ahead of UKEU summit,Youth mobility and fishing rights are key negotiating points between the UK and the EU as PM Keir Starmer attempts a postBrexit reset,BBC Business,2025-05-17T07:24:00.256970
Doom One of gamings oldest series reckons with the challenges of 2025,Doom is one of the most wellknown series in gaming but it still has to work to find new players,BBC Business,2025-05-17T07:24:00.256970
Week in Markets 16 May 2025,A weekly summary of the big stories from financial markets around the world,BBC Business,2025-05-17T07:24:00.256970
Indias electric car future,Tesla is rolling out in India Asias thirdlargest economy where EV sales grew 2000 over the last five years,BBC Business,2025-05-17T07:24:00.256970
Markets welcome USUK trade agreement,Wealth management expert says financial markets will be relieved the US is striking deals with trading partners,BBC Business,2025-05-17T07:24:00.256970
The exGoogle exec who wants to simplify your life,Marissa Mayer a former Google and Yahoo executive believes AI should simplify our lives,BBC Business,2025-05-17T07:24:00.256970
Wegovy firm unexpectedly forces boss to step down,The decision described as a response to market challenges and a slide in its share price was unexpected,BBC Business,2025-05-17T07:24:00.256970
Nissan says it could share global plants with Chinese state firm,Nissan announced this week that it would lay off another 11000 workers and shut seven factories,BBC Business,2025-05-17T07:24:00.256970
Is Britain really inching back towards the EU,The summit between the UK and EU on 19 May will be the first since Brexit the very idea of it has polarised opinions,BBC Business,2025-05-17T07:24:00.256970
UK needs more nuclear to power AI says Amazon boss,The worlds largest cloud computing company plans to spend 8bn on new data centres in the UK over the next four years,BBC Business,2025-05-17T07:24:00.256970
Walmart says higher prices could hit this month due to tariffs,The retailer says it isnt able to absorb all the pressure from tariffs even at the reduced levels announced,BBC Business,2025-05-17T07:24:00.256970
