Title,Description,Source,Fetched Date
India cuts interest rates for the first time in five years,The latest cut happens when Indias GDP growth is seen slowing to a fouryearlow of 67,BBC Business,2025-02-07T07:22:36.465581
Panama says US spreading lies over free canal passage,The US State Department had claimed that they were no longer required to pay a fee for transit,BBC Business,2025-02-07T07:22:36.465581
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2025-02-07T07:22:36.465581
Judge halts Trumps government worker buyout plan,The offer is part of an ongoing effort by the Trump administration to slash the size of the federal government,BBC Business,2025-02-07T07:22:36.465581
22bn for unproven green tech could raise bills UK MPs warn,The Public Accounts Committee warns the government of gambling public money on carbon capture,BBC Business,2025-02-07T07:22:36.465581
Unions sue Trump administration over USAID agency cuts,The lawsuit is the first seeking to block the Trump administrations overhaul of the US Agency for International Development,BBC Business,2025-02-07T07:22:36.465581
Scams casinos and highrises The BBC visits a bizarre city in a war zone,A haven for the super rich or a city built on scams The BBC was invited to find out,BBC Business,2025-02-07T07:22:36.465581
US should support World Bank and IMF says Bank of England boss,Andrew Bailey says he is following closely whether Trump will change US support for the institutions,BBC Business,2025-02-07T07:22:36.465581
Low growth and rising prices its looking gloomy for the UK,The central bank may have cut rates but forecasts of low growth and rising inflation make a challenging domestic vista,BBC Business,2025-02-07T07:22:36.465581
Trumps realestate instincts clash with his America First worldview,This isnt the first time he has seen a foreign policy problem as a business opportunity writes Anthony Zurcher,BBC Business,2025-02-07T07:22:36.465581
NYSE Opening Bell,Watch the latest from BBCs new daily business programme coming from the heart of New Yorks financial district,BBC Business,2025-02-07T07:22:36.465581
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2025-02-07T07:22:36.465581
How one product made a multimillion dollar brand,Nell Diamond CEO of Hill House Home shares how her small business skyrocketed to global success with the launch of the Nap Dress in 2019,BBC Business,2025-02-07T07:22:36.465581
Land we paid for is being sold for millions but we dont see the benefit,Exminers say money from the sale of social welfare sites is not being reinvested in the community,BBC Business,2025-02-07T07:22:36.465581
Concern UKs AI ambitions could lead to water shortages,Data centres can use vast quantities of water to cool them but its not clear where it will come from,BBC Business,2025-02-07T07:22:36.465581
Panama denies US claims over free canal passages,Washington had suggested Panama had agreed to no longer charge fees for US government vessels using the waterway,BBC Business,2025-02-07T07:22:36.465581
Carmaker Kia becomes latest global firm to face tax trouble in India,Customs authorities have accused Kia India of evading taxes worth millions of dollars,BBC Business,2025-02-07T07:22:36.465581
