Title,Description,Source,Fetched Date,Combined Text,Score,Sentiment
The Indian family that built a business empire in Hawaii from scratch,From businesses to philanthropy the Watumull family is inextricably linked with Hawaiian history,BBC Business,2024-12-21T07:21:02.786530,indian family built business empire hawaii scratch . business philanthropy watumull family inextricably linked hawaiian history,0.0,Neutral
Sega considering Netflixlike game subscription service,Its another sign the industry is moving away from owning games some fear that means gamers having to shell out more,BBC Business,2024-12-21T07:21:02.786530,sega considering netflixlike game subscription service . another sign industry moving away owning game fear mean gamers shell,-0.4939,Negative
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2024-12-21T07:21:02.786530,world business . gain leading edge global insight boardroom beyond inbox every wednesday,0.5267,Positive
Musk flexes influence over Congress in shutdown drama,Musk and Trump quickly derailed a stopgap spending bill showing their power before the presidentelect even takes office,BBC Business,2024-12-21T07:21:02.786530,musk flex influence congress shutdown drama . musk trump quickly derailed stopgap spending bill showing power presidentelect even take office,-0.34,Negative
The student who blew whistle on Kenya airport controversy,Nelson Amenya is hailed as a hero in Kenya after sharing details of a plan to lease the main airport,BBC Business,2024-12-21T07:21:02.786530,student blew whistle kenya airport controversy . nelson amenya hailed hero kenya sharing detail plan lease main airport,0.8074,Positive
Netflix wins US rights for Womens World Cups,Netflix secures the rights to show live coverage of the 2027 and 2031 Womens World Cups in the United States,BBC Business,2024-12-21T07:21:02.786530,netflix win u right womens world cup . netflix secures right show live coverage 2027 2031 womens world cup united state,0.836,Positive
Starbucks baristas launch strike in US union says,It follows calls from the Workers United union for higher pay and better conditions for Starbucks baristas,BBC Business,2024-12-21T07:21:02.786530,starbucks baristas launch strike u union say . follows call worker united union higher pay better condition starbucks baristas,0.5859,Positive
Volkswagen agrees deal to avoid German plant closures,VW and a union have however agreed to cut more than 35000 jobs across the country by 2030,BBC Business,2024-12-21T07:21:02.786530,volkswagen agrees deal avoid german plant closure . vw union however agreed cut 35000 job across country 2030,-0.1027,Neutral
Trumps shutdown gamble exposes limits of his power,Trump showed he can kill legislation but he failed to rally Republicans behind his alternative plan,BBC Business,2024-12-21T07:21:02.786530,trump shutdown gamble expose limit power . trump showed kill legislation failed rally republican behind alternative plan,-0.8625,Negative
The mega trade deal that has French farmers in uproar,The EU wants a trade deal with four South American nations but France is strongly opposed,BBC Business,2024-12-21T07:21:02.786530,mega trade deal french farmer uproar . eu want trade deal four south american nation france strongly opposed,0.34,Positive
Robinhood CEO Crypto under relentless assault 19 Dec 2024,The CEO of online investing platform Robinhood says the Trump administration will be very good for business,BBC Business,2024-12-21T07:21:02.786530,robinhood ceo crypto relentless assault 19 dec 2024. ceo online investing platform robinhood say trump administration good business,-0.1779,Neutral
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2024-12-21T07:21:02.786530,good bad billionaire . simon jack zing tsjeng find world billionaire made money judge good bad another billionaire listen season two new episode released monday,-0.296,Negative
How one product made a multimillion dollar brand,Nell Diamond CEO of Hill House Home shares how her small business skyrocketed to global success with the launch of the Nap Dress in 2019,BBC Business,2024-12-21T07:21:02.786530,one product made multimillion dollar brand . nell diamond ceo hill house home share small business skyrocketed global success launch nap dress 2019,0.8074,Positive
N Korea hackers stole 13bn of crypto this year report,Some incidents may be linked to North Korean IT workers infiltrating tech firms according to research firm Chainalysis,BBC Business,2024-12-21T07:21:02.786530,n korea hacker stole 13bn crypto year report . incident may linked north korean worker infiltrating tech firm according research firm chainalysis,0.0,Neutral
UK government borrowing lower than expected in November,Public sector borrowing was 112bn last month the lowest November figure since 2021,BBC Business,2024-12-21T07:21:02.786530,uk government borrowing lower expected november . public sector borrowing 112bn last month lowest november figure since 2021,-0.5859,Negative
Amazon hit by strike during holiday season scramble,One of Americas most powerful labour unions is staging a protest against the ecommerce giant,BBC Business,2024-12-21T07:21:02.786530,amazon hit strike holiday season scramble . one america powerful labour union staging protest ecommerce giant,0.5719,Positive
Man convicted for repeatedly lying about inventing Bitcoin,Computer scientist Craig Wright was given a suspended prison sentence for what was described as legal nonsense,BBC Business,2024-12-21T07:21:02.786530,man convicted repeatedly lying inventing bitcoin . computer scientist craig wright given suspended prison sentence described legal nonsense,-0.8934,Negative
AI is trained to spot warning signs in blood tests,AI can spot patterns in the data from blood tests that can give an early warning of disease,BBC Business,2024-12-21T07:21:02.786530,ai trained spot warning sign blood test . ai spot pattern data blood test give early warning disease,-0.5859,Negative
Musk joins Bezos and Trump dinner at MaraLago,The Amazon and Blue Origin founder is one of several tech leaders who has made the trip to MaraLago,BBC Business,2024-12-21T07:21:02.786530,musk join bezos trump dinner maralago . amazon blue origin founder one several tech leader made trip maralago,0.4404,Positive
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2024-12-21T07:21:02.786530,playing fire quit work retire 30 . personal finance strategy popular among millennials helping quit job retire decade early,0.5267,Positive
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2024-12-21T07:21:02.786530,boomerang ceo ever succeed . five year ousted wework adam neumann want rebuy nowbankrupt business,0.5423,Positive
How industry leaders transformed their career,The BBCs Katty Kay has spoken to successful changemakers to ask what made them pivot in their career,BBC Business,2024-12-21T07:21:02.786530,industry leader transformed career . bbcs katty kay spoken successful changemakers ask made pivot career,0.5859,Positive
Women were the original beer brewers what changed,Today the beer industry is maledominated but it wasnt always so,BBC Business,2024-12-21T07:21:02.786530,woman original beer brewer changed . today beer industry maledominated wasnt always,0.3182,Positive
How waiting alters our perception of time,Expert advice on how to get through a waiting period,BBC Business,2024-12-21T07:21:02.786530,waiting alters perception time . expert advice get waiting period,0.0,Neutral
Do the superrich deserve their wealth,Should there be a cap on billionaires wealth and their inheritances,BBC Business,2024-12-21T07:21:02.786530,superrich deserve wealth . cap billionaire wealth inheritance,0.7506,Positive
Four simple hacks to succeed in every conversation,A career coach a choreographer a chef and a dragon boat captain offer advice on giving critical feedback,BBC Business,2024-12-21T07:21:02.786530,four simple hack succeed every conversation . career coach choreographer chef dragon boat captain offer advice giving critical feedback,0.5106,Positive
Solo and hybrid work Navigating our future and new normal,Covid19 reshaped the way we live and work We rethink solo working and explore the future of worklife,BBC Business,2024-12-21T07:21:02.786530,solo hybrid work navigating future new normal . covid19 reshaped way live work rethink solo working explore future worklife,0.0,Neutral
Can supersonic flight ever be sustainable,How a new era of quiet net zero supersonic airliners could revolutionise the aviation industry,BBC Business,2024-12-21T07:21:02.786530,supersonic flight ever sustainable . new era quiet net zero supersonic airliner could revolutionise aviation industry,0.0,Neutral
Commencement speech The surprising pitfall of your passions,Students are graduating in the US this week The commencement speeches might lead them into questionable choices,BBC Business,2024-12-21T07:21:02.786530,commencement speech surprising pitfall passion . student graduating u week commencement speech might lead questionable choice,0.4404,Positive
ASMR How whispering took over the internet,We meet the creators behind the current ASMR boom,BBC Business,2024-12-21T07:21:02.786530,asmr whispering took internet . meet creator behind current asmr boom,0.0,Neutral
A desk full of descriptions for your work colleagues,These are the long lost words youve been waiting for to describe your colleagues,BBC Business,2024-12-21T07:21:02.786530,desk full description work colleague . long lost word youve waiting describe colleague,-0.3182,Negative
Veterinarian suicide rates are very high Why,Veterinarian professionals are committing suicide at a higher rate than the general population,BBC Business,2024-12-21T07:21:02.786530,veterinarian suicide rate high . veterinarian professional committing suicide higher rate general population,-0.8658,Negative
Stocks slide as US central bank signals slower pace of rate cuts,The Federal Reserve warned it would be cautious about more interest cuts in the face of inflation concerns,BBC Business,2024-12-21T07:21:02.786530,stock slide u central bank signal slower pace rate cut . federal reserve warned would cautious interest cut face inflation concern,-0.4019,Negative
UK minister named in Bangladesh corruption probe,Tulip Siddiq is alleged to have helped her aunt the former prime minister of Bangladesh embezzle up to 4bn,BBC Business,2024-12-21T07:21:02.786530,uk minister named bangladesh corruption probe . tulip siddiq alleged helped aunt former prime minister bangladesh embezzle 4bn,0.0,Neutral
Apple urged to axe AI feature after false headline,Reporters Without Borders has called for Apple to remove Apple Intelligence,BBC Business,2024-12-21T07:21:02.786530,apple urged axe ai feature false headline . reporter without border called apple remove apple intelligence,0.4019,Positive
Malawi seeks billions of dollars from US firm over ruby sales,Columbia Gem House denies government claims that it owes 309bn in unpaid taxes and royalties,BBC Business,2024-12-21T07:21:02.786530,malawi seek billion dollar u firm ruby sale . columbia gem house denies government claim owes 309bn unpaid tax royalty,-0.4215,Negative
Congress in disarray and shutdown looms as Trump Musk slam spending deal,The presidentelect and Elon Musk rejected the bipartisan spending plan that would prevent a government shutdown,BBC Business,2024-12-21T07:21:02.786530,congress disarray shutdown loom trump musk slam spending deal . presidentelect elon musk rejected bipartisan spending plan would prevent government shutdown,-0.7717,Negative
UK interest rates held but Bank says economy doing worse,The Bank considered a rate cut as it thinks the economy has performed worse than it expected,BBC Business,2024-12-21T07:21:02.786530,uk interest rate held bank say economy worse . bank considered rate cut think economy performed worse expected,-0.6486,Negative
Worlds first Bitcoin nation scales back crypto dream,El Salvador has eased its procryptocurrency policies to help secure a 14bn loan from the IMF,BBC Business,2024-12-21T07:21:02.786530,world first bitcoin nation scale back crypto dream . el salvador eased procryptocurrency policy help secure 14bn loan imf,0.8074,Positive
Harland Wolff saved by deal with Spanish firm,Spains stateowned shipbuilder confirms it is buying Harland Wolff best known for the Titanic,BBC Business,2024-12-21T07:21:02.786530,harland wolff saved deal spanish firm . spain stateowned shipbuilder confirms buying harland wolff best known titanic,0.7906,Positive
Honda and Nissan hold merger talks,In March the two Japanese car makers agreed to explore a strategic partnership for electric vehicles,BBC Business,2024-12-21T07:21:02.786530,honda nissan hold merger talk . march two japanese car maker agreed explore strategic partnership electric vehicle,0.2732,Positive
Spotify Fires Back at Drakes Claim That It Illegally Boosted Streams of Not Like Us,In a new filing Spotify says it found no evidence to substantiate Drakes claim that the streamer and UMG inflated the streams of Lamars diss song aimed at him,Hollywood Reporter,2024-12-21T07:21:03.810752,spotify fire back drake claim illegally boosted stream like u . new filing spotify say found evidence substantiate drake claim streamer umg inflated stream lamars dis song aimed,0.3818,Positive
The Hollywood Reporters 50 Best Photos of 2024,From Pedro Pascal to Glen Powell Angelina Jolie to Selena Gomez here are the best photos by THR photographers this year,Hollywood Reporter,2024-12-21T07:21:03.810752,hollywood reporter 50 best photo 2024. pedro pascal glen powell angelina jolie selena gomez best photo thr photographer year,0.8555,Positive
