Title,Description,Source,Fetched Date,Combined Text,Score,Sentiment
Can Vietnam golf its way out of new Trump tariffs,Vietnams Prime Minister has said he would golf all day long with the US president if it benefits his country,BBC Business,2025-03-28T07:25:22.364602,vietnam golf way new trump tariff . vietnam prime minister said would golf day long u president benefit country,0.4588,Positive
Adani restores power supply to Bangladesh after four months,The Indian conglomerate had halved the supply to the countrys eastern neighbour over unpaid dues,BBC Business,2025-03-28T07:25:22.364602,adani restores power supply bangladesh four month . indian conglomerate halved supply country eastern neighbour unpaid due,0.296,Positive
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2025-03-28T07:25:22.364602,world business . gain leading edge global insight boardroom beyond inbox every wednesday,0.5267,Positive
Whats next for social media,Startup social media firms are looking to capitalise on dissatisfaction with the social media giants,BBC Business,2025-03-28T07:25:22.364602,whats next social medium . startup social medium firm looking capitalise dissatisfaction social medium giant,-0.4939,Negative
How will car firms be affected by Trumps tariffs,Investors sold off shares of carmakers in Japan Germany and the UK but US brands are also set to be hit,BBC Business,2025-03-28T07:25:22.364602,car firm affected trump tariff . investor sold share carmaker japan germany uk u brand also set hit,0.1531,Neutral
Could Scotland have Europes lowest electricity bills,The boss of Octopus Energy says regional pricing would make bills cheaper because of abundant renewables in Scotland,BBC Business,2025-03-28T07:25:22.364602,could scotland europe lowest electricity bill . bos octopus energy say regional pricing would make bill cheaper abundant renewables scotland,-0.128,Neutral
Assassins Creed maker gets 125bn Chinese investment,Shenzhenbased Tencent which owns the popular messaging app WeChat will hold about a quarter of a new subsidiary,BBC Business,2025-03-28T07:25:22.364602,assassin creed maker get 125bn chinese investment . shenzhenbased tencent owns popular messaging app wechat hold quarter new subsidiary,0.4215,Positive
David Dimbleby I thought the free market was with us forever then Trump came along,Why the reign of the free market is facing its biggest ever challenge,BBC Business,2025-03-28T07:25:22.364602,david dimbleby thought free market u forever trump came along . reign free market facing biggest ever challenge,0.7845,Positive
Why are tech stocks so volatile,Shares in technology firms have both fallen and risen sharply over the past year,BBC Business,2025-03-28T07:25:22.364602,tech stock volatile . share technology firm fallen risen sharply past year,-0.0772,Neutral
Building the worlds largest underwater tunnel,A mega project is underway in Denmark to build a tunnel under the Baltic to provide a link to Germany,BBC Business,2025-03-28T07:25:22.364602,building world largest underwater tunnel . mega project underway denmark build tunnel baltic provide link germany,0.0,Neutral
NYSE Opening Bell,Watch the latest from BBCs new daily business programme coming from the heart of New Yorks financial district,BBC Business,2025-03-28T07:25:22.364602,nyse opening bell . watch latest bbcs new daily business programme coming heart new york financial district,0.0,Neutral
The exGoogle exec who wants to simplify your life,Marissa Mayer a former Google and Yahoo executive believes AI should simplify our lives,BBC Business,2025-03-28T07:25:22.364602,exgoogle exec want simplify life . marissa mayer former google yahoo executive belief ai simplify life,0.0772,Neutral
Affluent Indias love for fur babies fuels pet care industry boom,Affluent urban Indians indulging their dogs and cats have led to the growth of Indias pet care sector,BBC Business,2025-03-28T07:25:22.364602,affluent india love fur baby fuel pet care industry boom . affluent urban indian indulging dog cat led growth india pet care sector,0.9217,Positive
Canada PM Mark Carney says old relationship with US is over,The Canadian leader said his countrys relationship with the US had changed due to Trumps tariffs jeopardising future cooperation,BBC Business,2025-03-28T07:25:22.364602,canada pm mark carney say old relationship u . canadian leader said country relationship u changed due trump tariff jeopardising future cooperation,0.0,Neutral
UK not entering trade war with US says Starmer,The UK is in intense negotiations with the US over tariff plans the prime minister says,BBC Business,2025-03-28T07:25:22.364602,uk entering trade war u say starmer . uk intense negotiation u tariff plan prime minister say,-0.5574,Negative
Car company faces significant shift with US tariff,Morgan Motor Company exports 200 sports cars to the US a year which is a third of overall revenue says managing director,BBC Business,2025-03-28T07:25:22.364602,car company face significant shift u tariff . morgan motor company export 200 sport car u year third overall revenue say managing director,0.2023,Neutral
Germany leads defiance of Trump car tariffs saying it will not give in,Major economies vow to retaliate with China accusing Washington of violating international trade rules,BBC Business,2025-03-28T07:25:22.364602,germany lead defiance trump car tariff saying give . major economy vow retaliate china accusing washington violating international trade rule,-0.6369,Negative
Thousands of jobs at risk as British Steel threatens closure,The company announces a consultation that could see the closure of two blast furnaces at Scunthorpe,BBC Business,2025-03-28T07:25:22.364602,thousand job risk british steel threatens closure . company announces consultation could see closure two blast furnace scunthorpe,-0.5719,Negative
