Title,Description,Source,Fetched Date
Dame Judi Dench and John Cena to voice Meta AI chatbot,The firm also unveiled the first working prototype of Metas augmentedreality glasses called Orion,BBC Business,2024-09-26T07:23:32.469388
IMF approves 7bn loan to cashstrapped Pakistan,Pakistan has taken more than 20 loans from the IMF since 1958 and is currently its fifthlargest debtor,BBC Business,2024-09-26T07:23:32.469388
Elon Musk not invited to top UK investment summit,There is concern about his social media posts about the UK during last months riots the BBC understands,BBC Business,2024-09-26T07:23:32.469388
James McAvoy and Tom Brady fall for Goodbye Meta AI hoax,More than 600000 people have shared a message falsely denying Meta the right to use their images to train AI,BBC Business,2024-09-26T07:23:32.469388
Is Elon Musks Starlink a game changer for Africa,The satellite internet company is expanding across Africa but not without some controversy,BBC Business,2024-09-26T07:23:32.469388
Australias lithium mining boom hit by sagging prices,Some producers have halted operations while others are increasing production hopeful of an upturn,BBC Business,2024-09-26T07:23:32.469388
Toiling on a Kenyan flower farm to send fresh roses to Europe,Women work long and gruelling hours to grow the flowers sold across Europe,BBC Business,2024-09-26T07:23:32.469388
Boeing staff report pressure to lower standards,US lawmakers say regulators need to be tougher on Boeing to force change at the troubled company,BBC Business,2024-09-26T07:23:32.469388
Four simple hacks to succeed in every conversation,A career coach a choreographer a chef and a dragon boat captain offer advice on giving critical feedback,BBC Business,2024-09-26T07:23:32.469388
Harris promises pragmatic approach in economic pitch to voters,Harris is seeking to chip away at Donald Trumps advantage with voters on the economy a key election issue,BBC Business,2024-09-26T07:23:32.469388
Trump vows to take other countries jobs in economic speech,Trump pledged that companies who manufactured in the US would receive benefits while those who did business elsewhere would face steep costs,BBC Business,2024-09-26T07:23:32.469388
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2024-09-26T07:23:32.469388
How Microsoft is tackling AI bias,Microsoft is turning to AI to make its workplace more inclusive,BBC Business,2024-09-26T07:23:32.469388
Death of Indian employee sparks debate on toxic work culture,Anna Perayils parents allege she died four months after starting a job because of overwhelming work stress,BBC Business,2024-09-26T07:23:32.469388
Nike and Sky ads banned over online tactics,Advertising standards found the ads were misleading in the way information was presented,BBC Business,2024-09-26T07:23:32.469388
Boeing strikers not interested in 30 pay rise union,The strike threatens to cost Boeing billions of dollars deepening the crisis at the aviation giant,BBC Business,2024-09-26T07:23:32.469388
CrowdStrike boss apologises for global IT outage,Adam Meyers a senior vice president with the IT firm at the heart of Julys mass outage faced a grilling by US lawmakers,BBC Business,2024-09-26T07:23:32.469388
UK economic growth robust in 2024 think tank says,A think tank says it expects UK economic growth grow by 11 the same rate as Canada and France,BBC Business,2024-09-26T07:23:32.469388
US accuses Visa of debit card monopoly,The Department of Justice said Visas actions had slowed competition and raised prices across the economy,BBC Business,2024-09-26T07:23:32.469388
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2024-09-26T07:23:32.469388
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2024-09-26T07:23:32.469388
How industry leaders transformed their career,The BBCs Katty Kay has spoken to successful changemakers to ask what made them pivot in their career,BBC Business,2024-09-26T07:23:32.469388
Women were the original beer brewers what changed,Today the beer industry is maledominated but it wasnt always so,BBC Business,2024-09-26T07:23:32.469388
How waiting alters our perception of time,Expert advice on how to get through a waiting period,BBC Business,2024-09-26T07:23:32.469388
Do the superrich deserve their wealth,Should there be a cap on billionaires wealth and their inheritances,BBC Business,2024-09-26T07:23:32.469388
Solo and hybrid work Navigating our future and new normal,Covid19 reshaped the way we live and work We rethink solo working and explore the future of worklife,BBC Business,2024-09-26T07:23:32.469388
Can supersonic flight ever be sustainable,How a new era of quiet net zero supersonic airliners could revolutionise the aviation industry,BBC Business,2024-09-26T07:23:32.469388
Commencement speech The surprising pitfall of your passions,Students are graduating in the US this week The commencement speeches might lead them into questionable choices,BBC Business,2024-09-26T07:23:32.469388
ASMR How whispering took over the internet,We meet the creators behind the current ASMR boom,BBC Business,2024-09-26T07:23:32.469388
A desk full of descriptions for your work colleagues,These are the long lost words youve been waiting for to describe your colleagues,BBC Business,2024-09-26T07:23:32.469388
Veterinarian suicide rates are very high Why,Veterinarian professionals are committing suicide at a higher rate than the general population,BBC Business,2024-09-26T07:23:32.469388
Green belt set for 9000 homes council warns,2 hrs agoBusiness,BBC Business,2024-09-26T07:23:32.469388
Yorkshire worst region for bank access report,Yorkshire and the Humber has just 44 bank branches left per 100000 people a Which report says,BBC Business,2024-09-26T07:23:32.469388
Legal challenge to Rosebank oil field given goahead,Greenpeace and Uplift have brought judicial reviews to stop the development of Rosebank oil field and Jackdaw gas field,BBC Business,2024-09-26T07:23:32.469388
ScotRail drivers accept deal to end longrunning pay dispute,ScotRail has been running a reduced timetable since July due to staff shortages during the dispute,BBC Business,2024-09-26T07:23:32.469388
Banks must refund fraud up to 85000 in five days,Victims tricked into sending money to scammers must be refunded within five days under new rules,BBC Business,2024-09-26T07:23:32.469388
Petrol prices fall to lowest for three years,Lower global oil prices and a stronger pound were the main reasons prices had fallen the RAC says,BBC Business,2024-09-26T07:23:32.469388
How much is the winter fuel payment and who can still get it,The governments plans to limit the payment have been criticised by some MPs unions and charities,BBC Business,2024-09-26T07:23:32.469388
UK shouldnt shun Shein says exBQ boss,Chinese firm Shein should list in London despite controversy over green credentials Sir Ian Cheshire says,BBC Business,2024-09-26T07:23:32.469388
TSB says sorry for payment problems,The bank says the issue has been fixed and all customers who were due money have now received it,BBC Business,2024-09-26T07:23:32.469388
Hurricane Helene strengthens as it bears down on Florida,Helene is forecast to intensify to a dangerous Category 4 storm before hitting the US Gulf Coast,BBC Earth,2024-09-26T07:23:32.558126
The worlds greatest unpaid debt,Should rich countries and fossil fuel companies pay for the climate losses and damages they have caused,BBC Earth,2024-09-26T07:23:32.558126
The former trash islands teeming with life,Sri Lankas capital city has transformed its polluted aquatic ecosystems into biodiverse havens for wildlife,BBC Earth,2024-09-26T07:23:32.558126
The science behind the mini moon entering Earths orbit,An asteroid is going to circle our planet for two months this autumn before going on its way,BBC Earth,2024-09-26T07:23:32.558126
Icelands hightech farm turning algae into food,A facility near the Icelandic capital Reykjavik is using innovative farming technology to grow algae,BBC Earth,2024-09-26T07:23:32.558126
The Bahamas The last lighthouse of its kind,Reece Parkinson heads to the Bahamas where he meets a community adapting to unpredictable weather patterns,BBC Earth,2024-09-26T07:23:32.558126
Protecting Thailands famous paradise beach,Lucy Hedges is in Thailand where she explores the beach made worldfamous by Hollywood,BBC Earth,2024-09-26T07:23:32.558126
The scientists drilling into an active Icelandic volcano,Scientists are preparing to drill into the rock of an Icelandic volcano to learn more about how volcanoes behave,BBC Earth,2024-09-26T07:23:32.558126
Earths spectacular and remote capital of lightning,With storms occurring between 140 to 160 nights a year its no wonder the area is a world record holder,BBC Earth,2024-09-26T07:23:32.558126
Less is more Can degrowth save the world,The degrowth movement questions the feasibility of the idea of endless economic growth on a finite planet,BBC Earth,2024-09-26T07:23:32.558126
How fixing how we farm might stop the next pandemic,Land use for food and agriculture around the world is putting pressure on climate and biodiversity,BBC Earth,2024-09-26T07:23:32.558126
How electric vehicles could improve our mental health,Noise and air pollution are major threats and EVs can therefore offer a promising solution,BBC Earth,2024-09-26T07:23:32.558126
How greening our cities can reduce heat stress,Heat is the most deadly extreme weather phenomenon and cities are seeking ways to cool their urban cores,BBC Earth,2024-09-26T07:23:32.558126
How climate chaos is threatening the real Paddington bear,Drought forces the real Paddington Bear into deadly conflict with cattle farmers in the Andes,BBC Earth,2024-09-26T07:23:32.558126
Tidal kites New technology harnessing ocean energy,These mechanical creatures lurk beneath the waters surface and power homes in the Faroe Islands,BBC Earth,2024-09-26T07:23:32.558126
Malaysias adventure hotspot that crosses seven habitats,An 11mile hike in the Bako National Park in Malaysia transports travellers through seven distinct habitats,BBC Earth,2024-09-26T07:23:32.558126
The global phenomenon swallowing whole neighbourhoods,Giant ravines Entire communities are disappearing because of an extreme form of soil erosion,BBC Earth,2024-09-26T07:23:32.558126
A tale of the US through abandoned buildings,Two urban explorers stories of decay tell a tale of a changing American cultural landscape,BBC Earth,2024-09-26T07:23:32.558126
What makes the emperor penguin an eggcellent father,In the BBC Select documentary Penguins Spy in the Huddle we explore the world of penguin fathers,BBC Earth,2024-09-26T07:23:32.558126
The floating houses that are resilient to extreme weather,The floating houses built to withstand typhoons and flooding in the Philippines,BBC Earth,2024-09-26T07:23:32.558126
What its like to camp in Antarctica,Marc Cieslak spends a night on ice camping under the stars,BBC Earth,2024-09-26T07:23:32.558126
Why sunsets on Mars are tinted blue,The reason behind the Red Planets nickname is also why its sunrises and sunsets look pale blue,BBC Earth,2024-09-26T07:23:32.558126
