Title,Description,Source,Fetched Date,Combined Text,Score,Sentiment
Judge blocks Trump plan to put thousands of USAID staff on leave,A lastminute lawsuit means Trumps efforts to dismantle the overseas aid agency have been put on hold,BBC Business,2025-02-08T07:21:33.628637,judge block trump plan put thousand usaid staff leave . lastminute lawsuit mean trump effort dismantle overseas aid agency put hold,-0.6124,Negative
How Japan sparked Trumps 40year love affair with tariffs,As a young real estate developer in New York Trump said a rising Japan was ripping off the US,BBC Business,2025-02-08T07:21:33.628637,japan sparked trump 40year love affair tariff . young real estate developer new york trump said rising japan ripping u,0.6369,Positive
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2025-02-08T07:21:33.628637,world business . gain leading edge global insight boardroom beyond inbox every wednesday,0.5267,Positive
Trump says Nippon Steel will invest heavily in US Steel drop takeover bid,The Japanese firms 149bn 12bn takeover was blocked by President Joe Biden on national security grounds,BBC Business,2025-02-08T07:21:33.628637,trump say nippon steel invest heavily u steel drop takeover bid . japanese firm 149bn 12bn takeover blocked president joe biden national security ground,-0.2023,Neutral
Cheaper China ebikes kick in teeth for UK firms,British makers of ebikes are worried after the government scraps tariffs on Chinese ebikes,BBC Business,2025-02-08T07:21:33.628637,cheaper china ebikes kick teeth uk firm . british maker ebikes worried government scrap tariff chinese ebikes,-0.296,Negative
Baltic states making historic switch away from Russian power grid,More than 30 years after leaving the Soviet Union Estonia Latvia and Lithuania will join the EUs grid,BBC Business,2025-02-08T07:21:33.628637,baltic state making historic switch away russian power grid . 30 year leaving soviet union estonia latvia lithuania join eu grid,0.296,Positive
How big tech ad money helped fund child abuse,Some of the biggest tech companies in the world served ads on a website featuring images of child abuse helping to fund its operations,BBC Business,2025-02-08T07:21:33.628637,big tech ad money helped fund child abuse . biggest tech company world served ad website featuring image child abuse helping fund operation,-0.802,Negative
Were pawns in a game US aid workers left in limbo overseas as agency slashed,USAID foreign staff say in addition to feeling stranded they also worry how their absences will harm the countries and people they leave behind,BBC Business,2025-02-08T07:21:33.628637,pawn game u aid worker left limbo overseas agency slashed . usaid foreign staff say addition feeling stranded also worry absence harm country people leave behind,-0.7906,Negative
Casinos highrises and fraud The BBC visits a bizarre city built on scams,A haven for the super rich or a city built on scams The BBC was invited to find out,BBC Business,2025-02-08T07:21:33.628637,casino highrises fraud bbc visit bizarre city built scam . super rich city built scam bbc invited find,-0.7184,Negative
Low growth and rising prices its looking gloomy for the UK,The central bank may have cut rates but forecasts of low growth and rising inflation make a challenging domestic vista,BBC Business,2025-02-08T07:21:33.628637,low growth rising price looking gloomy uk . central bank may cut rate forecast low growth rising inflation make challenging domestic vista,-0.0258,Neutral
NYSE Opening Bell,Watch the latest from BBCs new daily business programme coming from the heart of New Yorks financial district,BBC Business,2025-02-08T07:21:33.628637,nyse opening bell . watch latest bbcs new daily business programme coming heart new york financial district,0.0,Neutral
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2025-02-08T07:21:33.628637,good bad billionaire . simon jack zing tsjeng find world billionaire made money judge good bad another billionaire listen season two new episode released monday,-0.296,Negative
How one product made a multimillion dollar brand,Nell Diamond CEO of Hill House Home shares how her small business skyrocketed to global success with the launch of the Nap Dress in 2019,BBC Business,2025-02-08T07:21:33.628637,one product made multimillion dollar brand . nell diamond ceo hill house home share small business skyrocketed global success launch nap dress 2019,0.8074,Positive
