Title,Description,Source,Fetched Date,Combined Text,Score,Sentiment
California governor blocks landmark AI safety bill,The proposed legislation would have imposed some of the first US regulations on artificial intelligence,BBC Business,2024-09-30T07:24:30.039929,california governor block landmark ai safety bill . proposed legislation would imposed first u regulation artificial intelligence,0.4588,Positive
India diamond industry struggles to stave off war impact,Wars and recession in key Western markets have left Indias diamond industry workers distraught and jobless,BBC Business,2024-09-30T07:24:30.039929,india diamond industry struggle stave war impact . war recession key western market left india diamond industry worker distraught jobless,-0.9136,Negative
Hollywoods big boom has gone bust,Productions are down by about 40 and entertainment industry employees say they cant find work,BBC Business,2024-09-30T07:24:30.039929,hollywood big boom gone bust . production 40 entertainment industry employee say cant find work,0.4215,Positive
Flight etiquette How to avoid a midair row over reclining seats,Experts share their top tips for staying out of our fellow travellers bad books,BBC Business,2024-09-30T07:24:30.039929,flight etiquette avoid midair row reclining seat . expert share top tip staying fellow traveller bad book,-0.4019,Negative
Oasis ticket seller and promoter bosses get 148m,The directors got the dividend as the firm made a 118m pretax profit according to its accounts,BBC Business,2024-09-30T07:24:30.039929,oasis ticket seller promoter boss get 148m . director got dividend firm made 118m pretax profit according account,0.4404,Positive
McDonalds and supermarkets failed to spot slavery,Red flags went undetected as victims worked at a restaurant and a supermarket supplier in the UK BBC finds,BBC Business,2024-09-30T07:24:30.039929,mcdonalds supermarket failed spot slavery . red flag went undetected victim worked restaurant supermarket supplier uk bbc find,-0.8807,Negative
Does Chinese investment benefit or damage Ireland,Ireland is home to 40 Chinese firms which some critics say harms the countrys reputation,BBC Business,2024-09-30T07:24:30.039929,chinese investment benefit damage ireland . ireland home 40 chinese firm critic say harm country reputation,-0.7003,Negative
The red flags that were missed or dismissed when Harrods was bought,Experts say Qatar either missed or dismissed much of what was already known about Mohamed Al Fayed at the time of the purchase,BBC Business,2024-09-30T07:24:30.039929,red flag missed dismissed harrod bought . expert say qatar either missed dismissed much already known mohamed al fayed time purchase,-0.5267,Negative
Mortgate rates offer US consumer relief,Ryan Dykmans says any consumer relief impacts GDP and economic growth positively,BBC Business,2024-09-30T07:24:30.039929,mortgate rate offer u consumer relief . ryan dykmans say consumer relief impact gdp economic growth positively,0.9042,Positive
Its just a mess Left in limbo by US student loan logjam,As Democrats and Republicans fight over student debt borrowers are caught in the middle,BBC Business,2024-09-30T07:24:30.039929,mess left limbo u student loan logjam . democrat republican fight student debt borrower caught middle,-0.765,Negative
China is part of the US election but only from one candidate,There is a stark difference in how and how often each candidate addresses the USChina relationship,BBC Business,2024-09-30T07:24:30.039929,china part u election one candidate . stark difference often candidate address uschina relationship,0.0,Neutral
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2024-09-30T07:24:30.039929,good bad billionaire . simon jack zing tsjeng find world billionaire made money judge good bad another billionaire listen season two new episode released monday,-0.296,Negative
How Microsoft is tackling AI bias,Microsoft is turning to AI to make its workplace more inclusive,BBC Business,2024-09-30T07:24:30.039929,microsoft tackling ai bias . microsoft turning ai make workplace inclusive,-0.1027,Neutral
Coldplay tickets resold in India for up to 10000 sparking outrage,Coldplays concerts in Mumbai sold out in minutes and now resellers are charging up to 10000 for a ticket,BBC Business,2024-09-30T07:24:30.039929,coldplay ticket resold india 10000 sparking outrage . coldplays concert mumbai sold minute resellers charging 10000 ticket,-0.5106,Negative
