Title,Description,Source,Fetched Date
How an evolving and expanding Brics benefits India,Brics enables India to work with some of its closest friends and espouses principles close to Delhis heart,BBC Business,2024-10-25T07:24:12.080735
US gets 100m settlement for Baltimore bridge collapse,The US justice department sued the owners of the Dali container ship after it crashed into a bridge in Baltimore in March,BBC Business,2024-10-25T07:24:12.080735
The water industry is in crisis Can it be fixed,Simon Jack asks what reform of the troubled sector could mean for customers and their bills,BBC Business,2024-10-25T07:24:12.080735
Twice homeless millionaire tops UK black power list,The now multimillionaire began his career in a call centre after failing to become a professional footballer,BBC Business,2024-10-25T07:24:12.080735
What form could reparations for slavery take in the UK,How likely is the UK to provide reparations for the slave trade and what could that look like,BBC Business,2024-10-25T07:24:12.080735
What we know about the McDonalds E coli outbreak,Health officials are hunting for the source of 49 cases of ecoli poisoning which includes one death,BBC Business,2024-10-25T07:24:12.080735
The software extending the life of your phone,Greener software could make devices last longer and use less electricity,BBC Business,2024-10-25T07:24:12.080735
UK chancellor to change debt rules to release billions,Reeves has said the government will change these rules to free up billions for spending on big projects,BBC Business,2024-10-25T07:24:12.080735
Boeing share price under pressure over strikes 24 Oct 2024,Striking Boeing workers have rejected the latest pay offer putting the share price under pressure,BBC Business,2024-10-25T07:24:12.080735
Would Harriss price gouging plan really help US consumers,The Democrat has proposed a federal ban in certain circumstances economists are divided on whether it would work,BBC Business,2024-10-25T07:24:12.080735
Trump has the worlds richest man on his side What does Musk want,The SpaceX boss says only his fellow billionaire can save democracy but some question Musks motives,BBC Business,2024-10-25T07:24:12.080735
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2024-10-25T07:24:12.080735
How Duolingo became so addicting according to its CEO,Perhaps no app has mastered user loyalty quite like Duolingo the gamified languagelearning platform 34 million people a day cant put down,BBC Business,2024-10-25T07:24:12.080735
Rare typed copy of The Little Prince to go on sale for 125m,A typed copy of childrens story The Little Prince handannotated by the author will go on sale in November,BBC Business,2024-10-25T07:24:12.080735
Fishermen on Scottish trawler win 20000 modern slavery claim,The Ghanaian fishermen were rescued from Annanbased scalloptrawler Olivia Jean in 2020,BBC Business,2024-10-25T07:24:12.080735
Striking Boeing workers reject 35 pay rise offer,Earlier Boeings boss warned the firm was at a crossroads as losses surged to roughly 6bn,BBC Business,2024-10-25T07:24:12.080735
IMF warns world to avoid global trade war,Economic fears have been rising over Donald Trumps megatariff plan and rising US debts,BBC Business,2024-10-25T07:24:12.080735
US warns Musk political group that 1m voter giveaway may be illegal,The Department of Justice is probing whether the prizes violate laws against paying people to vote,BBC Business,2024-10-25T07:24:12.080735
Customers shocked by hefty Juul settlement payouts,He wasnt expecting much from a classaction suit against vaping firm Juul Then he got 3000,BBC Business,2024-10-25T07:24:12.080735
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2024-10-25T07:24:12.080735
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2024-10-25T07:24:12.080735
How industry leaders transformed their career,The BBCs Katty Kay has spoken to successful changemakers to ask what made them pivot in their career,BBC Business,2024-10-25T07:24:12.080735
Women were the original beer brewers what changed,Today the beer industry is maledominated but it wasnt always so,BBC Business,2024-10-25T07:24:12.080735
How waiting alters our perception of time,Expert advice on how to get through a waiting period,BBC Business,2024-10-25T07:24:12.080735
Do the superrich deserve their wealth,Should there be a cap on billionaires wealth and their inheritances,BBC Business,2024-10-25T07:24:12.080735
Four simple hacks to succeed in every conversation,A career coach a choreographer a chef and a dragon boat captain offer advice on giving critical feedback,BBC Business,2024-10-25T07:24:12.080735
Solo and hybrid work Navigating our future and new normal,Covid19 reshaped the way we live and work We rethink solo working and explore the future of worklife,BBC Business,2024-10-25T07:24:12.080735
Can supersonic flight ever be sustainable,How a new era of quiet net zero supersonic airliners could revolutionise the aviation industry,BBC Business,2024-10-25T07:24:12.080735
Commencement speech The surprising pitfall of your passions,Students are graduating in the US this week The commencement speeches might lead them into questionable choices,BBC Business,2024-10-25T07:24:12.080735
ASMR How whispering took over the internet,We meet the creators behind the current ASMR boom,BBC Business,2024-10-25T07:24:12.080735
A desk full of descriptions for your work colleagues,These are the long lost words youve been waiting for to describe your colleagues,BBC Business,2024-10-25T07:24:12.080735
Veterinarian suicide rates are very high Why,Veterinarian professionals are committing suicide at a higher rate than the general population,BBC Business,2024-10-25T07:24:12.080735
All aboard Tanzanias electric train breaking new ground for East Africa,An electric fast train the first in East Africa now links Tanzanias capital to its commercial hub Dar es Salaam in under four hours,BBC Business,2024-10-25T07:24:12.080735
Workers in UK could get right to strike for a year,A government document says the mandate to take industrial action could be extended,BBC Business,2024-10-25T07:24:12.080735
Starbucks boss shakes up menu to win back customers,The coffee shop chain has also promised to look at pricing and staffing to prevent bottlenecks,BBC Business,2024-10-25T07:24:12.080735
Nigeria drops charges against Binance cryptocurrency boss,Tigran Gambaryan a US citizen arrested in February will be allowed abroad to seek medical treatment,BBC Business,2024-10-25T07:24:12.080735
Ohtanis 5050 baseball sells for record 34m,The ball struck by LA Dodgers hitter Shohei Ohtani when he secured a recordbreaking 50th home run sells for 339m at auction,BBC Business,2024-10-25T07:24:12.080735
ExAbercrombie CEO used power wealth and influence to traffic vulnerable men prosecutors say,Mike Jeffries and his British partner have been arrested and charged in the alleged sex trafficking of more than a dozen victims,BBC Business,2024-10-25T07:24:12.080735
Ubisoft confirms Prince of Persia game team disbanded,The French publisher confirms that the wellreviewed title has reached the end of its roadmap,BBC Business,2024-10-25T07:24:12.080735
Boeingmade satellite breaks up in space,The total loss of the communications satellite has affected Intelsat customers around the world,BBC Business,2024-10-25T07:24:12.080735
Budget deals struck with all departments says UK chancellor,Despite reports of internal rifts all government departments have agreed spending settlements Rachel Reeves says,BBC Business,2024-10-25T07:24:12.080735
Hollywoods HighestProfile Harris Endorsements Taylor Swift George Clooney Bruce Springsteen and More,Celebrities have expressed their support for the Democratic ticket this November Heres 11 of the biggest names,Hollywood Reporter,2024-10-25T07:24:12.541863
Tim Burton on Why He Tries to Avoid the Internet,The Beetlejuice Beetlejuice filmmaker said Anybody who knows me knows Im a bit of a technophobe,Hollywood Reporter,2024-10-25T07:24:12.541863
Edd Griles Director of Cyndi Laupers Girls Just Want to Have Fun Music Video Dies at 78,Instrumental in getting the wrestler Captain Lou Albano on board he also helmed videos for Huey Lewis and the News Eddie Murphy and Lee Greenwood,Hollywood Reporter,2024-10-25T07:24:12.541863
Nicole Kidman Tears Up at Lioness Premiere Talking RedHot Career Wish My Mama Was Here,The Oscar winner opens up on navigating professional highs amid personal lows after losing her beloved mother Janelle Its been hard Its a hard road Im hanging in there,Hollywood Reporter,2024-10-25T07:24:12.541863
Menendez Brothers Resentencing Supported by LA District Attorney George Gascn,A court and parole board will have the final say on whether the brothers who are serving life sentences should have a chance at freedom,Hollywood Reporter,2024-10-25T07:24:12.541863
Jack Jones Wives and Lovers and Love Boat Theme Singer Dies at 86,Once pegged as an heir to Frank Sinatra the son of Allan Jones and Irene Hervey also had hits with Lollipops and Roses The Impossible Dream and Call Me Irresponsible,Hollywood Reporter,2024-10-25T07:24:12.541863
Menendez Resentencing Decision to Be Announced By LA District Attorney on Thursday,George Gascn told CNN he moved up his timeline because of renewed public attention on the case a press conference has been set for Thursday afternoon in downtown Los Angeles,Hollywood Reporter,2024-10-25T07:24:12.541863
Beyonc Set to Join Kamala Harris at Friday Rally in Houston,The event has not yet been publicly announced,Hollywood Reporter,2024-10-25T07:24:12.541863
Peacocks Election Night Plan How About a Kornacki Cam,Peacock will bring its sports multiview experience to election night with a main feed a feed focused on Steve Kornacki and a decision desk feed,Hollywood Reporter,2024-10-25T07:24:12.541863
The L Word Creator Ilene Chaiken and Star Jennifer Beals Launch Multimedia Brand RunAMuck,RunAMuck is described as a crossplatform queer media brand designed to produce content across film TV and events Beals and Chaiken are joined by WMEs Caroline Joyner and executive Jenn Smira,Hollywood Reporter,2024-10-25T07:24:12.541863
Rita Ora to Host MTV EMAs for the Third Time,Taking over the duties at the 2024 edition in Manchester makes the music star the first threetime host,Hollywood Reporter,2024-10-25T07:24:12.541863
TKO to Acquire IMG On Location Professional Bull Riders From Endeavor in 325B Stock Deal,In addition to complementing TKOs existing core UFC and WWE businesses the stock deal expands its footprint in the fastgrowing premium sports market,Hollywood Reporter,2024-10-25T07:24:12.541863
English star throws early Ashes barb,Australias World Cup loss to South Africa proves the gap between the best and the rest is rapidly closing ahead of next years womens Ashes series,News AU,2024-10-25T07:24:14.799223
Smith finds form as Aussie hopefuls launch,There were much needed runs for plenty and a big statement from a Test smokey on an actionpacked day of oneday games around the country,News AU,2024-10-25T07:24:14.799223
So much hate Brutal Raygun sledges emerge,Raygun has opened up about the emotional toll the Olympic breakdancing saga took on here and one thing her critics need to get over,News AU,2024-10-25T07:24:14.799223
Youngsters crucial to Adelaide hopes,Adelaide United coach Carl Veart has made it very clear to club officials about the quality of players he would like to be able to lure to the Reds,News AU,2024-10-25T07:24:14.799223
Historic draft haul to be late recruiting gurus Punt Road legacy,Richmond will lean on its list boss and the man who recruited Dustin Martin to spearhead planning for next months pivotal draft following the tragic death of recruiting guru Chris Toce,News AU,2024-10-25T07:24:14.799223
Swans icon lifts lid on bombshell theory,Sydney premiership coach Paul Roos says players believed umpires were influenced by a public swipe that came from the AFL boss,News AU,2024-10-25T07:24:14.799223
Aussies out to avenge shock loss,They were stunned by New Zealand 12 months ago but Jillaroos veteran Ali Brigginshaw insists her side is under no pressure ahead of their rematch this weekend,News AU,2024-10-25T07:24:14.799223
Exiled NRL player to fight DV charges,Former Penrith Panthers outside back Taylan May will appear in a Sydney court next year where he will fight allegations he assaulted his wife,News AU,2024-10-25T07:24:14.799223
Tennis bad boy nearing shock Aus return,Hes been forgotten and virtually disowned in Australian tennis circles but Bernard Tomic has quietly been improving his ranking,News AU,2024-10-25T07:24:14.799223
Tennis stars hit out Stop ruining the sport,A massive rule change will get its first exposure in Australian tennis tournaments this summer but it wont be popular with all players,News AU,2024-10-25T07:24:14.799223
Broncos coachs unforgivable act of treason,Michael Maguire has been brutally called out over a gut punch inflicted on an entire state as the real losers of his bombshell move emerge,News AU,2024-10-25T07:24:14.799223
Elephant in the room in Grand Final loss,The Sydney Swans have let another golden opportunity slip and theres an inescapable truth their supporters wont want to hear,News AU,2024-10-25T07:24:14.799223
Infuriating detail on AFL premiership Cup,Its the trophy every team wants to lift on Grand Final day but one missing detail continues to baffle AFL fans Now its been explained,News AU,2024-10-25T07:24:14.799223
Olympic great inducted into most elite group,An Olympic champion and a surfing legend are among the new inductees to the most elite group of Australian sportspeople in history,News AU,2024-10-25T07:24:14.799223
Norris stripped of podium in wild F1 drama,Lando Norris had a podium finish taken away as the McLaren driver traded protests with Max Verstappen in a wild finish on Monday,News AU,2024-10-25T07:24:14.799223
Went crazy Aussie golden girls sad reveal,Aussie swimming star Ariarne Titmus has opened up on a major health scare revealing she would give up her Olympic medals for one thing,News AU,2024-10-25T07:24:14.799223
Brutal NBA scenes rock Giddey in Bulls debut,Josh Giddeys debut for the Chicago Bulls has not gone to plan after the Aussie star was stunned by the scenes in New Orleans,News AU,2024-10-25T07:24:14.799223
The secret behind Chiefs success NFL Week 7 preview,Will another blockbuster WR trade help the Chiefs win backtoback NFL Super Bowls and the actual secret behind KCs success,News AU,2024-10-25T07:24:14.799223
City star aiming for derby delight and Roos recall,A Melbourne City star has another chance to push for Socceroos selection in Saturday nights derby at AAMI Park,News AU,2024-10-25T07:24:14.799223
UFC star tells Aussie comedian to f off,An Aussie comedian had the perfect reply when he got under the skin of the man fighting Rob Whittaker in fiery scenes ahead of UFC 308,News AU,2024-10-25T07:24:14.799223
Kang Focus on longhitting robbing golf of beauty,A sixtime winner of the LPGA circuit will line up in what is shaping as a stellar Australian Open field on the Melbourne Sandbelt in December,News AU,2024-10-25T07:24:14.799223
NBL Late Mail Delly set Kings lose star Cotton out,Huge edition of Late Mail with Matthew Dellavedova a chance to play Uniteds second game of the round plus a star King and Bryce Cotton both out,News AU,2024-10-25T07:24:14.799223
NRL convert in shock Wallabies call,His last game was in an NRL final and now JosephAukuso Suaalii is set to play his next match as a Wallaby in the UK after a rapid elevation and confirmation hes not going to England just for a ride,News AU,2024-10-25T07:24:14.799223
Im ready Sad sight for NRL lovers,Less than a month after playing in an NRL preliminary final the newest multimilliondollar signing for Australian rugby declared himself ready to wear Wallaby gold,News AU,2024-10-25T07:24:14.799223
Berry backs Olentia to rise to occasion in biggest test,Star jockey Tommy Berry has a growing confidence exciting duo Olentia and Henlein can confirm their emerging potential by securing the feature race double at Royal Randwick on Saturday,News AU,2024-10-25T07:24:14.799223
Second tragedy hits Olympian icon after reveal,After dropping heartbreaking news about his terminal diagnosis Sir Chris Hoy has gone public with his familys second secret tragedy,News AU,2024-10-25T07:24:14.799223
