Title,Description,Source,Fetched Date
Starbucks baristas to strike in US union says,It follows calls from the Workers United union for higher pay and better conditions for Starbucks baristas,BBC Business,2024-12-20T07:23:08.624196
The student who blew whistle on Kenya airport controversy,Nelson Amenya is hailed as a hero in Kenya after sharing details of a plan to lease the main airport,BBC Business,2024-12-20T07:23:08.624196
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2024-12-20T07:23:08.624196
AI is trained to spot warning signs in blood tests,AI can spot patterns in the data from blood tests that can give an early warning of disease,BBC Business,2024-12-20T07:23:08.624196
Musk joins Bezos and Trump dinner at MaraLago,The Amazon and Blue Origin founder is one of several tech leaders who has made the trip to MaraLago,BBC Business,2024-12-20T07:23:08.624196
N Korea hackers stole 13bn of crypto this year report,Some incidents may be linked to North Korean IT workers infiltrating tech firms according to research firm Chainalysis,BBC Business,2024-12-20T07:23:08.624196
Amazon hit by strike during holiday season scramble,One of Americas most powerful labour unions is staging a protest against the ecommerce giant,BBC Business,2024-12-20T07:23:08.624196
Man convicted for repeatedly lying about inventing Bitcoin,Computer scientist Craig Wright was given a suspended prison sentence for what was described as legal nonsense,BBC Business,2024-12-20T07:23:08.624196
The mega trade deal that has French farmers in uproar,The EU wants a trade deal with four South American nations but France is strongly opposed,BBC Business,2024-12-20T07:23:08.624196
How Facebook restricted news in Palestinian territories,Palestinian news outlets have seen a steep drop in audience engagement since October 2023,BBC Business,2024-12-20T07:23:08.624196
Robinhood CEO Crypto under relentless assault 19 Dec 2024,The CEO of online investing platform Robinhood says the Trump administration will be very good for business,BBC Business,2024-12-20T07:23:08.624196
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2024-12-20T07:23:08.624196
How one product made a multimillion dollar brand,Nell Diamond CEO of Hill House Home shares how her small business skyrocketed to global success with the launch of the Nap Dress in 2019,BBC Business,2024-12-20T07:23:08.624196
Stocks slide as US central bank signals slower pace of rate cuts,The Federal Reserve warned it would be cautious about more interest cuts in the face of inflation concerns,BBC Business,2024-12-20T07:23:08.624196
