Title,Description,Source,Fetched Date
ExAbercrombie CEO used power wealth and influence to traffic vulnerable men prosecutors say,Mike Jeffries and his British partner have been arrested and charged in the alleged sex trafficking of more than a dozen victims,BBC Business,2024-10-23T07:24:42.982995
Boeingmade satellite breaks up in space,The total loss of the communications satellite has affected Intelsat customers around the world,BBC Business,2024-10-23T07:24:42.982995
McDonalds burgers linked to E coli outbreak in the US,At least 49 people have been sickened and one person has died according to the CDC,BBC Business,2024-10-23T07:24:42.982995
Giuliani must turn over 6m NYC apartment to election workers,He has a week to also hand over watches and sports memorabilia to two election Georgia workers who successfully sued him for defamation,BBC Business,2024-10-23T07:24:42.982995
HSBC splits bank between East and West in major overhaul,At the same time the banking giant named its first female finance chief in the firms 159year history,BBC Business,2024-10-23T07:24:42.982995
Starbucks boss shakes up menu to win back customers,The coffee shop chain has also promised to look at pricing and staffing to prevent bottlenecks,BBC Business,2024-10-23T07:24:42.982995
Musk v Ambani Billionaires battle over Indias satellite internet,Musks Starlink and Mukesh Ambani are preparing to face off in Indias satellite broadband market,BBC Business,2024-10-23T07:24:42.982995
Will AI make work burnout worse,There are numerous AI tools to help simplify tasks for workers but some argue these are instead contributing to employee burnout,BBC Business,2024-10-23T07:24:42.982995
Pound falls as UK inflation declines 16 Oct 2024,The British currency fell greater than expected and came up against a very strong dollar,BBC Business,2024-10-23T07:24:42.982995
Trump has the worlds richest man on his side What does Musk want,The SpaceX boss says only his fellow billionaire can save democracy but some question Musks motives,BBC Business,2024-10-23T07:24:42.982995
Nerves frayed in Canada and Mexico over US trade relations,As Americans prepare to vote in the presidential election Canadians and Mexicans mull the likely impact,BBC Business,2024-10-23T07:24:42.982995
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2024-10-23T07:24:42.982995
How Duolingo became so addicting according to its CEO,Perhaps no app has mastered user loyalty quite like Duolingo the gamified languagelearning platform 34 million people a day cant put down,BBC Business,2024-10-23T07:24:42.982995
Reeves welcomes IMFs improved growth forecast,The global financial institution predicts stronger UK growth of 11 this year and 15 next year,BBC Business,2024-10-23T07:24:42.982995
Facebook and Instagram launch celebrity scam ad crackdown,Celebrities including Elon Musk and Martin Lewis repeatedly feature in ads for products they have not endorsed,BBC Business,2024-10-23T07:24:42.982995
How scammers duped India job seekers with a fake bank,Job scams are not uncommon in India but the setting up of a fake branch still took many by surprise,BBC Business,2024-10-23T07:24:42.982995
Blade Runner 2049 maker sues Musk over robotaxi images,Alcon Entertainment says it denied a request to use material from the film at the Tesla cybercab event,BBC Business,2024-10-23T07:24:42.982995
UK borrowing rises ahead of Budget,Official data shows borrowing the difference between spending and tax take reached 166bn last month,BBC Business,2024-10-23T07:24:42.982995
Expresident of Peru gets 20 years for corruption,Prosecutors say Alejandro Toledo took 35m in bribes from a Brazilian construction company,BBC Business,2024-10-23T07:24:42.982995
