Title,Description,Source,Fetched Date
Trump gets 15m in ABC News defamation case,The network will also publish a statement expressing regret for statements by George Stephanopoulos,BBC Business,2024-12-15T07:23:40.513586
Founder of fashion chain Mango dies in cave accident,The 71yearold is remembered for his fashion leadership after the accident in caves near Barcelona,BBC Business,2024-12-15T07:23:40.513586
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2024-12-15T07:23:40.513586
Canadian government moves to end weekslong postal strike,Around 55000 postal workers began striking on 15 November over pay and working conditions,BBC Business,2024-12-15T07:23:40.513586
UK doesnt have enough builders for Labours 15m homes,Builders and developers say reforms are needed to recruit more tradespeople to build the homes being promised,BBC Business,2024-12-15T07:23:40.513586
Could new super highway lure military regimes back into the West African fold,The road from Abidjan to Lagos could breathe new life into West Africas regional bloc Ecowas,BBC Business,2024-12-15T07:23:40.513586
OpenAI whistleblower found dead in San Francisco apartment,The San Francisco medical examiners office determined Suchir Balajis death to be suicide and police found no evidence of foul play,BBC Business,2024-12-15T07:23:40.513586
Tracing the powerful family roots of suspected killer Luigi Mangione,In his home city the accused shooters family name has meant wealth power prominence and philanthropy for decades,BBC Business,2024-12-15T07:23:40.513586
Trump rings bell on record stock market but will it last,The US presidentelect comes into office with a strong economy but investors hope for more and current highs may be difficult to sustain,BBC Business,2024-12-15T07:23:40.513586
Is Indias economic boom fading,The rate of Indias economic growth is still robust but the latest GDP figures signal a slowdown,BBC Business,2024-12-15T07:23:40.513586
Nasdaq rally expected to continue in 2025 13 Dec 2024,Wealth consultancy expert Jimmy Lee predicts the stock market rally will continue throughout next year,BBC Business,2024-12-15T07:23:40.513586
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2024-12-15T07:23:40.513586
How one product made a multimillion dollar brand,Nell Diamond CEO of Hill House Home shares how her small business skyrocketed to global success with the launch of the Nap Dress in 2019,BBC Business,2024-12-15T07:23:40.513586
Milei Musk and Maga Is Argentina influencing the US,As Argentinas libertarian President Javier Milei marks one year in office his policies are keenly observed in the US,BBC Business,2024-12-15T07:23:40.513586
BBC complains to Apple over misleading shooting headline,Apples new artificial intelligence features falsely made it seem the BBC reported Luigi Mangione had shot himself,BBC Business,2024-12-15T07:23:40.513586
Influencers brand faces backlash over bullying claims,Fans are outraged by allegations of bodyshaming and a toxic workplace at fashion company Djerf Avenue,BBC Business,2024-12-15T07:23:40.513586
N Korea made millions from remote work scheme US says,Fourteen North Koreans have been charged with fraud in the US over an alleged longrunning conspiracy,BBC Business,2024-12-15T07:23:40.513586
UK economy shrinks for second month in a row,The economy had been expected to return to growth but it contracted by 01,BBC Business,2024-12-15T07:23:40.513586
Why digital twins could speed up drug discovery,AI can create digital humans and digital organs that can be used in clinical trials,BBC Business,2024-12-15T07:23:40.513586
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2024-12-15T07:23:40.513586
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2024-12-15T07:23:40.513586
