Title,Description,Source,Fetched Date,Combined Text,Score,Sentiment
DNA testing site 23andMe files for bankruptcy protection,The company said that it will now attempt to sell itself under the supervision of a court,BBC Business,2025-03-24T07:26:52.473559,dna testing site 23andme file bankruptcy protection . company said attempt sell supervision court,0.0,Neutral
Disneys Snow White film tops box office despite bad reviews,The film has taken an estimated 873m globally during its opening weekend according to Box Office Mojo,BBC Business,2025-03-24T07:26:52.473559,disney snow white film top box office despite bad review . film taken estimated 873m globally opening weekend according box office mojo,0.5647,Positive
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2025-03-24T07:26:52.473559,world business . gain leading edge global insight boardroom beyond inbox every wednesday,0.5267,Positive
Reeves confirms 15 cut to Civil Service running costs,Savings will be from back office and administrative roles rather than frontline services chancellor tells the BBC,BBC Business,2025-03-24T07:26:52.473559,reef confirms 15 cut civil service running cost . saving back office administrative role rather frontline service chancellor tell bbc,-0.2732,Negative
End of hedonism Why Britain turned its back on clubbing,In the last five years around 400 clubs have closed in Britain could the lasting impact of the pandemic play a part,BBC Business,2025-03-24T07:26:52.473559,end hedonism britain turned back clubbing . last five year around 400 club closed britain could lasting impact pandemic play part,0.34,Positive
What makes a rum Jamaican Question at heart of Caribbean legal dispute,The dispute centres on whether it is acceptable to age and bottle the spirit overseas,BBC Business,2025-03-24T07:26:52.473559,make rum jamaican question heart caribbean legal dispute . dispute centre whether acceptable age bottle spirit overseas,-0.2263,Neutral
Investigation ordered into power outage that closed Heathrow,Energy Secretary Ed Miliband says there are lessons to be learned after substation fire led to major flight disruption on Friday,BBC Business,2025-03-24T07:26:52.473559,investigation ordered power outage closed heathrow . energy secretary ed miliband say lesson learned substation fire led major flight disruption friday,-0.4215,Negative
Experts to investigate student loan fraud claims,The education secretary says claims of student loan fraud point to one of the biggest financial scandals in the university sector,BBC Business,2025-03-24T07:26:52.473559,expert investigate student loan fraud claim . education secretary say claim student loan fraud point one biggest financial scandal university sector,-0.8885,Negative
Week in Markets 21 Mar 2025,A weekly summary of the big stories from financial markets around the world,BBC Business,2025-03-24T07:26:52.473559,week market 21 mar 2025. weekly summary big story financial market around world,0.0,Neutral
The slow but steady advance of driverless vehicles,Robotaxi services and driverless trucks are gaining ground but progress is painstaking,BBC Business,2025-03-24T07:26:52.473559,slow steady advance driverless vehicle . robotaxi service driverless truck gaining ground progress painstaking,0.6808,Positive
NYSE Opening Bell,Watch the latest from BBCs new daily business programme coming from the heart of New Yorks financial district,BBC Business,2025-03-24T07:26:52.473559,nyse opening bell . watch latest bbcs new daily business programme coming heart new york financial district,0.0,Neutral
The exGoogle exec who wants to simplify your life,Marissa Mayer a former Google and Yahoo executive believes AI should simplify our lives,BBC Business,2025-03-24T07:26:52.473559,exgoogle exec want simplify life . marissa mayer former google yahoo executive belief ai simplify life,0.0772,Neutral
The open secret about rare earth minerals,They are the focus of many diplomatic skirmishes but how are rare earth minerals used and where are they found,BBC Business,2025-03-24T07:26:52.473559,open secret rare earth mineral . focus many diplomatic skirmish rare earth mineral used found,0.0,Neutral
Canada can win trade war with US foreign affairs minister Mlanie Joly says,Canada is among the countries waiting to see what Trumps 2 April reciprocal tariffs look like,BBC Business,2025-03-24T07:26:52.473559,canada win trade war u foreign affair minister mlanie joly say . canada among country waiting see trump 2 april reciprocal tariff look like,0.34,Positive
UK TV industry in crisis says Wolf Hall director,Funding problems meant Wolf Hall The Mirror and The Light was almost axed weeks before filming began,BBC Business,2025-03-24T07:26:52.473559,uk tv industry crisis say wolf hall director . funding problem meant wolf hall mirror light almost axed week filming began,-0.8319,Negative
Columbia University agrees to Trump administrations demand for mask ban,The Trump administration has warned 60 universities funding may be cut if they do not address allegations of antisemitism on campuses,BBC Business,2025-03-24T07:26:52.473559,columbia university agrees trump administration demand mask ban . trump administration warned 60 university funding may cut address allegation antisemitism campus,-0.7579,Negative
The surprising persistence of typewriters,Computers and smartphones might be where most writing is done these days but typewriters still have work to do in the US,BBC Business,2025-03-24T07:26:52.473559,surprising persistence typewriter . computer smartphones might writing done day typewriter still work u,0.2732,Positive
Facebook to stop targeting ads at UK woman after legal fight,Tanya OCarroll says her case opens a gateway for others wanting to stop personalised adverts,BBC Business,2025-03-24T07:26:52.473559,facebook stop targeting ad uk woman legal fight . tanya ocarroll say case open gateway others wanting stop personalised advert,-0.6705,Negative
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2025-03-24T07:26:52.473559,playing fire quit work retire 30 . personal finance strategy popular among millennials helping quit job retire decade early,0.5267,Positive
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2025-03-24T07:26:52.473559,boomerang ceo ever succeed . five year ousted wework adam neumann want rebuy nowbankrupt business,0.5423,Positive
How industry leaders transformed their career,The BBCs Katty Kay has spoken to successful changemakers to ask what made them pivot in their career,BBC Business,2025-03-24T07:26:52.473559,industry leader transformed career . bbcs katty kay spoken successful changemakers ask made pivot career,0.5859,Positive
Women were the original beer brewers what changed,Today the beer industry is maledominated but it wasnt always so,BBC Business,2025-03-24T07:26:52.473559,woman original beer brewer changed . today beer industry maledominated wasnt always,0.3182,Positive
How waiting alters our perception of time,Expert advice on how to get through a waiting period,BBC Business,2025-03-24T07:26:52.473559,waiting alters perception time . expert advice get waiting period,0.0,Neutral
Do the superrich deserve their wealth,Should there be a cap on billionaires wealth and their inheritances,BBC Business,2025-03-24T07:26:52.473559,superrich deserve wealth . cap billionaire wealth inheritance,0.7506,Positive
Four simple hacks to succeed in every conversation,A career coach a choreographer a chef and a dragon boat captain offer advice on giving critical feedback,BBC Business,2025-03-24T07:26:52.473559,four simple hack succeed every conversation . career coach choreographer chef dragon boat captain offer advice giving critical feedback,0.5106,Positive
Solo and hybrid work Navigating our future and new normal,Covid19 reshaped the way we live and work We rethink solo working and explore the future of worklife,BBC Business,2025-03-24T07:26:52.473559,solo hybrid work navigating future new normal . covid19 reshaped way live work rethink solo working explore future worklife,0.0,Neutral
