Title,Description,Source,Fetched Date
Why Canada could become the next nuclear energy superpower,With its rich resources uranium mining companies want Canada to play a key role in fuelling nuclear reactors worldwide,BBC Business,2024-11-14T07:23:04.646284
Apple accused of trapping and ripping off 40m iCloud customers,A UK consumer group is seeking a 3bn payout for British users as a result of the legal action it is launching,BBC Business,2024-11-14T07:23:04.646284
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2024-11-14T07:23:04.646284
Inflation progress stalls in US in October,Prices in the US rose 26 over the 12 months to October driven by more expensive food and groceries,BBC Business,2024-11-14T07:23:04.646284
VW launches 58bn tieup with Tesla rival Rivian,The firms will share EV technology as they face slowing sales growth and competition from Chinese rivals,BBC Business,2024-11-14T07:23:04.646284
I won 1m in the UK lottery but I still bargain hunt,Ceri Roberts says winning 1m on the National Lottery has been life changing,BBC Business,2024-11-14T07:23:04.646284
Will Elon Musk be able to cut 2 trillion from US government spending,The Tesla CEO claimed he could slash US spending by eradicating waste,BBC Business,2024-11-14T07:23:04.646284
Too small pension funds hold back growth UK chancellor,The chancellor wants to merge the UKs pension funds but critics worry about the impact on savers,BBC Business,2024-11-14T07:23:04.646284
Will Trumps victory spark a global trade war,Trump has promised tariffs on all foreign goods If he follows through many smaller economies may be forced to respond in kind,BBC Business,2024-11-14T07:23:04.646284
How Japans youngest CEO transformed Hello Kitty,As the cute character celebrates her 50th anniversary the firm behind it is now a trillion yen business,BBC Business,2024-11-14T07:23:04.646284
Fed still set to cut rates despite inflation 13 Nov 2024,Michael Reid the US Economist at RBC Capital Markets says the Fed is still on track for a rate cut in December,BBC Business,2024-11-14T07:23:04.646284
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2024-11-14T07:23:04.646284
The business of transforming mental health at work,Cherie Clonan CEO of The Digital Picnic explains how free dinners burnoutpreventing days off and even ADHD assessments have boosted employee wellbeing and her bottom line,BBC Business,2024-11-14T07:23:04.646284
The Guardian stops posting on Elon Musks toxic X,It has accused X of promoting disturbing content and says Mr Musk is using it to shape political discourse,BBC Business,2024-11-14T07:23:04.646284
Bali flights cancelled due to dangerous volcanic ash,Australian airlines say it is unsafe to fly after Mount Lewotobi Lakilaki spewed ash,BBC Business,2024-11-14T07:23:04.646284
Why Tesla crypto and prisons are Trump trade winners,As the dust settles on a postelection stock market rally some firms have already gained,BBC Business,2024-11-14T07:23:04.646284
Adults buying kids toys to escape global turmoil,Retailers are increasingly targeting the kidult market as family finances are squeezed,BBC Business,2024-11-14T07:23:04.646284
