Title,Description,Source,Fetched Date
Trump signs sweeping tax and spending bill into law,A signing ceremony at the White House on Friday afternoon kicked off celebrations for 4 July,BBC Business,2025-07-05T07:25:34.466923
Do they have gold in them The Indian artisans up in arms over Pradas sandals,Artisans who make Kolhapuri sandals are demanding better recognition after Prada failed to acknowledge design roots,BBC Business,2025-07-05T07:25:34.466923
World of Business,Gain the leading edge with global insights for the boardroom and beyond in your inbox every Wednesday,BBC Business,2025-07-05T07:25:34.466923
Trump says US to start sending out tariff letters,The move comes ahead of a deadline that may see much higher import taxes on goods coming into the US,BBC Business,2025-07-05T07:25:34.466923
What have tariffs really done to the US economy,As President Trump weighs tariff plans he will have one eye on the US economy,BBC Business,2025-07-05T07:25:34.466923
US debt is now 37tn should we be worried,President Trumps budget bill will add to the US debt pile but is there a limit to how much the rest of the world will lend Uncle Sam,BBC Business,2025-07-05T07:25:34.466923
Is it OK to cry at work,After UK Chancellor Rachel Reeves cried in parliament this week how acceptable is it to show emotion at work,BBC Business,2025-07-05T07:25:34.466923
One in 10 cars sold in UK made in China,One in 10 cars bought in the UK are Chinese owned new figures suggest,BBC Business,2025-07-05T07:25:34.466923
Why the worlds superyachts are getting bigger and bigger,Billionaires and multimillionaires around the globe are trading up for more space and luxury,BBC Business,2025-07-05T07:25:34.466923
The bridge changing lives and boosting business,The resund bridge which connects Denmark and Sweden is celebrating 25 years since its opening,BBC Business,2025-07-05T07:25:34.466923
Markets mixed ahead of US jobs data 2 July 2025,Chief Investment Officer at Hamilton Capital Partners says markets are in a wait and see mode over tariffs,BBC Business,2025-07-05T07:25:34.466923
Im being paid to fix issues caused by AI,Businesses that rush to use AI to write content or computer code often have to pay humans to fix it,BBC Business,2025-07-05T07:25:34.466923
Sport agent Jonathan Barnett accused of rape in US lawsuit,Barnett denies allegations he kept the woman as a sex slave over a six year period,BBC Business,2025-07-05T07:25:34.466923
Fictional Kpop bands beat BTS and Blackpink in US charts,Songs from the film KPop Demon Hunter have surpassed the success of reallife Kpop bands BTS and Blackpink,BBC Business,2025-07-05T07:25:34.466923
Congress passes Trumps big beautiful bill cutting taxes and spending,The US president wins over sparring factions within his own party to get the bill passed after months of wrangling,BBC Business,2025-07-05T07:25:34.466923
The sale of illegal cigarettes signals a deeper problem with UK high streets,Some black market cigarettes have been found to contain dead flies and asbestos But the trade nods to a wider issue a BBC investigation has found,BBC Business,2025-07-05T07:25:34.466923
Ryanair increases size limits for free cabin bags,The increase comes as the EU mandates a universal minimum size for free underseat bags,BBC Business,2025-07-05T07:25:34.466923
Trump gets major win now but it comes with risks down the road,The megabill helps the president deliver on promises but also contains the seeds of political peril writes Anthony Zurcher,BBC Business,2025-07-05T07:25:34.466923
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2025-07-05T07:25:34.466923
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2025-07-05T07:25:34.466923
How industry leaders transformed their career,The BBCs Katty Kay has spoken to successful changemakers to ask what made them pivot in their career,BBC Business,2025-07-05T07:25:34.466923
Women were the original beer brewers what changed,Today the beer industry is maledominated but it wasnt always so,BBC Business,2025-07-05T07:25:34.466923
How waiting alters our perception of time,Expert advice on how to get through a waiting period,BBC Business,2025-07-05T07:25:34.466923
Do the superrich deserve their wealth,Should there be a cap on billionaires wealth and their inheritances,BBC Business,2025-07-05T07:25:34.466923
Four simple hacks to succeed in every conversation,A career coach a choreographer a chef and a dragon boat captain offer advice on giving critical feedback,BBC Business,2025-07-05T07:25:34.466923
Solo and hybrid work Navigating our future and new normal,Covid19 reshaped the way we live and work We rethink solo working and explore the future of worklife,BBC Business,2025-07-05T07:25:34.466923
Can supersonic flight ever be sustainable,How a new era of quiet net zero supersonic airliners could revolutionise the aviation industry,BBC Business,2025-07-05T07:25:34.466923
Commencement speech The surprising pitfall of your passions,Students are graduating in the US this week The commencement speeches might lead them into questionable choices,BBC Business,2025-07-05T07:25:34.466923
A desk full of descriptions for your work colleagues,These are the long lost words youve been waiting for to describe your colleagues,BBC Business,2025-07-05T07:25:34.466923
Veterinarian suicide rates are very high Why,Veterinarian professionals are committing suicide at a higher rate than the general population,BBC Business,2025-07-05T07:25:34.466923
ASMR How whispering took over the internet,We meet the creators behind the current ASMR boom,BBC Business,2025-07-05T07:25:34.466923
What will Trumps tax and spending bill do to the US national debt,US President Donald Trumps tax and spending bill has sparked intense debate BBC Verifys policy and analysis correspondent Ben Chu has been looking at what the bill could do to the US national debt,BBC Business,2025-07-05T07:25:34.466923
What are the key items in Trumps sprawling budget bill,The tax and spending bill which is set to become law includes sweeping changes to taxes Social Security and more,BBC Business,2025-07-05T07:25:34.466923
Strong jump in US jobs as economy defies expectations,Hiring in the US defied expectations with 147000 jobs added last month official figures show,BBC Business,2025-07-05T07:25:34.466923
Ryanair cancels flights for 30000 passengers due to French strike,Airlines and Frances transport minister has condemned the strikes as unacceptable at the start of summer holidays,BBC Business,2025-07-05T07:25:34.466923
Microsoft to cut up to 9000 more jobs as it invests in AI,The US tech giant will axe 4 of its global workforce and plough money into artificial intelligence,BBC Business,2025-07-05T07:25:34.466923
UK borrowing costs fall as investors nerves ease,The cost of UK government borrowing falls and the pound rallies as the PM says he works in lockstep with Rachel Reeves,BBC Business,2025-07-05T07:25:34.466923
Trump calls on US central bank head to quit immediately,The president has repeatedly criticised Jerome Powell for not cutting rates but has sent mixed signals about removing him from the role,BBC Business,2025-07-05T07:25:34.466923
Trump announces trade deal with Vietnam,The US plans to charge 20 tariffs on Vietnamese goods less than half the rate set to go into effect next week,BBC Business,2025-07-05T07:25:34.466923
Tesla deliveries fall for second quarter in a row,Elon Musks controversial role in the Trump administration has been blamed for the collapse in sales,BBC Business,2025-07-05T07:25:34.466923
Caitlyn Jenners Manager Sophia Hutchins Dies at 29 Reports,The close friend of the former Olympian served as a Trump 2024 campaign surrogate and founded the sunscreen company Lumasol,Hollywood Reporter,2025-07-05T07:25:35.302424
Top Dogs Again Joey Chestnut and Miki Sudo Win 2025 Nathans Famous Hot Dog Eating Contest,Sudo captured her 11th title defending her 2024 win as Chestnut made a triumphant comeback after last years ban,Hollywood Reporter,2025-07-05T07:25:35.302424
La Roux Wants You to Know That Beyond Singing She Also Writes Produces and Performs Her Music,Elly Jackson playing this years Karlovy Vary Film Festival opening concert discusses her upcoming album interest in creating a soundtrack Tilda Swinton sexism Bulletproof and her development as an artist,Hollywood Reporter,2025-07-05T07:25:35.302424
JPop Trio Numberi Just Wants to Make Music They Love,The charttopping Japanese act recently performed at 88Risings SoCal music festival Head in the Clouds,Hollywood Reporter,2025-07-05T07:25:35.302424
Derek AE Fuhrmann CoWriter of Phillip Phillips Gone Gone Gone Dies at 44,The song went peaked at No 24 on the Billboard Hot 100 and appeared in films such as The Amazing SpiderMan 2 and Grudge Match,Hollywood Reporter,2025-07-05T07:25:35.302424
Oasis Liam Gallagher Apologizes for Using Racial Slur Sorry If I Offended Anyone,I do not discriminate the musician wrote in a followup X post on Wednesday,Hollywood Reporter,2025-07-05T07:25:35.302424
Can Diddys Career Survive His Verdict What the Music Industry Is Saying,Offers one executive Youve always had bad boys and bad behavior It was glorified it wasnt punished Its built into the roots of the business,Hollywood Reporter,2025-07-05T07:25:35.302424
Tennis Star Taylor Fritz Is Eyeing His First Grand Slam and He Really Hates to Lose,With Wimbledon underway the US sports star catches up with The Hollywood Reporter about life inside and outside of tennis I always need to have something Im working towards,Hollywood Reporter,2025-07-05T07:25:35.302424
Former World Champion Boxer Arrested by ICE Days After Fighting Jake Paul In Anaheim,Julio Csar Chvez Jr will be deported to Mexico the Department of Homeland Security says,Hollywood Reporter,2025-07-05T07:25:35.302424
Sukeban Japanese Female ProWrestling Brand Strikes NTT Docomo Studio Live Deal,Sukeban is a treasure trove of pop culture bringing together manga anime fashion music and beauty all through the powerful lens of womens professional wrestling,Hollywood Reporter,2025-07-05T07:25:35.302424
UK Streaming Levy Officially Rejected by Government We Support a Mixed Ecology,The government response published Thursday cited the more than 400 million contribution Barbie and Bridgerton made to the UK economy over the last five years,Hollywood Reporter,2025-07-05T07:25:35.302424
BBC Deemed Bob Vylan High Risk Before Glastonbury Set Moves Staff Off Live Events Team,After punk duo Bob Vylan chanted death to the IDF live on air the BBC has vowed to take action to ensure proper accountability for those found to be responsible for the broadcast,Hollywood Reporter,2025-07-05T07:25:35.302424
