Title,Description,Source,Fetched Date,Combined Text,Score,Sentiment
Chinese giant Chery could build cars in UK,Chery is weighing up the possibility of building cars in the UK according to a senior executive,BBC Business,2024-09-08T07:19:57.427708,chinese giant chery could build car uk . chery weighing possibility building car uk according senior executive,0.0,Neutral
30m a year this F1 designer is one of sports highestearning Britons,Adrian Newey is paid more than most drivers on the F1 grid Andrew Benson analyses what makes the man joining Aston Martin next year so successful and so in demand,BBC Business,2024-09-08T07:19:57.427708,30m year f1 designer one sport highestearning briton . adrian newey paid driver f1 grid andrew benson analysis make man joining aston martin next year successful demand,0.5106,Positive
Owner of OnlyFans paid 631m as subscriptions rise,Leonid Radvinskys huge earnings were revealed in the online platforms latest accounts,BBC Business,2024-09-08T07:19:57.427708,owner onlyfans paid 631m subscription rise . leonid radvinskys huge earnings revealed online platform latest account,0.3182,Positive
Selena Gomez joins billionaire celebrity rich list,The celebrity joins the billionaire ranks thanks to her Rare Beauty makeup business,BBC Business,2024-09-08T07:19:57.427708,selena gomez join billionaire celebrity rich list . celebrity join billionaire rank thanks rare beauty makeup business,0.9287,Positive
Mixed jobs report adds to US economy concerns,Employers added 142000 jobs in August figures show which was less than expected,BBC Business,2024-09-08T07:19:57.427708,mixed job report add u economy concern . employer added 142000 job august figure show less expected,0.0,Neutral
China shifts gear in Africa as it looks to a green future,China looks to invest in clean energy but it is not clear if this will shift the relationship with Africa,BBC Business,2024-09-08T07:19:57.427708,china shift gear africa look green future . china look invest clean energy clear shift relationship africa,0.7506,Positive
Boeing Starliner returns to Earth but without astronauts,The troubled spacecraft returns empty to New Mexico from the International Space Station,BBC Business,2024-09-08T07:19:57.427708,boeing starliner return earth without astronaut . troubled spacecraft return empty new mexico international space station,0.1729,Neutral
A tale of two towers how fire safety differs at luxury London highrise and Margate estate,Both buildings have had fires recently but residents on opposite ends of the economic spectrum tell of very different experiences,BBC Business,2024-09-08T07:19:57.427708,tale two tower fire safety differs luxury london highrise margate estate . building fire recently resident opposite end economic spectrum tell different experience,-0.25,Negative
Kakeibo The Japanese art of saving money,Kakeibo a centuryold Japanese technique for budgeting is a nononsense way to take charge of your finances,BBC Business,2024-09-08T07:19:57.427708,kakeibo japanese art saving money . kakeibo centuryold japanese technique budgeting nononsense way take charge finance,0.0,Neutral
Good Bad Billionaire,Simon Jack and Zing Tsjeng find out how the worlds billionaires made their money and then judge them Are they good bad or just another billionaire Listen to season two New episodes released on Mondays,BBC Business,2024-09-08T07:19:57.427708,good bad billionaire . simon jack zing tsjeng find world billionaire made money judge good bad another billionaire listen season two new episode released monday,-0.296,Negative
How Microsoft is tackling AI bias,Microsoft is turning to AI to make its workplace more inclusive,BBC Business,2024-09-08T07:19:57.427708,microsoft tackling ai bias . microsoft turning ai make workplace inclusive,-0.1027,Neutral
Aly Raisman on competing at the highest level,The decorated US gymnast opened up to the BBCs Katty Kay about blocking out the noise trusting her training and her winning mindset,BBC Business,2024-09-08T07:19:57.427708,aly raisman competing highest level . decorated u gymnast opened bbcs katty kay blocking noise trusting training winning mindset,0.5423,Positive
Jackie JoynerKersees goldmedal attitude,The retired athlete and halloffamer opened up to the BBCs Katty Kay about the challenges she faced on the road to the Olympics and the winning mindset that saw her through them,BBC Business,2024-09-08T07:19:57.427708,jackie joynerkersees goldmedal attitude . retired athlete halloffamer opened bbcs katty kay challenge faced road olympics winning mindset saw,0.5719,Positive
Telegram CEO Durov says his arrest misguided,Pavel Durov has hit back at French authorities following his arrest in Paris last week,BBC Business,2024-09-08T07:19:57.427708,telegram ceo durov say arrest misguided . pavel durov hit back french authority following arrest paris last week,-0.5423,Negative
Google abusing ad tech dominance UK competition watchdog finds,The regulator says anticompetitive practices could be harming online publishers and advertisers,BBC Business,2024-09-08T07:19:57.427708,google abusing ad tech dominance uk competition watchdog find . regulator say anticompetitive practice could harming online publisher advertiser,-0.7003,Negative
Man accused of using bots and AI to earn streaming revenue,Prosecutors in the US say he fraudulently earned millions of dollars through billions of streams,BBC Business,2024-09-08T07:19:57.427708,man accused using bot ai earn streaming revenue . prosecutor u say fraudulently earned million dollar billion stream,-0.296,Negative
These arent just words The woman threatened for taking X to court,Australias internet watchdog says she received a torrent of abuse after being personally named by Elon Musk,BBC Business,2024-09-08T07:19:57.427708,arent word woman threatened taking x court . australia internet watchdog say received torrent abuse personally named elon musk,-0.4059,Negative
A mega merger aims to reshape Indias entertainment landscape,The deal aims to create Indias largest entertainment company which will dominate the advertising market,BBC Business,2024-09-08T07:19:57.427708,mega merger aim reshape india entertainment landscape . deal aim create india largest entertainment company dominate advertising market,0.7351,Positive
Crash dummies and robot arms How airline seats are tested,Building hitech airline seats has become a huge business in Northern Ireland,BBC Business,2024-09-08T07:19:57.427708,crash dummy robot arm airline seat tested . building hitech airline seat become huge business northern ireland,-0.1027,Neutral
Playing with FIRE How to quit work and retire in your 30s,A personal finance strategy popular among millennials is helping them to quit their job and retire decades early,BBC Business,2024-09-08T07:19:57.427708,playing fire quit work retire 30 . personal finance strategy popular among millennials helping quit job retire decade early,0.5267,Positive
Boomerang CEOs Do they ever succeed,Five years after being ousted from WeWork Adam Neumann wants to rebuy the nowbankrupt business,BBC Business,2024-09-08T07:19:57.427708,boomerang ceo ever succeed . five year ousted wework adam neumann want rebuy nowbankrupt business,0.5423,Positive
How industry leaders transformed their career,The BBCs Katty Kay has spoken to successful changemakers to ask what made them pivot in their career,BBC Business,2024-09-08T07:19:57.427708,industry leader transformed career . bbcs katty kay spoken successful changemakers ask made pivot career,0.5859,Positive
Women were the original beer brewers what changed,Today the beer industry is maledominated but it wasnt always so,BBC Business,2024-09-08T07:19:57.427708,woman original beer brewer changed . today beer industry maledominated wasnt always,0.3182,Positive
How waiting alters our perception of time,Expert advice on how to get through a waiting period,BBC Business,2024-09-08T07:19:57.427708,waiting alters perception time . expert advice get waiting period,0.0,Neutral
Do the superrich deserve their wealth,Should there be a cap on billionaires wealth and their inheritances,BBC Business,2024-09-08T07:19:57.427708,superrich deserve wealth . cap billionaire wealth inheritance,0.7506,Positive
Four simple hacks to succeed in every conversation,A career coach a choreographer a chef and a dragon boat captain offer advice on giving critical feedback,BBC Business,2024-09-08T07:19:57.427708,four simple hack succeed every conversation . career coach choreographer chef dragon boat captain offer advice giving critical feedback,0.5106,Positive
Solo and hybrid work Navigating our future and new normal,Covid19 reshaped the way we live and work We rethink solo working and explore the future of worklife,BBC Business,2024-09-08T07:19:57.427708,solo hybrid work navigating future new normal . covid19 reshaped way live work rethink solo working explore future worklife,0.0,Neutral
Can supersonic flight ever be sustainable,How a new era of quiet net zero supersonic airliners could revolutionise the aviation industry,BBC Business,2024-09-08T07:19:57.427708,supersonic flight ever sustainable . new era quiet net zero supersonic airliner could revolutionise aviation industry,0.0,Neutral
Commencement speech The surprising pitfall of your passions,Students are graduating in the US this week The commencement speeches might lead them into questionable choices,BBC Business,2024-09-08T07:19:57.427708,commencement speech surprising pitfall passion . student graduating u week commencement speech might lead questionable choice,0.4404,Positive
ASMR How whispering took over the internet,We meet the creators behind the current ASMR boom,BBC Business,2024-09-08T07:19:57.427708,asmr whispering took internet . meet creator behind current asmr boom,0.0,Neutral
A desk full of descriptions for your work colleagues,These are the long lost words youve been waiting for to describe your colleagues,BBC Business,2024-09-08T07:19:57.427708,desk full description work colleague . long lost word youve waiting describe colleague,-0.3182,Negative
Veterinarian suicide rates are very high Why,Veterinarian professionals are committing suicide at a higher rate than the general population,BBC Business,2024-09-08T07:19:57.427708,veterinarian suicide rate high . veterinarian professional committing suicide higher rate general population,-0.8658,Negative
Sir Alan Bates gets married on Richard Bransons island,The 70yearold ties the knot with his partner of 34 years in the Caribbean,BBC Business,2024-09-08T07:19:57.427708,sir alan bates get married richard bransons island . 70yearold tie knot partner 34 year caribbean,0.0,Neutral
Body Shops remaining stores rescued from administration,The deal for the cosmetics firm appears to secure the immediate future for remaining staff,BBC Business,2024-09-08T07:19:57.427708,body shop remaining store rescued administration . deal cosmetic firm appears secure immediate future remaining staff,0.6369,Positive
What is the winter fuel payment and how can I still claim it,A row over winter fuel payments exposes issues with unclaimed benefits such as pension credit,BBC Business,2024-09-08T07:19:57.427708,winter fuel payment still claim . row winter fuel payment expose issue unclaimed benefit pension credit,0.6124,Positive
Fudge maker devastated as social media suspended,The familyrun business claims it has lost almost 100000 followers after Instagrams decision,BBC Business,2024-09-08T07:19:57.427708,fudge maker devastated social medium suspended . familyrun business claim lost almost 100000 follower instagrams decision,-0.8555,Negative
Firstclass stamp price to rise to 165,The company says the price rise is needed as it faces very real and urgent financial challenges,BBC Business,2024-09-08T07:19:57.427708,firstclass stamp price rise 165. company say price rise needed face real urgent financial challenge,0.2732,Positive
UK house prices hit twoyear high,The recent rate cut has boosted confidence among homebuyers the UKs largest mortgage lender says,BBC Business,2024-09-08T07:19:57.427708,uk house price hit twoyear high . recent rate cut boosted confidence among homebuyers uk largest mortgage lender say,0.5719,Positive
Towie star says sorting pension is a top priority,Gemma Collins says saving for retirement is important as she does not want to be hustling forever,BBC Business,2024-09-08T07:19:57.427708,towie star say sorting pension top priority . gemma collins say saving retirement important want hustling forever,0.4404,Positive
Second class letter deliveries on Saturdays could be cut,Changes to second class deliveries could be allowed to keep the first class service unchanged,BBC Business,2024-09-08T07:19:57.427708,second class letter delivery saturday could cut . change second class delivery could allowed keep first class service unchanged,-0.2732,Negative
John Lewis brings back never knowingly undersold,The Uturn comes as the High Street retailer tries to revive its fortunes and win back customers,BBC Business,2024-09-08T07:19:57.427708,john lewis brings back never knowingly undersold . uturn come high street retailer try revive fortune win back customer,0.7351,Positive
Landslides are wreaking havoc on this California city Locals vow to stay,The land is moving so fast that authorities have switched off gas and electricity to hundreds of homes,BBC Earth,2024-09-08T07:19:57.516973,landslide wreaking havoc california city local vow stay . land moving fast authority switched gas electricity hundred home,-0.5574,Negative
How good fire is reviving wildlife,The destruction a fire brings can be crucial for certain species to thrive Meet the conservationists reviving the ancient art of good fire,BBC Earth,2024-09-08T07:19:57.516973,good fire reviving wildlife . destruction fire brings crucial certain specie thrive meet conservationist reviving ancient art good fire,-0.4588,Negative
The largest dam removal in US history is complete,The Klamath River is free of four huge dams for the first time in generations But for the Yurok tribe the rivers restoration is only just beginning starting with 18 billion seeds,BBC Earth,2024-09-08T07:19:57.516973,largest dam removal u history complete . klamath river free four huge dam first time generation yurok tribe river restoration beginning starting 18 billion seed,0.6808,Positive
Protecting Thailands famous paradise beach,Lucy Hedges is in Thailand where she explores the beach made worldfamous by Hollywood,BBC Earth,2024-09-08T07:19:57.516973,protecting thailand famous paradise beach . lucy hedge thailand explores beach made worldfamous hollywood,0.6369,Positive
The scientists drilling into an active Icelandic volcano,Scientists are preparing to drill into the rock of an Icelandic volcano to learn more about how volcanoes behave,BBC Earth,2024-09-08T07:19:57.516973,scientist drilling active icelandic volcano . scientist preparing drill rock icelandic volcano learn volcano behave,0.4019,Positive
Earths spectacular and remote capital of lightning,With storms occurring between 140 to 160 nights a year its no wonder the area is a world record holder,BBC Earth,2024-09-08T07:19:57.516973,earth spectacular remote capital lightning . storm occurring 140 160 night year wonder area world record holder,0.0,Neutral
Less is more Can degrowth save the world,The degrowth movement questions the feasibility of the idea of endless economic growth on a finite planet,BBC Earth,2024-09-08T07:19:57.516973,less degrowth save world . degrowth movement question feasibility idea endless economic growth finite planet,0.6728,Positive
How fixing how we farm might stop the next pandemic,Land use for food and agriculture around the world is putting pressure on climate and biodiversity,BBC Earth,2024-09-08T07:19:57.516973,fixing farm might stop next pandemic . land use food agriculture around world putting pressure climate biodiversity,-0.5267,Negative
How electric vehicles could improve our mental health,Noise and air pollution are major threats and EVs can therefore offer a promising solution,BBC Earth,2024-09-08T07:19:57.516973,electric vehicle could improve mental health . noise air pollution major threat ev therefore offer promising solution,0.5423,Positive
How greening our cities can reduce heat stress,Heat is the most deadly extreme weather phenomenon and cities are seeking ways to cool their urban cores,BBC Earth,2024-09-08T07:19:57.516973,greening city reduce heat stress . heat deadly extreme weather phenomenon city seeking way cool urban core,-0.128,Neutral
How climate chaos is threatening the real Paddington bear,Drought forces the real Paddington Bear into deadly conflict with cattle farmers in the Andes,BBC Earth,2024-09-08T07:19:57.516973,climate chaos threatening real paddington bear . drought force real paddington bear deadly conflict cattle farmer andes,-0.8555,Negative
Tidal kites New technology harnessing ocean energy,These mechanical creatures lurk beneath the waters surface and power homes in the Faroe Islands,BBC Earth,2024-09-08T07:19:57.516973,tidal kite new technology harnessing ocean energy . mechanical creature lurk beneath water surface power home faroe island,0.0772,Neutral
Malaysias adventure hotspot that crosses seven habitats,An 11mile hike in the Bako National Park in Malaysia transports travellers through seven distinct habitats,BBC Earth,2024-09-08T07:19:57.516973,malaysia adventure hotspot cross seven habitat . 11mile hike bako national park malaysia transport traveller seven distinct habitat,0.3182,Positive
